historical_outcome_id,candidate_id,batch,solv_comb_sm,salt_comb_sm,canonical_salt,C_norm_20,conc_salt_1,theor_capacity,amt_electrolyte,de_expansion_status,pool_compatible,solv_ecfp_pca_0,solv_ecfp_pca_1,solv_ecfp_pca_2,solv_ecfp_pca_3,solv_ecfp_pca_4,solv_ecfp_pca_5,solv_ecfp_pca_6,solv_ecfp_pca_7,solv_ecfp_pca_8,solv_ecfp_pca_9,mol_wt_solv
HIST_5_104_ELEC_cd612,ELEC_cd612fe9333be838,5,COCC(F)(F)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.682909459,-1.492216645,1.039659345,-0.738616717,0.390640678,-0.038716311,1.00684981,0.213856202,-0.107252687,-0.350478317,164.0260559
HIST_5_105_ELEC_d1702,ELEC_d17020b67777ca5b,5,COCCCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.379666667,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.946328116,-1.547746394,0.90636626,0.007913098,-0.568101032,0.750411437,0.805633929,0.679370547,-0.849496125,-0.42811115,132.1150298
HIST_5_106_ELEC_f9868,ELEC_f98683b4e5df512b,5,COCCCCCl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.895786544,-1.564556367,0.936152403,-0.167522035,-0.491034939,0.63148351,0.790138052,0.755837966,-0.893535523,-0.483200194,122.0498427
HIST_5_107_ELEC_b1cf2,ELEC_b1cf289c569f0388,5,COCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.7469,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.878582695,-1.488406191,0.875382284,-0.187067583,-0.506087729,0.578476586,0.819151631,0.744719537,-0.853250676,-0.447222579,104.0837296
HIST_5_108_ELEC_f9139,ELEC_f91392867e9949c8,5,COCCCOCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.5885,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.633501946,-1.410068584,0.798629761,-0.225137863,-0.70100844,0.879348843,0.961947698,0.459920622,-0.952924761,-0.508402656,162.1255944
HIST_5_109_ELEC_d78a5,ELEC_d78a53d4218c7318,5,COCCOCC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,6.67e-05,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-1.314980792,0.184490634,1.62237815,-0.105443688,-0.221744012,0.414074215,0.458720331,0.608243624,-0.832032203,-0.49176043,148.0735589
HIST_5_110_ELEC_71772,ELEC_7177224d04536aa5,5,COCCOCC(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,6.67e-05,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-1.17192383,-1.054353438,0.913876537,-0.509980213,-0.92035826,-0.036805772,0.730853956,0.526808641,-0.674863265,-0.384145247,164.104859
HIST_5_111_ELEC_0014c,ELEC_0014c3083a136920,5,CS(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.343456338,-1.452368066,0.33952597,0.176204021,0.897094327,-0.507669271,-0.378476709,-0.085316436,-0.729510589,-0.612523404,97.98377856
HIST_6_112_ELEC_3d2cf,ELEC_3d2cf7d49c86b21d,6,CCCCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.442986667,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-1.067892401,-1.253528912,0.602356639,0.775133942,-0.714363578,1.295648251,0.646532478,0.057885571,-0.297491097,-0.275587927,176.1412445
HIST_6_113_ELEC_c2acd,ELEC_c2acd50d5f311e86,6,CCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.66662,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-1.097145681,-1.027000073,0.868116041,0.014163129,-0.384778685,0.651600582,0.660381731,0.569309506,-0.628591126,-0.358949308,148.1099444
HIST_6_114_ELEC_7481a,ELEC_7481a14e6dba11d8,6,COC(=O)C1CCCCCC1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,0.719334066,0.636089802,1.590740294,-0.247046946,-0.124692594,0.317495871,-0.297292505,-0.874409656,-0.599177606,-0.903116715,170.0942943
HIST_6_115_ELEC_5b8a1,ELEC_5b8a15301aa10271,6,COC1CCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.827566667,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,0.807314148,-0.95159502,0.879079856,-0.605455778,-0.644732168,0.730071412,0.164348349,-0.7904649,-0.439971838,-0.647647825,100.088815
HIST_6_116_ELEC_a0ceb,ELEC_a0cebac95a21ac34,6,COC1CCCCC1=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,0.996265193,-0.567873415,1.168385368,-0.494515335,-0.269925834,0.30745579,-0.150986783,-0.613880521,-0.924464507,-0.769288851,128.0837296
HIST_6_117_ELEC_bbad8,ELEC_bbad835c38a4af75,6,COCCCCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.4624,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.946328116,-1.547746394,0.90636626,0.007913098,-0.568101032,0.750411437,0.805633929,0.679370547,-0.849496125,-0.42811115,146.1306798
HIST_6_118_ELEC_4be37,ELEC_4be3714c85f6c5a2,6,COCCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.468241233,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.899245337,-1.039674159,1.079794228,-0.35135381,-0.360826913,0.421555364,0.804487743,0.673994873,-0.878265459,-0.450959326,178.1205091
HIST_6_119_ELEC_0f809,ELEC_0f809b7a51d07758,6,COCCOCCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.5062537,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.899245337,-1.039674159,1.079794228,-0.35135381,-0.360826913,0.421555364,0.804487743,0.673994873,-0.878265459,-0.450959326,222.1467238
HIST_6_120_ELEC_e0727,ELEC_e0727efe920d588c,6,COCCOCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.713863333,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.900062481,-1.026421889,1.018113522,-0.356200934,-0.343756413,0.403599209,0.757477142,0.65221875,-0.834626305,-0.423649049,164.104859
HIST_6_121_ELEC_b533e,ELEC_b533ea4801830b15,6,COCCS(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.26472966,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.774655603,-1.131648117,1.061661229,-0.391643352,-0.188458054,0.184919227,0.733521854,0.657517779,-1.061449232,-0.608401096,142.0099933
HIST_6_122_ELEC_d7d75,ELEC_d7d7586dc308e18f,6,COCCSC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.819883233,-1.43101054,0.95671476,-0.464874815,-0.484067196,0.206120148,0.691785194,0.673957229,-0.907012977,-0.46700378,106.0452359
HIST_7_123_ELEC_e0287,ELEC_e02876abac7a34e4,7,CCCCOCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.776666667,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.9485771543664095,-1.6766856424573084,0.4843862823047391,0.6608267655535732,-0.8540121423422307,1.322076143204328,0.7451356156741071,0.1423529766890218,-0.3302721621514471,-0.2991812968080967,146.130679816
HIST_7_124_ELEC_4745e,ELEC_4745e6c00434e07a,7,CCOCCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.772,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.8255953107226858,-1.4047699900269803,0.6010957509558232,0.1771815022961395,-0.7311906256109378,1.1109724849799516,0.7913569695352622,0.3226598865954954,-0.6866190725225003,-0.3822940892374616,132.115029752
HIST_7_125_ELEC_fe0c0,ELEC_fe0c05021a51f83f,7,COC1CCCCO1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.229333333,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,1.0162259801665632,-0.9528348992625332,1.0502060797958794,-0.993306142922746,-0.1813169090460503,0.6990637486447926,0.2408411207216336,-0.7291171403234817,-0.1854672389802473,0.5218389488232956,116.083729624
HIST_7_126_ELEC_2eed9,ELEC_2eed92d7e1282a5f,7,COCCCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.726,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.7408333237699933,-1.4117026011513918,0.814934386111619,-0.4533500038440352,-0.10202790161027,0.8730717291082671,1.5592887656709284,0.1480848574510672,-0.7399785169094,-0.5118738728334633,186.086764316
HIST_7_127_ELEC_0cc64,ELEC_0cc647733378a78c,7,COCCCF,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,6.67e-05,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.8885349240292075,-1.532756500543057,0.9079422700111304,-0.2408205508610195,-0.416103067736445,0.5068078438235639,0.8827041918504808,0.7082966426148161,-0.830122454039644,-0.4805086185950243,92.063743128
HIST_7_128_ELEC_3901e,ELEC_3901e9305b52952c,7,COCCCOCC(C)(C)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.442,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.7866594843147029,-1.4176617446227868,0.9095589065044508,-0.4531831442836759,-0.0808025747904042,0.7798234654395462,1.703167566409269,0.1166740833539644,-0.3575963261473633,-0.3262302597738911,160.14632988
HIST_7_129_ELEC_f55f1,ELEC_f55f1531a42c60a6,7,COCCCOCC(F)(F)C(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.82,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.92480131146849,-1.4994500693493444,0.7490227734592574,-0.5422492120379048,-0.4919894098589872,0.3603252569723623,1.438693230369236,0.0630017799609922,-0.5168263227778644,-0.4611354887366645,204.077342504
HIST_7_130_ELEC_54a96,ELEC_54a96ef4a4c8d4e6,7,COCCOCC(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.770666667,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-1.095648659848484,-0.9653559786343732,0.9351337981238006,-0.4597644109120862,-0.7006735501002891,-0.1163866260350613,0.8534126654588597,0.4979558744545767,-0.7096958020007084,-0.3988299588212125,140.064886
HIST_7_131_ELEC_0e00c,ELEC_0e00cdf653b213ea,7,COCCOS(=O)(=O)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-1.1685958327349757,-0.2813391622850276,1.3603760496556343,-0.3090949694907926,0.5245770418570268,0.0648706544001744,0.989763768432538,0.2632341693014015,-0.7021980143446862,-0.5088442136689315,208.001714364
