historical_outcome_id,candidate_id,batch,solv_comb_sm,salt_comb_sm,canonical_salt,C_norm_20,conc_salt_1,theor_capacity,amt_electrolyte,de_expansion_status,pool_compatible,solv_ecfp_pca_0,solv_ecfp_pca_1,solv_ecfp_pca_2,solv_ecfp_pca_3,solv_ecfp_pca_4,solv_ecfp_pca_5,solv_ecfp_pca_6,solv_ecfp_pca_7,solv_ecfp_pca_8,solv_ecfp_pca_9,mol_wt_solv
HIST_4_92_ELEC_be7b3,ELEC_be7b31cfe3f1c551,4,CCCCC(OCC)OCC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-1.136945474,-1.670537514,-0.213662857,1.023835565,-0.44958334,-0.032573225,-0.28224366,-0.394660337,0.180567221,-0.037578721,160.1463299
HIST_4_93_ELEC_e4037,ELEC_e4037af5e429a4a2,4,CCCCCCOC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.0001,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-1.151046687,-1.634687584,0.371757959,1.37536911,0.072907098,0.806028687,-0.248370629,-0.164915749,-0.105198637,-0.269555204,130.0993797
HIST_4_94_ELEC_850b9,ELEC_850b9d1a084a5943,4,CCCCCCON=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-1.173966761,-1.622741941,0.337940198,1.444529414,0.087287453,0.85600688,-0.25828988,-0.100901693,-0.129672979,-0.171101529,131.0946287
HIST_4_95_ELEC_a8856,ELEC_a8856872e1955b86,4,CCCCCCOS(C)(=O)=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.003003333,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-1.18530929,-1.63903112,0.285151831,1.403112874,0.107494313,0.794562458,-0.189131354,-0.101360417,-0.315140081,-0.400167341,180.0820154
HIST_4_96_ELEC_a9c57,ELEC_a9c57af49b5258d0,4,CCCCCOCCCCC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.054966667,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.787098605,-1.860123434,0.108463449,1.068635022,-0.232015795,1.043709312,0.085860172,-0.335380632,-0.105991435,-0.288296023,158.1670653
HIST_4_97_ELEC_7351e,ELEC_7351e85e1c44e63c,4,CCCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.6343,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-1.185937061,-1.761041234,0.562131313,0.697611981,-0.65580522,1.009843251,0.605022811,0.421359606,-0.216749873,-0.231323839,88.088815
HIST_4_98_ELEC_fdfca,ELEC_fdfcaf42e6adc89f,4,CCCCOCCCl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.74462789,-1.849104375,0.136047498,0.898735407,-0.15882401,0.886538129,0.120522772,-0.324357952,-0.252139562,-0.342023973,136.0654927
HIST_4_99_ELEC_66726,ELEC_66726be3929d2861,4,CCCCOCCOCCCC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.15425799,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.737848872,-1.805652897,0.13088765,0.892560727,-0.210908781,0.928592701,0.160994469,-0.291147146,-0.204588999,-0.305156422,174.1619799
HIST_4_100_ELEC_6cfd6,ELEC_6cfd6c5f1cadde93,4,CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.703865007,-1.378061069,0.988412063,-0.661167388,0.540599114,-0.224957471,0.849145837,-0.022704399,-0.042483437,-0.263213344,468.0426377
HIST_5_101_ELEC_750f9,ELEC_750f9318092c165b,5,CCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.6746,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-1.084384417,-1.014022376,0.862732124,0.014254823,-0.373999805,0.614768392,0.62817065,0.548904152,-0.601820779,-0.3408054,104.0837296
HIST_5_102_ELEC_202fb,ELEC_202fb278eacf092d,5,COC(CCl)(CCl)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,-0.715544088,-1.384986806,0.702146539,-0.545643339,0.424318432,0.071399078,0.660587204,0.237140954,-0.253941477,-0.292156017,172.0057849
HIST_5_103_ELEC_274a8,ELEC_274a8731c379535d,5,COC1CCCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.587033333,1.0,150.0,50.0,DE_EXPANDED_ACQUISITION_OUTCOME,False,0.869687698,-0.928812612,0.864416639,-0.633461315,-0.657133789,0.776593843,0.13420089,-0.833311649,-0.395449093,-0.829246964,114.1044651
