benchmark_task,policy,engine_path,num_seeds,hit_rate_step_1,hit_rate_step_3,hit_rate_step_5,top3_hit_rate_step_5,mean_simple_regret,std_simple_regret,mean_cumulative_regret,std_cumulative_regret,mean_experiments_to_best
UNCONSTRAINED_D30,AICOSCIENTIST_PROCESS_SURROGATE,AICOSCIENTIST_PROCESS_SURROGATE,10,0.4,0.8,0.8,1.0,1.9478115091637165,3.895623018327433,83.09825194742076,100.19895268406636,1.625
UNCONSTRAINED_D30,DIRECT_BOTORCH_BASELINE,DIRECT_BOTORCH_BASELINE,10,0.2,0.6,0.6,1.0,3.895623018327433,4.771144312571546,98.82362022809626,92.58937671836954,2.0
UNCONSTRAINED_D30,random,RANDOM_BASELINE,10,0.2,0.3,0.3,0.8,18.209433239365865,19.730858606078574,210.3540976904971,179.16334640826474,1.3333333333333333
UNCONSTRAINED_D30,aicointel_greedy,AICOSCIENTIST_PROCESS_SURROGATE,10,0.4,1.0,1.0,1.0,0.0,0.0,88.06238223175446,100.72217146026969,2.1
UNCONSTRAINED_D30,aicointel_ucb,AICOSCIENTIST_PROCESS_SURROGATE,10,0.4,0.7,0.7,1.0,2.921717263745575,4.46299684012445,83.19651064665057,100.16468007967961,1.5714285714285714
