run_seed,target,strategy,iteration,selected_sample_id,library,area,Au,Ir,Rh,observed_target,best_observed,global_best,regret,relative_regret,percent_deviation,acquisition_score,turbo_length,benchmark_mode
42,k0,random,1,AUIRH_Au-rich_033,Au-rich,33,42.39,42.85,14.76,0.009767650834299,0.009767650834299,0.0142014497462072,0.004433798911908199,0.31220748523173414,31.220748523173413,0.0,,Au-rich
42,k0,random,2,AUIRH_Au-rich_034,Au-rich,34,43.65,40.4,15.94,0.0106240919793986,0.0106240919793986,0.0142014497462072,0.003577357766808599,0.2519008855250154,25.19008855250154,0.4388784397520523,,Au-rich
42,k0,random,3,AUIRH_Au-rich_260,Au-rich,260,55.96,11.09,32.95,0.0098056928641591,0.0106240919793986,0.0142014497462072,0.003577357766808599,0.2519008855250154,25.19008855250154,0.8585979199113825,,Au-rich
42,k0,random,4,AUIRH_Au-rich_032,Au-rich,32,43.64,42.64,13.72,0.0096684935837019,0.0106240919793986,0.0142014497462072,0.003577357766808599,0.2519008855250154,25.19008855250154,0.09417734788764953,,Au-rich
42,k0,random,5,AUIRH_Au-rich_235,Au-rich,235,63.59,14.18,22.23,0.0045613423802846,0.0106240919793986,0.0142014497462072,0.003577357766808599,0.2519008855250154,25.19008855250154,0.9756223516367559,,Au-rich
42,k0,random,6,AUIRH_Au-rich_248,Au-rich,248,74.97,13.46,11.57,0.0132716337570425,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.7860643052769538,,Au-rich
42,k0,random,7,AUIRH_Au-rich_256,Au-rich,256,64.43,12.02,23.55,0.0102579749922317,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.12811363267554587,,Au-rich
42,k0,random,8,AUIRH_Au-rich_284,Au-rich,284,79.53,10.82,9.65,0.0095837996546168,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.37079802423258124,,Au-rich
42,k0,random,9,AUIRH_Au-rich_155,Au-rich,155,50.62,20.31,29.07,0.0097828687278125,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.9267649888486018,,Au-rich
42,k0,random,10,AUIRH_Au-rich_263,Au-rich,263,79.62,12.25,8.13,0.0107123181707945,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.82276161327083,,Au-rich
42,k0,random,11,AUIRH_Au-rich_215,Au-rich,215,60.11,15.52,24.37,0.010522322551007,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.44341419882733113,,Au-rich
42,k0,random,12,AUIRH_Au-rich_154,Au-rich,154,52.15,20.47,27.38,0.0122724589444885,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.5545847870158348,,Au-rich
42,k0,random,13,AUIRH_Au-rich_084,Au-rich,84,52.84,33.44,13.72,0.0102762975389482,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.06381725610417532,,Au-rich
42,k0,random,14,AUIRH_Au-rich_291,Au-rich,291,70.16,10.17,19.67,0.0100924894919358,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.6316643991220648,,Au-rich
42,k0,random,15,AUIRH_Au-rich_277,Au-rich,277,61.22,10.72,28.06,0.0106346250567625,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.7580877400853738,,Au-rich
42,k0,random,16,AUIRH_Au-rich_233,Au-rich,233,66.84,14.9,18.26,0.0105638608966299,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.9706980243949033,,Au-rich
42,k0,random,17,AUIRH_Au-rich_123,Au-rich,123,60.2,27.94,11.86,0.0110070269114984,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.8931211213221977,,Au-rich
42,k0,random,18,AUIRH_Au-rich_225,Au-rich,225,74.99,16.15,8.86,0.0108435567600746,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.19463870785196757,,Au-rich
42,k0,random,19,AUIRH_Au-rich_261,Au-rich,261,81.42,12.01,6.57,0.0058082504989514,0.0132716337570425,0.0142014497462072,0.0009298159891647003,0.06547331475175817,6.547331475175818,0.4667210037270342,,Au-rich
42,k0,random,20,AUIRH_Au-rich_168,Au-rich,168,63.53,21.18,15.29,0.0134978519795149,0.0134978519795149,0.0142014497462072,0.0007035977666923002,0.04954408030632302,4.954408030632302,0.15428949206754783,,Au-rich
42,k0,random,21,AUIRH_Au-rich_015,Au-rich,15,41.49,48.03,10.49,0.0076259237233526,0.0134978519795149,0.0142014497462072,0.0007035977666923002,0.04954408030632302,4.954408030632302,0.6830489532424546,,Au-rich
42,k0,random,22,AUIRH_Au-rich_318,Au-rich,318,76.96,8.45,14.59,0.0102146665082341,0.0134978519795149,0.0142014497462072,0.0007035977666923002,0.04954408030632302,4.954408030632302,0.96750973243421,,Au-rich
42,k0,random,23,AUIRH_Au-rich_247,Au-rich,247,75.16,14.21,10.63,0.0109444391319331,0.0134978519795149,0.0142014497462072,0.0007035977666923002,0.04954408030632302,4.954408030632302,0.32582535813815194,,Au-rich
42,k0,random,24,AUIRH_Au-rich_309,Au-rich,309,67.86,8.85,23.29,0.0104021645086171,0.0134978519795149,0.0142014497462072,0.0007035977666923002,0.04954408030632302,4.954408030632302,0.4695558112758079,,Au-rich
42,k0,random,25,AUIRH_Au-rich_127,Au-rich,127,56.93,26.26,16.81,0.0108196101961418,0.0134978519795149,0.0142014497462072,0.0007035977666923002,0.04954408030632302,4.954408030632302,0.1894713590842857,,Au-rich
42,k0,random,26,AUIRH_Au-rich_157,Au-rich,157,47.71,18.78,33.5,0.009152833030772,0.0134978519795149,0.0142014497462072,0.0007035977666923002,0.04954408030632302,4.954408030632302,0.47570492622593374,,Au-rich
42,k0,random,27,AUIRH_Au-rich_051,Au-rich,51,45.04,36.99,17.97,0.0123562025654381,0.0134978519795149,0.0142014497462072,0.0007035977666923002,0.04954408030632302,4.954408030632302,0.2269093490508841,,Au-rich
42,k0,random,28,AUIRH_Au-rich_189,Au-rich,189,65.75,18.62,15.63,0.0112191628146729,0.0134978519795149,0.0142014497462072,0.0007035977666923002,0.04954408030632302,4.954408030632302,0.43715191887233074,,Au-rich
42,k0,random,29,AUIRH_Au-rich_221,Au-rich,221,78.12,15.45,6.43,0.0091985620770555,0.0134978519795149,0.0142014497462072,0.0007035977666923002,0.04954408030632302,4.954408030632302,0.8326781960578374,,Au-rich
