cell_id,recipe_id,partition,discharge_specific_capacity_cycle30_mah_g,cell_capacity_mah,active_mass_mg,electrode_thickness_um,porosity_pct,coating_speed_m_per_min,coating_gap_um,drying_temperature_c,calendering_applied,active_material_fraction_pct,binder_cmc_fraction_pct,binder_sbr_fraction_pct,conductive_additive_fraction_pct,mixing_solids_pct
ASC-100,protocol-b77c91e48a60,PROSPECTIVE_MODEL_VALIDATION,,10.508041163983334,28.247422483826167,182.0,54.62,0.2,300.0,80.0,0.0,95.23743251458585,1.4988702275895598,2.2602752813224227,1.003421976502164,49.5
ASC-101,protocol-b77c91e48a60,PROSPECTIVE_MODEL_VALIDATION,,10.295471214610778,27.67599788873865,178.0,54.55,0.2,300.0,80.0,0.0,95.23743251458585,1.4988702275895598,2.2602752813224227,1.003421976502164,49.5
ASC-102,protocol-b77c91e48a60,PROSPECTIVE_MODEL_VALIDATION,,7.549776035215268,20.295096868858245,151.0,60.45,0.2,300.0,80.0,0.0,95.23743251458585,1.4988702275895598,2.2602752813224227,1.003421976502164,49.5
ASC-103,protocol-26a54fa79165,PROSPECTIVE_MODEL_VALIDATION,,8.392970167726405,22.56174776270539,97.0,28.86,0.2,300.0,80.0,1.0,95.23743251458585,1.4988702275895598,2.2602752813224227,1.003421976502164,49.5
ASC-104,protocol-26a54fa79165,PROSPECTIVE_MODEL_VALIDATION,,10.461984341619278,28.1236138215572,114.0,25.85,0.2,300.0,80.0,1.0,95.23743251458585,1.4988702275895598,2.2602752813224227,1.003421976502164,49.5
ASC-105,protocol-26a54fa79165,PROSPECTIVE_MODEL_VALIDATION,,10.561183651326472,28.390278632598044,116.0,26.67,0.2,300.0,80.0,1.0,95.23743251458585,1.4988702275895598,2.2602752813224227,1.003421976502164,49.5
AS-1,protocol-041cdc40aa44,HISTORICAL_MODEL_DEVELOPMENT,,5.818119927565452,15.640107332165195,69.9,,0.1,300.0,80.0,0.0,94.50215910673832,0.7524048763354036,2.252749120394778,2.4926868965314997,48.0
AS-2,protocol-7829ecacf43d,HISTORICAL_MODEL_DEVELOPMENT,,5.4489944940945305,14.647834661544438,55.8,,0.1,300.0,80.0,1.0,94.50215910673832,0.7524048763354036,2.252749120394778,2.4926868965314997,48.0
AS-3,protocol-7829ecacf43d,HISTORICAL_MODEL_DEVELOPMENT,,5.617737549395523,15.101445025256783,66.1,,0.1,300.0,80.0,1.0,94.50215910673832,0.7524048763354036,2.252749120394778,2.4926868965314997,48.0
AS-4,protocol-7829ecacf43d,HISTORICAL_MODEL_DEVELOPMENT,,6.774330574271073,18.210566059868476,78.3,,0.1,300.0,80.0,1.0,94.50215910673832,0.7524048763354036,2.252749120394778,2.4926868965314997,48.0
AS-116,protocol-041cdc40aa44,HISTORICAL_MODEL_DEVELOPMENT,,6.531762432275898,17.558501162031984,83.4,,0.1,300.0,80.0,0.0,94.50215910673832,0.7524048763354036,2.252749120394778,2.4926868965314997,48.0
AS-117,protocol-041cdc40aa44,HISTORICAL_MODEL_DEVELOPMENT,,6.190760841355142,16.64183021869662,75.5,,0.1,300.0,80.0,0.0,94.50215910673832,0.7524048763354036,2.252749120394778,2.4926868965314997,48.0
AS-118,protocol-041cdc40aa44,HISTORICAL_MODEL_DEVELOPMENT,,6.4509063849441715,17.341146196086484,81.2,,0.1,300.0,80.0,0.0,94.50215910673832,0.7524048763354036,2.252749120394778,2.4926868965314997,48.0
AS-119,protocol-041cdc40aa44,HISTORICAL_MODEL_DEVELOPMENT,,7.104785724235516,19.098886355471816,82.4,,0.1,300.0,80.0,0.0,94.50215910673832,0.7524048763354036,2.252749120394778,2.4926868965314997,48.0
AS-108,protocol-041cdc40aa44,HISTORICAL_MODEL_DEVELOPMENT,,6.8762795035154225,18.484622321278017,114.6,,0.1,300.0,80.0,0.0,94.50215910673832,0.7524048763354036,2.252749120394778,2.4926868965314997,48.0
AS-109,protocol-041cdc40aa44,HISTORICAL_MODEL_DEVELOPMENT,,6.711051928533202,18.04046217347635,108.7,,0.1,300.0,80.0,0.0,94.50215910673832,0.7524048763354036,2.252749120394778,2.4926868965314997,48.0
AS-110,protocol-041cdc40aa44,HISTORICAL_MODEL_DEVELOPMENT,,7.378993189099628,19.836003196504375,119.7,,0.1,300.0,80.0,0.0,94.50215910673832,0.7524048763354036,2.252749120394778,2.4926868965314997,48.0
AS-111,protocol-041cdc40aa44,HISTORICAL_MODEL_DEVELOPMENT,,8.328172875167708,22.38756149238631,134.0,,0.1,300.0,80.0,0.0,94.50215910673832,0.7524048763354036,2.252749120394778,2.4926868965314997,48.0
AS-5,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,4.464502246876376,12.001350126011761,73.2,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-6,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,3.4520796901044104,9.279784113183899,52.6,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-7,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,3.2446736802101532,8.722241075833745,50.7,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-120,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,4.425833329777446,11.89740142413292,53.5,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-121,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,4.548870793274039,12.228147293747416,60.2,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-122,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,4.162181622284748,11.188660274958998,60.9,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-123,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,4.408256549277932,11.85015201418799,58.1,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-8,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,4.6016011347725785,12.369895523582201,78.6,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-9,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,3.385287924206259,9.10023635539317,60.1,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-10,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,3.8985299147920482,10.479919125785075,72.8,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-11,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,4.777368939767712,12.842389623031483,85.2,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-112,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,4.513717232275012,12.13364847385756,77.3,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-113,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,4.548870793274039,12.228147293747416,79.6,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-114,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,4.717607886069366,12.681741629218726,81.2,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-115,protocol-f2c1acc1dbd0,HISTORICAL_MODEL_DEVELOPMENT,,4.3168572906804625,11.604455082474363,72.1,,0.1,300.0,80.0,0.0,94.49881988985638,2.0021868707746053,1.0054271732028324,2.493566066166175,48.0
AS-12,protocol-7e72de5f2d40,HISTORICAL_MODEL_DEVELOPMENT,,1.6338213833419792,4.3919929659730625,28.9,,0.1,140.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-13,protocol-7e72de5f2d40,HISTORICAL_MODEL_DEVELOPMENT,,0.9521840750229594,2.5596346102767726,22.1,,0.1,140.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-14,protocol-7e72de5f2d40,HISTORICAL_MODEL_DEVELOPMENT,,0.9627248581412952,2.5879700487669224,21.5,,0.1,140.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-15,protocol-7e72de5f2d40,HISTORICAL_MODEL_DEVELOPMENT,,1.918422527537033,5.157049805207078,34.2,,0.1,140.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-16,protocol-7e72de5f2d40,HISTORICAL_MODEL_DEVELOPMENT,,2.7335764220216334,7.348323715111918,43.4,,0.1,140.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-17,protocol-7e72de5f2d40,HISTORICAL_MODEL_DEVELOPMENT,,1.2648939742002416,3.400252618817854,21.4,,0.1,140.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-18,protocol-7e72de5f2d40,HISTORICAL_MODEL_DEVELOPMENT,,2.5789782696193826,6.932737283923071,29.5,,0.1,140.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-19,protocol-7e72de5f2d40,HISTORICAL_MODEL_DEVELOPMENT,,0.7905587338751515,2.1251578867611602,16.7,,0.1,140.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-20,protocol-7e72de5f2d40,HISTORICAL_MODEL_DEVELOPMENT,,3.060340698690029,8.22672230830653,39.5,,0.1,140.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-21,protocol-d3fec4e8e5a5,HISTORICAL_MODEL_DEVELOPMENT,,9.872701518770816,26.539520211749505,159.2,,0.1,300.0,80.0,0.0,93.94520428937878,1.2004275864846587,1.8200551908103855,2.513060843200148,48.0
AS-22,protocol-d3fec4e8e5a5,HISTORICAL_MODEL_DEVELOPMENT,,10.327020526714254,27.760807867511435,163.3,,0.1,300.0,80.0,0.0,93.94520428937878,1.2004275864846587,1.8200551908103855,2.513060843200148,48.0
AS-23,protocol-d3fec4e8e5a5,HISTORICAL_MODEL_DEVELOPMENT,,9.313539662840434,25.03639694311945,163.3,,0.1,300.0,80.0,0.0,93.94520428937878,1.2004275864846587,1.8200551908103855,2.513060843200148,48.0
AS-24,protocol-d3fec4e8e5a5,HISTORICAL_MODEL_DEVELOPMENT,,7.772349797432318,20.893413433957843,119.3,,0.1,300.0,80.0,0.0,93.94520428937878,1.2004275864846587,1.8200551908103855,2.513060843200148,48.0
AS-25,protocol-d3fec4e8e5a5,HISTORICAL_MODEL_DEVELOPMENT,,6.720426555963286,18.065662784847543,102.2,,0.1,300.0,80.0,0.0,93.94520428937878,1.2004275864846587,1.8200551908103855,2.513060843200148,48.0
AS-132,protocol-d3fec4e8e5a5,HISTORICAL_MODEL_DEVELOPMENT,,9.362466325234342,25.167920229124576,164.9,,0.1,300.0,80.0,0.0,93.94520428937878,1.2004275864846587,1.8200551908103855,2.513060843200148,48.0
AS-133,protocol-d3fec4e8e5a5,HISTORICAL_MODEL_DEVELOPMENT,,9.942596750762114,26.727410620328264,170.1,,0.1,300.0,80.0,0.0,93.94520428937878,1.2004275864846587,1.8200551908103855,2.513060843200148,48.0
AS-134,protocol-d3fec4e8e5a5,HISTORICAL_MODEL_DEVELOPMENT,,9.379940133232166,25.214892831269268,158.4,,0.1,300.0,80.0,0.0,93.94520428937878,1.2004275864846587,1.8200551908103855,2.513060843200148,48.0
AS-135,protocol-d3fec4e8e5a5,HISTORICAL_MODEL_DEVELOPMENT,,8.034456917399684,21.598002466128182,139.2,,0.1,300.0,80.0,0.0,93.94520428937878,1.2004275864846587,1.8200551908103855,2.513060843200148,48.0
AS-26,protocol-d3fec4e8e5a5,HISTORICAL_MODEL_DEVELOPMENT,,7.265609365495407,19.531207971761845,75.8,,0.1,300.0,80.0,0.0,93.94520428937878,1.2004275864846587,1.8200551908103855,2.513060843200148,48.0
AS-27,protocol-d3fec4e8e5a5,HISTORICAL_MODEL_DEVELOPMENT,,7.499758392666256,20.160640840500687,89.7,,0.1,300.0,80.0,0.0,93.94520428937878,1.2004275864846587,1.8200551908103855,2.513060843200148,48.0
AS-28,protocol-d3fec4e8e5a5,HISTORICAL_MODEL_DEVELOPMENT,,6.926617490337613,18.619939490154874,75.3,,0.1,300.0,80.0,0.0,93.94520428937878,1.2004275864846587,1.8200551908103855,2.513060843200148,48.0
AS-29,protocol-d3fec4e8e5a5,HISTORICAL_MODEL_DEVELOPMENT,,9.516235835615198,25.581279127997846,98.0,,0.1,300.0,80.0,0.0,93.94520428937878,1.2004275864846587,1.8200551908103855,2.513060843200148,48.0
AS-30,protocol-ee3a5f9719ca,HISTORICAL_MODEL_DEVELOPMENT,,6.164584909296661,16.57146480993726,77.8,,0.1,300.0,80.0,0.0,93.4129921642461,1.1835167496034351,1.8053366145655745,1.9700571085952796,48.0
AS-31,protocol-ee3a5f9719ca,HISTORICAL_MODEL_DEVELOPMENT,,5.844888284913744,15.712065282026195,74.2,,0.1,300.0,80.0,0.0,93.4129921642461,1.1835167496034351,1.8053366145655745,1.9700571085952796,48.0
AS-32,protocol-ee3a5f9719ca,HISTORICAL_MODEL_DEVELOPMENT,,5.407042908041491,14.535061580756695,71.0,,0.1,300.0,80.0,0.0,93.4129921642461,1.1835167496034351,1.8053366145655745,1.9700571085952796,48.0
AS-33,protocol-ee3a5f9719ca,HISTORICAL_MODEL_DEVELOPMENT,,6.418257230817889,17.25337965273626,80.8,,0.1,300.0,80.0,0.0,93.4129921642461,1.1835167496034351,1.8053366145655745,1.9700571085952796,48.0
AS-34,protocol-ee3a5f9719ca,HISTORICAL_MODEL_DEVELOPMENT,,4.135206337126847,11.116146067545287,70.7,,0.1,300.0,80.0,0.0,93.4129921642461,1.1835167496034351,1.8053366145655745,1.9700571085952796,48.0
AS-35,protocol-ee3a5f9719ca,HISTORICAL_MODEL_DEVELOPMENT,,5.50086691737126,14.78727665960016,100.5,,0.1,300.0,80.0,0.0,93.4129921642461,1.1835167496034351,1.8053366145655745,1.9700571085952796,48.0
AS-36,protocol-ee3a5f9719ca,HISTORICAL_MODEL_DEVELOPMENT,,5.678090046105268,15.263682919637818,92.7,,0.1,300.0,80.0,0.0,93.4129921642461,1.1835167496034351,1.8053366145655745,1.9700571085952796,48.0
AS-37,protocol-ee3a5f9719ca,HISTORICAL_MODEL_DEVELOPMENT,,5.636390486403147,15.151587329040717,100.7,,0.1,300.0,80.0,0.0,93.4129921642461,1.1835167496034351,1.8053366145655745,1.9700571085952796,48.0
AS-38,protocol-27cc6ffea4ca,HISTORICAL_MODEL_DEVELOPMENT,,1.0259695568513072,2.757982679707815,19.1,,0.1,70.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-39,protocol-27cc6ffea4ca,HISTORICAL_MODEL_DEVELOPMENT,,1.2754347573185774,3.4285880573080036,21.5,,0.1,70.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-40,protocol-27cc6ffea4ca,HISTORICAL_MODEL_DEVELOPMENT,,1.0119151793601937,2.720202095054284,16.4,,0.1,70.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-41,protocol-27cc6ffea4ca,HISTORICAL_MODEL_DEVELOPMENT,,1.032996745596864,2.7768729720345804,19.8,,0.1,70.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-42,protocol-27cc6ffea4ca,HISTORICAL_MODEL_DEVELOPMENT,,0.8256946776029354,2.2196093483949877,21.8,,0.1,70.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-43,protocol-27cc6ffea4ca,HISTORICAL_MODEL_DEVELOPMENT,,1.3105707010463625,3.5230395189418346,25.8,,0.1,70.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-44,protocol-27cc6ffea4ca,HISTORICAL_MODEL_DEVELOPMENT,,1.9078817444186984,5.128714366716931,30.1,,0.1,70.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-45,protocol-27cc6ffea4ca,HISTORICAL_MODEL_DEVELOPMENT,,1.001374396241858,2.6918666565641343,21.9,,0.1,70.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-46,protocol-51622d6b53ac,HISTORICAL_MODEL_DEVELOPMENT,,10.92025131059542,29.355514275794143,173.6,,0.1,300.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-47,protocol-51622d6b53ac,HISTORICAL_MODEL_DEVELOPMENT,,9.300484304744558,25.00130189447462,151.8,,0.1,300.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-48,protocol-51622d6b53ac,HISTORICAL_MODEL_DEVELOPMENT,,10.568891873317575,28.41099965945585,171.1,,0.1,300.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-49,protocol-51622d6b53ac,HISTORICAL_MODEL_DEVELOPMENT,,11.96378883931062,32.16072268631887,191.6,,0.1,300.0,80.0,0.0,94.45146163382928,1.1992316524551234,1.8397710610739713,2.509535652641631,48.0
AS-50,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,6.118202120270675,16.44677989320074,106.6,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-51,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,5.785881250387476,15.55344422147171,98.8,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-52,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,5.450062266084455,14.65070501635606,91.8,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-53,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,6.034247374194919,16.221095091921825,102.1,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-128,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,6.1112058914310285,16.427972826427496,107.5,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-129,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,5.981775657897574,16.080042091122507,105.3,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-130,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,6.40154938827635,17.20846609751707,111.2,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-131,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,5.6529529024341985,15.196109952780102,99.5,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-54,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,5.988771886737218,16.098849157895746,77.0,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-55,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,5.866337882043409,15.769725489364003,74.0,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-56,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,5.859341653203762,15.750918422590757,75.4,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-57,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,5.194699913437365,13.9642470791327,68.6,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-124,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,6.23713801054466,16.76650002834586,83.1,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-125,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,6.209153095186076,16.691271761252892,81.8,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-126,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,5.943296399279517,15.976603223869672,80.2,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-127,protocol-89cb79344ca3,HISTORICAL_MODEL_DEVELOPMENT,,5.492039639122332,14.763547416995516,78.3,,0.1,300.0,80.0,0.0,94.03533386621348,1.203555466558013,1.7902651349511804,1.962661036835368,48.0
AS-58,protocol-85dafdd3370b,HISTORICAL_MODEL_DEVELOPMENT,,8.07160724441687,21.697868936604486,134.2,,0.1,300.0,80.0,0.0,94.9163120586373,1.2030612419143847,1.814753814582384,2.015649070809216,48.0
AS-59,protocol-85dafdd3370b,HISTORICAL_MODEL_DEVELOPMENT,,7.474887373766628,20.093783262813517,123.2,,0.1,300.0,80.0,0.0,94.9163120586373,1.2030612419143847,1.814753814582384,2.015649070809216,48.0
AS-60,protocol-85dafdd3370b,HISTORICAL_MODEL_DEVELOPMENT,,8.322300207826142,22.371774752220812,138.6,,0.1,300.0,80.0,0.0,94.9163120586373,1.2030612419143847,1.814753814582384,2.015649070809216,48.0
AS-61,protocol-85dafdd3370b,HISTORICAL_MODEL_DEVELOPMENT,,7.8844702435620615,21.194812482693713,129.0,,0.1,300.0,80.0,0.0,94.9163120586373,1.2030612419143847,1.814753814582384,2.015649070809216,48.0
AS-62,protocol-85dafdd3370b,HISTORICAL_MODEL_DEVELOPMENT,,7.587875751641231,20.39751546140116,126.4,,0.1,300.0,80.0,0.0,94.9163120586373,1.2030612419143847,1.814753814582384,2.015649070809216,48.0
AS-63,protocol-85dafdd3370b,HISTORICAL_MODEL_DEVELOPMENT,,8.237558924420194,22.143975603280087,136.7,,0.1,300.0,80.0,0.0,94.9163120586373,1.2030612419143847,1.814753814582384,2.015649070809216,48.0
AS-64,protocol-85dafdd3370b,HISTORICAL_MODEL_DEVELOPMENT,,7.224194410357356,19.419877447197194,108.9,,0.1,300.0,80.0,0.0,94.9163120586373,1.2030612419143847,1.814753814582384,2.015649070809216,48.0
AS-65,protocol-85dafdd3370b,HISTORICAL_MODEL_DEVELOPMENT,,7.619653732918464,20.482940142253934,102.2,,0.1,300.0,80.0,0.0,94.9163120586373,1.2030612419143847,1.814753814582384,2.015649070809216,48.0
AS-66,protocol-85dafdd3370b,HISTORICAL_MODEL_DEVELOPMENT,,7.852692262284829,21.10938780184094,106.1,,0.1,300.0,80.0,0.0,94.9163120586373,1.2030612419143847,1.814753814582384,2.015649070809216,48.0
AS-67,protocol-85dafdd3370b,HISTORICAL_MODEL_DEVELOPMENT,,7.697333242707251,20.691756028782933,108.9,,0.1,300.0,80.0,0.0,94.9163120586373,1.2030612419143847,1.814753814582384,2.015649070809216,48.0
AS-68,protocol-cfc0087cdb14,HISTORICAL_MODEL_DEVELOPMENT,,8.860558852962102,23.818706593984146,105.3,,0.1,300.0,100.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-69,protocol-cfc0087cdb14,HISTORICAL_MODEL_DEVELOPMENT,,8.403466531182314,22.589963793500843,102.0,,0.1,300.0,100.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-70,protocol-cfc0087cdb14,HISTORICAL_MODEL_DEVELOPMENT,,8.56872298597962,23.034201575214034,104.7,,0.1,300.0,100.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-71,protocol-cfc0087cdb14,HISTORICAL_MODEL_DEVELOPMENT,,9.300070700827286,25.00019005598733,107.2,,0.1,300.0,100.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-92,protocol-cfc0087cdb14,HISTORICAL_MODEL_DEVELOPMENT,,8.442143573794448,22.69393433815712,138.9,,0.1,300.0,100.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-93,protocol-cfc0087cdb14,HISTORICAL_MODEL_DEVELOPMENT,,8.667173639901423,23.29885387070275,139.5,,0.1,300.0,100.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-94,protocol-cfc0087cdb14,HISTORICAL_MODEL_DEVELOPMENT,,8.987138265147276,24.158973831041063,148.0,,0.1,300.0,100.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-95,protocol-cfc0087cdb14,HISTORICAL_MODEL_DEVELOPMENT,,8.695302398164793,23.37446881227095,140.2,,0.1,300.0,100.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-72,protocol-ed97f46ca2ef,HISTORICAL_MODEL_DEVELOPMENT,,9.21568442603717,24.773345231282715,112.0,,0.1,300.0,120.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-73,protocol-ed97f46ca2ef,HISTORICAL_MODEL_DEVELOPMENT,,7.215026494554855,19.395232512244235,105.4,,0.1,300.0,120.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-74,protocol-ed97f46ca2ef,HISTORICAL_MODEL_DEVELOPMENT,,9.774743496521685,26.276192194950767,114.5,,0.1,300.0,120.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-75,protocol-ed97f46ca2ef,HISTORICAL_MODEL_DEVELOPMENT,,10.175578301774733,27.353705112297668,112.4,,0.1,300.0,120.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-140,protocol-ed97f46ca2ef,HISTORICAL_MODEL_DEVELOPMENT,,9.532132956500101,25.624013323925006,116.1,,0.1,300.0,120.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-141,protocol-ed97f46ca2ef,HISTORICAL_MODEL_DEVELOPMENT,,8.63904488163805,23.223238929134542,104.5,,0.1,300.0,120.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
AS-142,protocol-ed97f46ca2ef,HISTORICAL_MODEL_DEVELOPMENT,,8.329628540740961,22.391474571884306,105.7,,0.1,300.0,120.0,0.0,94.51867696025454,1.2007287146671959,1.7931949120011608,2.4873994130771027,48.0
