benchmark_seed,strategy,step,query_id,candidate_id,C1,C2,C3,C4,simulator_seed,simulated_lifetime,best_observed_lifetime,is_off_grid,min_distance_to_grid,is_new_vs_observed,min_distance_to_observed,duplicate_rejections_at_step,acquisition_method,acquisition_score,exploration_score,exploitation_score,controller_reason,should_stop,stop_reason,trust_region_center,trust_region_length,trust_region_radius,success_counter,failure_counter,expanded,contracted,restarted,global_escape,posterior_candidate_mean,posterior_candidate_std,posterior_incumbent_mean,posterior_incumbent_std,success_probability,restart_reason,restart_candidate_id,reference_true_lifetime,best_reference_true,continuous_simple_regret,continuous_simple_regret_valid,gap_to_discrete_grid_optimum,improvement_over_discrete_grid,beats_discrete_grid,budget
0,greedy,23,Q_S00_greedy_ST23,ATTIA_CONT_07dafd0c6bbe,4.38404168023256,6.515471286230937,4.116127793379409,4.789141487208793,617441489.0,537.0,1164.0,True,0.15392604521932984,True,0.02986433925274244,0,greedy,894.3251885815457,,,,False,,,,,0,0,False,False,False,False,894.3251885815457,165.57510642655487,,,,,,884.0,961.0,166.0,True,118.0,0.0,False,30
0,greedy,24,Q_S00_greedy_ST24,ATTIA_CONT_e066b94bd892,4.513,6.4562,4.1244,4.664138758705654,45734659.0,776.0,1164.0,True,0.16163775043891687,True,0.006733938503563205,0,greedy,881.0366597084595,,,,False,,,,,0,0,False,False,False,False,881.0367759338601,179.9279759085985,,,,,,952.0,961.0,166.0,True,118.0,0.0,False,30
0,greedy,25,Q_S00_greedy_ST25,ATTIA_CONT_b276f154153e,4.5172,6.5263,4.0704,4.693624111585335,1541028592.0,1117.0,1164.0,True,0.1461491762396201,True,0.03253711867548382,0,greedy,857.5245645259968,,,,False,,,,,0,0,False,False,False,False,857.5245680425685,179.88996763864404,,,,,,939.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,0,,,,,,,,,1078.0,False,0.0,False,0.0,0,,,,,,False,,,,,0,0,False,False,False,False,,,,,,,,,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,1,Q_S00_gp_ucb_ST01,ATTIA_CONT_f2443dd9518a,7.4448,3.6,5.3653,4.258023536804102,2094684999.0,751.0,1078.0,True,0.13057715880209075,True,0.3346060433322557,0,gp_ucb,1144.867144482977,,,,False,,,,,0,0,False,False,False,False,1059.9631238705833,84.90422394084169,,,,,,856.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,2,Q_S00_gp_ucb_ST02,ATTIA_CONT_1d6dc4a8a1e9,7.1638,5.8806,5.1676,3.028664721009702,1190840688.0,772.0,1078.0,True,0.0536801543371367,True,0.5170913657507828,0,gp_ucb,912.4409999409413,,,,False,,,,,0,0,False,False,False,False,768.8333333333334,143.6076666076079,,,,,,618.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,3,Q_S00_gp_ucb_ST03,ATTIA_CONT_a0e0b8251d9f,4.5211,6.4665,4.1392,4.631506154405581,149565427.0,1096.0,1096.0,True,0.1663954483971555,True,0.3351985705046243,0,gp_ucb,902.2451215062831,,,,False,,,,,0,0,False,False,False,False,769.2857142857143,132.95940722056875,,,,,,948.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,4,Q_S00_gp_ucb_ST04,ATTIA_CONT_9a22be85c3f3,6.3565,5.4976,4.4346,3.7227723336202994,1556287194.0,418.0,1096.0,True,0.08815353083723051,True,0.27600864582206036,0,gp_ucb,974.8776017693833,,,,False,,,,,0,0,False,False,False,False,810.125,164.75260176938338,,,,,,800.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,5,Q_S00_gp_ucb_ST05,ATTIA_CONT_49008c769395,4.5146,6.4452,4.1255,4.666776248194512,1372291732.0,1019.0,1096.0,True,0.15902970011232428,True,0.013587579735804245,0,gp_ucb,1078.6885023270986,,,,False,,,,,0,0,False,False,False,False,900.2063107861821,178.48131951750622,,,,,,955.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,6,Q_S00_gp_ucb_ST06,ATTIA_CONT_8d16ea3df725,6.8742,4.1143,5.1548,3.9870309651867526,234585404.0,596.0,1096.0,True,0.049581713125065284,True,0.06801586322577324,0,gp_ucb,1145.2672359803405,,,,False,,,,,0,0,False,False,False,False,1031.4748079025162,113.79238051757717,,,,,,806.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,7,Q_S00_gp_ucb_ST07,ATTIA_CONT_56cfbddaf38e,4.5145,6.4962,4.1227,4.644051438241469,735894919.0,796.0,1096.0,True,0.16247237079176566,True,0.01700497353420984,0,gp_ucb,1058.616832494173,,,,False,,,,,0,0,False,False,False,False,865.3086694089009,193.30805278110662,,,,,,943.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,8,Q_S00_gp_ucb_ST08,ATTIA_CONT_4b3823d09504,4.4942,6.4777,4.1225,4.675578337077677,677832464.0,1089.0,1096.0,True,0.16675818768936965,True,0.009234644020884121,0,gp_ucb,1024.6742837748523,,,,False,,,,,0,0,False,False,False,False,837.2651345810845,187.40912577297647,,,,,,882.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,9,Q_S00_gp_ucb_ST09,ATTIA_CONT_5e2111e5c18e,4.4737,6.5106,4.0905,4.7227699913423615,560444656.0,1161.0,1161.0,True,0.15181300103659456,True,0.02893698361086161,0,gp_ucb,1096.0822949469666,,,,False,,,,,0,0,False,False,False,False,912.9396411733443,183.14271883976164,,,,,,879.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,10,Q_S00_gp_ucb_ST10,ATTIA_CONT_50aad16c6a6c,4.4357,6.6076,4.022,4.80962605955671,878028609.0,875.0,1161.0,True,0.11621835710234128,True,0.06444955285964157,0,gp_ucb,1156.850746280138,,,,False,,,,,0,0,False,False,False,False,973.1233505819282,183.72765813787933,,,,,,866.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,11,Q_S00_gp_ucb_ST11,ATTIA_CONT_37b20f1160f7,4.4038,6.6031,4.0542,4.8041143516410685,1897977572.0,937.0,1161.0,True,0.11984275013742875,True,0.026203124826522976,0,gp_ucb,1133.402641625532,,,,False,,,,,0,0,False,False,False,False,955.65958541547,177.74321156549001,,,,,,868.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,12,Q_S00_gp_ucb_ST12,ATTIA_CONT_8ffe3b531fcc,4.3861,6.6571,4.0471,4.8068999333184035,153969149.0,787.0,1161.0,True,0.1036141790457108,True,0.019598321515015154,0,gp_ucb,1127.0149251275184,,,,False,,,,,0,0,False,False,False,False,956.5516640282882,170.46300769637787,,,,,,859.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,13,Q_S00_gp_ucb_ST13,ATTIA_CONT_38c7926548da,4.4531,6.4708,4.0776,4.784964351132234,1130006428.0,782.0,1161.0,True,0.16086356931515605,True,0.017523457062389794,0,gp_ucb,1105.4679334793243,,,,False,,,,,0,0,False,False,False,False,934.9646809881555,170.5033507652007,,,,,,889.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,14,Q_S00_gp_ucb_ST14,ATTIA_CONT_0cd8336be22a,4.4117,6.542,4.0898,4.777964294410386,740444575.0,872.0,1161.0,True,0.14201674374857118,True,0.02272979160245924,0,gp_ucb,1087.205706603065,,,,False,,,,,0,0,False,False,False,False,916.2432155834559,170.96249159029657,,,,,,878.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,15,Q_S00_gp_ucb_ST15,ATTIA_CONT_7349463dcaf3,4.4234,6.5541,4.0772,4.775086717677965,961239362.0,908.0,1161.0,True,0.1368129894999505,True,0.010875652413748839,0,gp_ucb,1079.3543684911308,,,,False,,,,,0,0,False,False,False,False,913.84823731302,165.50609533988273,,,,,,875.0,961.0,166.0,True,118.0,0.0,False,30
0,gp_ucb,16,Q_S00_gp_ucb_ST16,ATTIA_CONT_67274de47d77,4.3856,6.5611,4.0836,4.807254847293047,464349019.0,994.0,1161.0,True,0.13572664894983288,True,0.011539061727010106,0,gp_ucb,1075.2785290466925,,,,False,,,,,0,0,False,False,False,False,915.5413305677648,159.73725120741358,,,,,,876.0,961.0,166.0,True,118.0,0.0,False,30
