benchmark_seed,step,candidate_id,C1,C2,C3,C4,predicted_mean,predicted_std,acquisition_method,acquisition_score,exploration_score,exploitation_score,controller_reason,simulated_lifetime,best_observed_lifetime,should_stop,stop_reason
18,3,ATTIA_CONT_1b19339403ea,4.7956,4.8482,5.6,4.167095424524564,1025.0529361654371,157.73915898823142,expected_improvement,66.51300331568257,226.94829169444347,79.71706003444092,High Expected Improvement (64.9 cycles) detected; targeting high-probability improvement zone.,1131.0,1131.0,False,"Active search warranted (max EI: 64.94 cycles, max std: 241.43)."
18,4,ATTIA_CONT_8119b92ded22,8.0,3.6,5.6,3.9685039370078754,984.0494167061688,204.35941316807603,expected_improvement,28.26453266204257,198.64593416732538,26.150702621772762,Balancing predicted mean (1118.9) and posterior epistemic uncertainty (215.9).,470.0,1131.0,False,"Active search warranted (max EI: 26.15 cycles, max std: 215.92)."
18,5,ATTIA_CONT_5ec26758dca0,4.2716,4.7111,5.5846,4.809992994131893,1085.5987350231696,177.2748495377161,expected_improvement,50.32450804370039,245.7362223153731,59.62643053319193,High Expected Improvement (48.6 cycles) detected; targeting high-probability improvement zone.,938.0,1131.0,False,"Active search warranted (max EI: 48.56 cycles, max std: 273.04)."
18,6,ATTIA_CONT_20aedae96eb4,4.6081,5.6429,5.5892,3.843288702315985,1106.4982378955015,150.2220527021446,expected_improvement,48.47007770780362,236.06887795149575,62.50718942921287,High Expected Improvement (48.3 cycles) detected; targeting high-probability improvement zone.,982.0,1131.0,False,"Active search warranted (max EI: 48.28 cycles, max std: 268.26)."
18,7,ATTIA_CONT_626ae36ad82b,3.7964141489411514,6.793892072811344,4.663131990318437,4.801051659474335,886.8513408765032,226.12113532610377,gp_ucb,1462.4617782477835,220.91497371936313,37.46177159523695,Stagnation detected (3 steps without improvement) with high epistemic variance (256.9); boosting exploration (beta=2.55).,997.0,1131.0,False,"Active search warranted (max EI: 35.24 cycles, max std: 256.88)."
18,8,ATTIA_CONT_926f8923857e,4.8992,5.1514,4.9417,4.296697670811744,1062.2780699390023,154.72994274007306,gp_ucb,1445.058432182285,212.63935300587204,36.82132613421848,Stagnation detected (4 steps without improvement) with high epistemic variance (253.1); boosting exploration (beta=2.47).,956.0,1131.0,False,"Active search warranted (max EI: 36.82 cycles, max std: 253.14)."
18,9,ATTIA_CONT_61de5b46efc6,4.1452,6.9862,5.0258,4.000354905256959,909.2102334227835,195.8818519701347,gp_ucb,1379.331531105025,204.57757995389554,16.979415472129215,Stagnation detected (5 steps without improvement) with high epistemic variance (249.5); boosting exploration (beta=2.40).,690.0,1131.0,False,"Active search warranted (max EI: 16.98 cycles, max std: 249.48)."
18,10,ATTIA_CONT_d4ee7b653a88,7.4774383907844975,3.769620285608974,4.420683781203076,4.8051594964197575,898.8322946873722,197.45316362296126,gp_ucb,1357.6719833079903,198.55271494685317,15.136538272012945,Stagnation detected (6 steps without improvement) with high epistemic variance (248.2); boosting exploration (beta=2.32).,986.0,1131.0,False,"Active search warranted (max EI: 15.14 cycles, max std: 248.19)."
18,11,ATTIA_CONT_778eecbb0fa4,7.919692207175746,4.447900162550458,3.654666795849599,4.793453583459635,912.6562313986321,186.86936878162865,gp_ucb,1332.1769238367708,194.276071365159,11.881262645978085,Stagnation detected (7 steps without improvement) with high epistemic variance (249.1); boosting exploration (beta=2.24).,1008.0,1131.0,False,"Active search warranted (max EI: 11.88 cycles, max std: 249.07)."
18,12,ATTIA_CONT_da4c76e5863e,5.025552828091733,6.6868781348641875,3.6145916193695435,4.804292193953043,873.4053980405528,194.24230249672942,gp_ucb,1293.6157469502398,192.2074944528506,11.488852654816222,Stagnation detected (8 steps without improvement) with high epistemic variance (252.9); boosting exploration (beta=2.16).,658.0,1131.0,False,"Active search warranted (max EI: 11.49 cycles, max std: 252.90)."
18,13,ATTIA_CONT_2ddf05ea1101,5.5194,4.6727,5.6,3.8524695267754523,1026.491020330373,113.82509128745467,gp_ucb,1263.0720397184639,183.0097311599083,10.421370251807259,Stagnation detected (9 steps without improvement) with high epistemic variance (247.3); boosting exploration (beta=2.08).,845.0,1131.0,False,"Active search warranted (max EI: 10.42 cycles, max std: 247.31)."
18,14,ATTIA_CONT_eef71a8543de,5.533074910710247,4.498828429888793,4.515648657977365,4.787671978051288,1006.5498644354742,134.03067578865483,gp_ucb,1273.2675416287184,178.39112732054312,12.769892445826539,Stagnation detected (10 steps without improvement) with high epistemic variance (247.8); boosting exploration (beta=1.99).,904.0,1131.0,False,"Active search warranted (max EI: 12.77 cycles, max std: 247.77)."
18,15,ATTIA_CONT_5709555d2fae,4.2118,5.2952,5.6,4.376684665224139,1047.6946235207333,108.76579232847615,gp_ucb,1254.0632046097087,169.66190410937622,13.400064644738542,Stagnation detected (11 steps without improvement) with high epistemic variance (242.4); boosting exploration (beta=1.90).,1035.0,1131.0,False,"Active search warranted (max EI: 13.40 cycles, max std: 242.37)."
18,16,ATTIA_CONT_64183d4b8159,3.683092880775291,5.896962813869791,5.599441722880822,4.680457167123209,1023.4806519117043,104.15399880617439,gp_ucb,1210.957849762818,166.04854490844184,8.155213678410334,Stagnation detected (12 steps without improvement) with high epistemic variance (244.2); boosting exploration (beta=1.80).,927.0,1131.0,False,"Active search warranted (max EI: 8.16 cycles, max std: 244.19)."
18,17,ATTIA_CONT_ce6b81f50066,4.572,4.9517,5.6,4.271890449499879,1061.2985572334042,80.88332774834461,gp_ucb,1198.5621163534422,160.12433148058406,8.365043009006275,Stagnation detected (13 steps without improvement) with high epistemic variance (242.6); boosting exploration (beta=1.70).,1147.0,1147.0,False,"Active search warranted (max EI: 8.37 cycles, max std: 242.61)."
18,18,ATTIA_CONT_4074489ef180,4.8447,4.5389,5.6,4.38532871354301,1140.5377803977008,63.10443812146977,expected_improvement,22.07121969699568,154.275544412957,15.36723581159522,Balancing predicted mean (1140.5) and posterior epistemic uncertainty (241.1).,911.0,1147.0,False,"Active search warranted (max EI: 15.37 cycles, max std: 241.06)."
18,19,ATTIA_CONT_edce8a950273,4.3829,5.2699,5.6,4.222160892334725,1053.9078164809232,93.8543014492369,expected_improvement,7.939573951310662,151.79711942590887,7.3288414673717135,Balancing predicted mean (1050.9) and posterior epistemic uncertainty (244.8).,636.0,1147.0,False,"Active search warranted (max EI: 7.33 cycles, max std: 244.83)."
18,20,ATTIA_CONT_2a033e2fa543,4.204955345701376,4.8786572185911545,5.5012956115068,4.789985845644182,984.7515905962279,165.88685051647946,expected_improvement,14.406284250930263,135.58414822155862,14.406284250930263,Balancing predicted mean (984.8) and posterior epistemic uncertainty (226.0).,741.0,1147.0,False,"Active search warranted (max EI: 14.41 cycles, max std: 225.97)."
