benchmark_seed,strategy,step,query_id,candidate_id,C1,C2,C3,C4,trust_region_length,success_counter,failure_counter,expanded,contracted,restarted,global_escape,best_observed_lifetime,simulated_lifetime
2,turbo_nei,10,Q_S02_turbo_nei_ST10,ATTIA_CONT_1c80b40761ad,4.684571930552064,5.214591532904428,5.194376136472154,4.244821221922891,0.4,0,1,False,False,False,False,1354.0,1030.0
2,turbo_nei,11,Q_S02_turbo_nei_ST11,ATTIA_CONT_0419108a5551,4.2025127334579215,5.04204888548005,5.378594863526021,4.736503141378617,0.4,0,2,False,False,False,False,1354.0,932.0
2,turbo_nei,12,Q_S02_turbo_nei_ST12,ATTIA_CONT_703171df1216,4.649033761975138,5.755638715957669,5.041878718383855,4.06250661756263,0.4,0,3,False,False,False,False,1354.0,1020.0
2,turbo_nei,13,Q_S02_turbo_nei_ST13,ATTIA_CONT_61d762fba887,3.777394919707957,5.8672596071692285,5.485129743098617,4.632799472319713,0.4,0,4,False,False,False,False,1354.0,882.0
2,turbo_nei,14,Q_S02_turbo_nei_ST14,ATTIA_CONT_16dbca4f6ca4,3.955360688251629,5.6640801491893695,5.261168522845058,4.6753250437181215,0.2,0,0,False,True,False,False,1354.0,996.0
2,turbo_nei,15,Q_S02_turbo_nei_ST15,ATTIA_CONT_01f0c2544c4b,3.940025210282357,5.549384652901531,5.310780976427472,4.7386297865599785,0.2,0,1,False,False,False,False,1354.0,922.0
2,turbo_nei,16,Q_S02_turbo_nei_ST16,ATTIA_CONT_d894137a8408,3.963404350974226,5.5353663211574595,5.292985846011059,4.729492193406102,0.2,0,2,False,False,False,False,1354.0,906.0
2,turbo_nei,17,Q_S02_turbo_nei_ST17,ATTIA_CONT_4adae9d8c1c5,3.9450949426482986,5.551852405263569,5.3015013604780385,4.736908887115515,0.2,0,3,False,False,False,False,1354.0,503.0
2,turbo_nei,18,Q_S02_turbo_nei_ST18,ATTIA_CONT_8c917230532b,4.0621407779928855,5.34456826102615,5.36590115082922,4.679678791967838,0.2,0,4,False,False,False,False,1354.0,1217.0
2,turbo_nei,19,Q_S02_turbo_nei_ST19,ATTIA_CONT_fcfe686435a8,4.223802661450881,5.45741413198748,5.196965758668364,4.526465756694408,0.1,0,0,False,True,False,False,1354.0,854.0
2,turbo_nei,20,Q_S02_turbo_nei_ST20,ATTIA_CONT_cc1c68657857,3.9610487347458876,5.533769437559046,5.306983141572802,4.722877664322377,0.1,0,1,False,False,False,False,1354.0,1048.0
2,turbo_nei,21,Q_S02_turbo_nei_ST21,ATTIA_CONT_06412ce047c4,4.0363745149414845,5.655703637558678,5.360199695861623,4.500179051962522,0.1,0,2,False,False,False,False,1354.0,721.0
2,turbo_nei,22,Q_S02_turbo_nei_ST22,ATTIA_CONT_2f4d33711b98,3.825552369494869,5.6377406780546435,5.394386217423979,4.7805888461743145,0.1,0,3,False,False,False,False,1354.0,961.0
2,turbo_nei,23,Q_S02_turbo_nei_ST23,ATTIA_CONT_8934fc6222e1,4.008949597575297,5.36542509925373,5.400214727110643,4.709537158877256,0.1,0,4,False,False,False,False,1354.0,992.0
2,turbo_nei,24,Q_S02_turbo_nei_ST24,ATTIA_CONT_5edf5264a80e,4.008221191492733,5.446684398179884,5.464198718774727,4.6032309356554055,0.05,0,0,False,True,False,False,1354.0,1004.0
2,turbo_nei,25,Q_S02_turbo_nei_ST25,ATTIA_CONT_0e4dfb7a4c19,3.8539725171633696,5.541335230775903,5.396777278442311,4.805310154021147,0.05,0,1,False,False,False,False,1354.0,849.0
3,turbo_nei,1,Q_S03_turbo_nei_ST01,ATTIA_CONT_5a6cb6e3a818,7.153710586008579,4.476312119355149,4.877856966100664,3.771599586618709,0.8,0,1,False,False,False,False,906.0,598.0
3,turbo_nei,2,Q_S03_turbo_nei_ST02,ATTIA_CONT_082ea18ebc3d,5.20748586275939,5.2930132301181985,5.5834815365416945,3.6593300995430202,0.8,0,2,False,False,False,False,906.0,811.0
3,turbo_nei,3,Q_S03_turbo_nei_ST03,ATTIA_CONT_756898356b97,5.9929172919876885,5.345494022902267,5.57407522344246,3.3333968062586514,0.8,0,3,False,False,False,False,906.0,719.0
3,turbo_nei,4,Q_S03_turbo_nei_ST04,ATTIA_CONT_509d00987963,5.708412169791613,4.9127239312063145,5.595532751888539,3.624682721589056,0.8,0,4,False,False,False,False,906.0,755.0
3,turbo_nei,5,Q_S03_turbo_nei_ST05,ATTIA_CONT_bd8410c6967c,5.009896831889403,5.329722530089098,4.807989975428273,4.199664237449058,0.8,1,0,False,False,False,False,1006.0,1006.0
3,turbo_nei,6,Q_S03_turbo_nei_ST06,ATTIA_CONT_8c5670d4b24e,4.434442332037601,5.787078309583444,4.8672852966356634,4.35589906481974,0.8,0,1,False,False,False,False,1006.0,833.0
3,turbo_nei,7,Q_S03_turbo_nei_ST07,ATTIA_CONT_dd26f24d0226,5.029743347947102,5.113207797564573,4.898577265063866,4.258886105033589,0.8,0,2,False,False,False,False,1006.0,976.0
3,turbo_nei,8,Q_S03_turbo_nei_ST08,ATTIA_CONT_94f0a3ab75fb,4.759880414261307,4.868947576782783,4.8159854506279345,4.7569438290339505,0.8,1,0,False,False,False,False,1016.0,1016.0
3,turbo_nei,9,Q_S03_turbo_nei_ST09,ATTIA_CONT_3e4e3a81cd48,4.554273925795556,4.650595466984464,5.263201787952382,4.790769799605357,0.8,0,1,False,False,False,False,1016.0,869.0
3,turbo_nei,10,Q_S03_turbo_nei_ST10,ATTIA_CONT_7de65c581d48,4.815581974058571,4.940301444202756,4.662008500392076,4.790247260646664,0.8,1,0,False,False,False,False,1277.0,1277.0
3,turbo_nei,11,Q_S03_turbo_nei_ST11,ATTIA_CONT_95ed83a669c5,4.739476287877479,5.064583406727356,4.62539262164364,4.791748509048779,0.8,0,1,False,False,False,False,1277.0,967.0
3,turbo_nei,12,Q_S03_turbo_nei_ST12,ATTIA_CONT_0e30b0bf3174,5.1138656585114095,4.962865545304369,4.406679978227885,4.776419539242427,0.8,0,2,False,False,False,False,1277.0,999.0
3,turbo_nei,13,Q_S03_turbo_nei_ST13,ATTIA_CONT_d8aa5a251b92,4.992469042525776,4.862966114558217,4.5831895263589315,4.779951089355612,0.8,1,0,False,False,False,False,1312.0,1312.0
3,turbo_nei,14,Q_S03_turbo_nei_ST14,ATTIA_CONT_c10e6ef417bc,5.103035341734249,4.779207046420319,4.545153984927096,4.804983687297953,0.8,0,1,False,False,False,False,1312.0,1086.0
3,turbo_nei,15,Q_S03_turbo_nei_ST15,ATTIA_CONT_33c7a000970b,4.967811591702891,4.796131703715603,4.656475051382786,4.789699385102313,0.8,0,2,False,False,False,False,1312.0,1257.0
3,turbo_nei,16,Q_S03_turbo_nei_ST16,ATTIA_CONT_dd63180b61d5,5.3539960089819045,4.580034870282071,4.57633758812194,4.768656835435722,0.8,0,3,False,False,False,False,1312.0,958.0
3,turbo_nei,17,Q_S03_turbo_nei_ST17,ATTIA_CONT_d2849ebb128d,4.939652934696283,4.952790221331627,4.585018968780779,4.74198922961401,0.8,0,4,False,False,False,False,1312.0,800.0
3,turbo_nei,18,Q_S03_turbo_nei_ST18,ATTIA_CONT_7ebbbf187bac,5.000051918997658,6.2078380843372205,3.7931447381754215,4.793513634337781,0.4,0,0,False,True,False,False,1312.0,625.0
3,turbo_nei,19,Q_S03_turbo_nei_ST19,ATTIA_CONT_1283bc05204b,4.919468615973047,4.7298897849483446,4.745847295508069,4.809370983265422,0.4,0,1,False,False,False,False,1312.0,1094.0
3,turbo_nei,20,Q_S03_turbo_nei_ST20,ATTIA_CONT_632091f985e2,4.896843575361226,4.833501365428689,4.672137918346242,4.803165870668021,0.4,0,2,False,False,False,False,1312.0,945.0
3,turbo_nei,21,Q_S03_turbo_nei_ST21,ATTIA_CONT_bebee21a7d9d,5.025194613494484,4.7241912981662555,4.657290377102611,4.809021740369516,0.4,0,3,False,False,False,False,1312.0,762.0
3,turbo_nei,22,Q_S03_turbo_nei_ST22,ATTIA_CONT_7ad90173a039,4.725505509062774,4.927230775641636,4.749437910899029,4.802825451268363,0.4,0,4,False,False,False,False,1312.0,1224.0
3,turbo_nei,23,Q_S03_turbo_nei_ST23,ATTIA_CONT_28d1168eb81a,4.59157881102055,5.023373361505637,4.805473219355705,4.798974426320115,0.2,0,0,False,True,False,False,1312.0,1093.0
3,turbo_nei,24,Q_S03_turbo_nei_ST24,ATTIA_CONT_585a85436ffd,4.622250229343094,5.019389515637565,4.772373301973955,4.802572836268929,0.2,0,1,False,False,False,False,1312.0,1099.0
3,turbo_nei,25,Q_S03_turbo_nei_ST25,ATTIA_CONT_b95e02e07752,4.631365317357566,5.022482171903992,4.761590269726941,4.800867814034161,0.2,0,2,False,False,False,False,1312.0,893.0
4,turbo_nei,1,Q_S04_turbo_nei_ST01,ATTIA_CONT_7148355cbd05,4.716571307437058,5.503672692488686,5.391281848487719,3.934941007303587,0.8,1,0,False,False,False,False,1109.0,1109.0
4,turbo_nei,2,Q_S04_turbo_nei_ST02,ATTIA_CONT_949020411f96,4.707373606045961,5.566221588817777,5.407934909226735,3.901189114611699,0.8,2,0,False,False,False,False,1197.0,1197.0
4,turbo_nei,3,Q_S04_turbo_nei_ST03,ATTIA_CONT_deb9e1821a18,4.677283531597018,5.684686752320953,5.439033074500978,3.8496092423823534,0.8,0,1,False,False,False,False,1197.0,484.0
4,turbo_nei,4,Q_S04_turbo_nei_ST04,ATTIA_CONT_39321d3c2508,4.703980323301117,5.482774920041034,5.422547929902012,3.9378936936088262,0.8,0,2,False,False,False,False,1197.0,766.0
4,turbo_nei,5,Q_S04_turbo_nei_ST05,ATTIA_CONT_a7b602be5fea,4.722683511057745,5.469555353064042,5.368629231175925,3.9605245568072323,0.8,0,3,False,False,False,False,1197.0,549.0
4,turbo_nei,6,Q_S04_turbo_nei_ST06,ATTIA_CONT_a336b662f9cd,5.146855947285831,5.933505821838791,5.116875677549514,3.6353883183772457,0.8,0,4,False,False,False,False,1197.0,754.0
4,turbo_nei,7,Q_S04_turbo_nei_ST07,ATTIA_CONT_c02dca7a04d0,4.954949765118149,6.549881885081371,4.9455679657613265,3.6148168797331066,0.4,0,0,False,True,False,False,1197.0,780.0
4,turbo_nei,8,Q_S04_turbo_nei_ST08,ATTIA_CONT_2b0f8e9f8b9e,5.160506407374759,5.637718679261465,5.57207026948274,3.5371850736777573,0.4,0,1,False,False,False,False,1197.0,535.0
4,turbo_nei,9,Q_S04_turbo_nei_ST09,ATTIA_CONT_310a75df3ce6,5.149928752332766,5.5926211439342675,5.365931669999059,3.6497958329683517,0.4,0,2,False,False,False,False,1197.0,711.0
4,turbo_nei,10,Q_S04_turbo_nei_ST10,ATTIA_CONT_6eaa328570e5,4.662941079468368,5.565059363606791,5.429065787569452,3.921721582287868,0.4,0,3,False,False,False,False,1197.0,598.0
4,turbo_nei,11,Q_S04_turbo_nei_ST11,ATTIA_CONT_cd29b601119d,4.926485175631795,4.888355009847764,5.372933765006164,4.172525456926593,0.4,0,4,False,False,False,False,1197.0,1085.0
4,turbo_nei,12,Q_S04_turbo_nei_ST12,ATTIA_CONT_c546322ed6d3,4.795720696028118,5.6171978692335,5.202921085029421,3.927889143567455,0.2,0,0,False,True,False,False,1197.0,870.0
4,turbo_nei,13,Q_S04_turbo_nei_ST13,ATTIA_CONT_5ab992be228b,4.722807172330459,5.5518051773576556,5.407204991759097,3.8981061272117836,0.2,0,1,False,False,False,False,1197.0,736.0
4,turbo_nei,14,Q_S04_turbo_nei_ST14,ATTIA_CONT_47841fd9ec48,4.480448749848592,5.631325192839958,5.339571963935426,4.076933699385323,0.2,0,2,False,False,False,False,1197.0,776.0
4,turbo_nei,15,Q_S04_turbo_nei_ST15,ATTIA_CONT_b98abb628235,5.141110122630472,5.407142243713662,5.3424776561488745,3.749486769918769,0.2,0,3,False,False,False,False,1197.0,644.0
4,turbo_nei,16,Q_S04_turbo_nei_ST16,ATTIA_CONT_924a46e6d5ed,4.454648162796936,5.3910989291488205,5.4041916101740455,4.196105434651824,0.2,0,4,False,False,False,False,1197.0,996.0
4,turbo_nei,17,Q_S04_turbo_nei_ST17,ATTIA_CONT_1a73a2d4b43f,4.496186450566269,5.301643370690409,5.581532383225035,4.112863549461677,0.1,0,0,False,True,False,False,1197.0,1019.0
