benchmark_seed,strategy,step,query_id,candidate_id,C1,C2,C3,C4,simulator_seed,simulated_lifetime,reference_true_lifetime,is_off_grid,min_distance_to_grid,is_new_vs_observed,min_distance_to_observed
0,random,23,Q_S00_random_ST23,ATTIA_CONT_201bc349dfcd,6.801230059434342,6.281536547209541,5.425128471319432,2.9173489638955017,310693453,606.0,625.0,True,0.12861741040958186,True,0.3022035403090205
0,random,24,Q_S00_random_ST24,ATTIA_CONT_bc0d3e315473,7.898230471423428,4.9804379024591645,4.748253631948562,3.3860038389454807,12624869,548.0,685.0,True,0.06340989215652745,True,0.19707233568569585
0,random,25,Q_S00_random_ST25,ATTIA_CONT_605608678601,7.8404167407312695,5.108251332648777,5.381994338186949,3.084300185217079,1442121348,503.0,641.0,True,0.10160760046112252,True,0.24600687784682254
0,greedy,1,Q_S00_greedy_ST01,ATTIA_CONT_64e2bc65a0d6,7.0838,3.7934,5.2171,4.221670800755561,901936710,593.0,794.0,True,0.06059235855260596,True,0.11030232595102926
0,greedy,2,Q_S00_greedy_ST02,ATTIA_CONT_1d6dc4a8a1e9,7.1638,5.8806,5.1676,3.028664721009702,1190840688,772.0,618.0,True,0.0536801543371367,True,0.586530234355617
0,greedy,3,Q_S00_greedy_ST03,ATTIA_CONT_a0e0b8251d9f,4.5211,6.4665,4.1392,4.631506154405581,149565427,1096.0,948.0,True,0.1663954483971555,True,0.38534259526471865
0,greedy,4,Q_S00_greedy_ST04,ATTIA_CONT_9a22be85c3f3,6.3565,5.4976,4.4346,3.7227723336202994,1556287194,418.0,800.0,True,0.08815353083723051,True,0.3009399431126137
0,greedy,5,Q_S00_greedy_ST05,ATTIA_CONT_8f4c6c8e92a4,4.501335912179492,6.4431194905417275,4.119886368762344,4.6893845855747305,642699939,1072.0,957.0,True,0.1587020861361043,True,0.021182283649543766
0,greedy,6,Q_S00_greedy_ST06,ATTIA_CONT_886535cc60a4,4.5178,6.4629,4.1363,4.640470328760647,1001883475,856.0,949.0,True,0.16520870820508685,True,0.003197679312540443
0,greedy,7,Q_S00_greedy_ST07,ATTIA_CONT_f6eb5f79d678,4.505,6.4741,4.1194,4.669791402209985,1000036521,762.0,949.0,True,0.16584035899234045,True,0.011673728975976471
0,greedy,8,Q_S00_greedy_ST08,ATTIA_CONT_f2351f223cec,4.4949,6.4747,4.122,4.677028194061504,1179731652,823.0,883.0,True,0.16739847383950657,True,0.0043606040515380175
0,greedy,9,Q_S00_greedy_ST09,ATTIA_CONT_e91714f355f2,4.4916,6.4784,4.1164,4.685910377648909,879226495,907.0,883.0,True,0.16539590758053216,True,0.0054181116567724305
0,greedy,10,Q_S00_greedy_ST10,ATTIA_CONT_d3dc115e4d7f,4.4739,6.4949,4.1063,4.709882821781334,399054826,794.0,881.0,True,0.1586717802314934,True,0.012766237324014338
0,greedy,11,Q_S00_greedy_ST11,ATTIA_CONT_f49f9108a16b,4.4754,6.4934,4.1077,4.707170319587877,3884276,1164.0,882.0,True,0.15935644781017713,True,0.001480319464737943
0,greedy,12,Q_S00_greedy_ST12,ATTIA_CONT_5072187943d8,4.417,6.546,4.075,4.789925707029506,1376670563,876.0,877.0,True,0.13874898735550756,True,0.039694277037027256
0,greedy,13,Q_S00_greedy_ST13,ATTIA_CONT_960a07dd7aa2,4.4137,6.5372,4.0671,4.809543892795358,1172607495,870.0,879.0,True,0.14022592867310757,True,0.007713128512986019
0,greedy,14,Q_S00_greedy_ST14,ATTIA_CONT_bed23b7cc7dc,4.4007,6.5681,4.0801,4.790334397993762,379397744,879.0,874.0,True,0.1331934655424378,True,0.01090463592764659
0,greedy,15,Q_S00_greedy_ST15,ATTIA_CONT_569ddad3654b,4.4082,6.5773,4.0626,4.80082540936258,1970715973,801.0,872.0,True,0.12821662569999967,True,0.015104063652853076
0,greedy,16,Q_S00_greedy_ST16,ATTIA_CONT_6e9099eae563,4.3953,6.5464,4.0793,4.809501252728912,1965603949,1014.0,878.0,True,0.13918319752877667,True,0.008065782492060573
0,greedy,17,Q_S00_greedy_ST17,ATTIA_CONT_86b9d1aefb1d,4.4042,6.5854,4.0599,4.8050404948941345,1709421791,1033.0,871.0,True,0.12556896183394994,True,0.0040028263796592625
0,greedy,18,Q_S00_greedy_ST18,ATTIA_CONT_c563f3e762ef,4.455631880553874,6.681139788904046,4.083611722703272,4.665442274506297,1093074237,923.0,847.0,True,0.10345401039063093,True,0.0440550232492949
0,greedy,19,Q_S00_greedy_ST19,ATTIA_CONT_ccf574f926d2,4.535268953363116,6.7477631269841805,3.9983592873527116,4.661148534927804,518434913,1058.0,851.0,True,0.08030914880543463,True,0.0823843832744665
0,greedy,20,Q_S00_greedy_ST20,ATTIA_CONT_07153cd38482,4.4365,6.8829,3.9256,4.809896081024882,1184483871,953.0,786.0,True,0.05136973041387226,True,0.08324176963936814
0,greedy,21,Q_S00_greedy_ST21,ATTIA_CONT_c5b07e3293c2,4.5292,6.7585,3.8959,4.8099616733870585,872316352,554.0,855.0,True,0.09282565903959976,True,0.05719537273183055
0,greedy,22,Q_S00_greedy_ST22,ATTIA_CONT_efac187d8226,4.224648989538155,6.833028417710893,4.192719201614135,4.7220911214361525,1219912768,703.0,827.0,True,0.11526108133522718,True,0.1272704725160924
0,greedy,23,Q_S00_greedy_ST23,ATTIA_CONT_07dafd0c6bbe,4.38404168023256,6.515471286230937,4.116127793379409,4.789141487208793,617441489,537.0,884.0,True,0.15392604521932984,True,0.02986433925274244
0,greedy,24,Q_S00_greedy_ST24,ATTIA_CONT_e066b94bd892,4.513,6.4562,4.1244,4.664138758705654,45734659,776.0,952.0,True,0.16163775043891687,True,0.006733938503563205
0,greedy,25,Q_S00_greedy_ST25,ATTIA_CONT_b276f154153e,4.5172,6.5263,4.0704,4.693624111585335,1541028592,1117.0,939.0,True,0.1461491762396201,True,0.03253711867548382
0,gp_ucb,1,Q_S00_gp_ucb_ST01,ATTIA_CONT_f2443dd9518a,7.4448,3.6,5.3653,4.258023536804102,2094684999,751.0,856.0,True,0.13057715880209075,True,0.3346060433322557
0,gp_ucb,2,Q_S00_gp_ucb_ST02,ATTIA_CONT_1d6dc4a8a1e9,7.1638,5.8806,5.1676,3.028664721009702,1190840688,772.0,618.0,True,0.0536801543371367,True,0.5170913657507828
0,gp_ucb,3,Q_S00_gp_ucb_ST03,ATTIA_CONT_a0e0b8251d9f,4.5211,6.4665,4.1392,4.631506154405581,149565427,1096.0,948.0,True,0.1663954483971555,True,0.3351985705046243
0,gp_ucb,4,Q_S00_gp_ucb_ST04,ATTIA_CONT_9a22be85c3f3,6.3565,5.4976,4.4346,3.7227723336202994,1556287194,418.0,800.0,True,0.08815353083723051,True,0.27600864582206036
0,gp_ucb,5,Q_S00_gp_ucb_ST05,ATTIA_CONT_49008c769395,4.5146,6.4452,4.1255,4.666776248194512,1372291732,1019.0,955.0,True,0.15902970011232428,True,0.013587579735804245
0,gp_ucb,6,Q_S00_gp_ucb_ST06,ATTIA_CONT_8d16ea3df725,6.8742,4.1143,5.1548,3.9870309651867526,234585404,596.0,806.0,True,0.049581713125065284,True,0.06801586322577324
0,gp_ucb,7,Q_S00_gp_ucb_ST07,ATTIA_CONT_56cfbddaf38e,4.5145,6.4962,4.1227,4.644051438241469,735894919,796.0,943.0,True,0.16247237079176566,True,0.01700497353420984
0,gp_ucb,8,Q_S00_gp_ucb_ST08,ATTIA_CONT_4b3823d09504,4.4942,6.4777,4.1225,4.675578337077677,677832464,1089.0,882.0,True,0.16675818768936965,True,0.009234644020884121
0,gp_ucb,9,Q_S00_gp_ucb_ST09,ATTIA_CONT_5e2111e5c18e,4.4737,6.5106,4.0905,4.7227699913423615,560444656,1161.0,879.0,True,0.15181300103659456,True,0.02893698361086161
0,gp_ucb,10,Q_S00_gp_ucb_ST10,ATTIA_CONT_50aad16c6a6c,4.4357,6.6076,4.022,4.80962605955671,878028609,875.0,866.0,True,0.11621835710234128,True,0.06444955285964157
0,gp_ucb,11,Q_S00_gp_ucb_ST11,ATTIA_CONT_37b20f1160f7,4.4038,6.6031,4.0542,4.8041143516410685,1897977572,937.0,868.0,True,0.11984275013742875,True,0.026203124826522976
0,gp_ucb,12,Q_S00_gp_ucb_ST12,ATTIA_CONT_8ffe3b531fcc,4.3861,6.6571,4.0471,4.8068999333184035,153969149,787.0,859.0,True,0.1036141790457108,True,0.019598321515015154
0,gp_ucb,13,Q_S00_gp_ucb_ST13,ATTIA_CONT_38c7926548da,4.4531,6.4708,4.0776,4.784964351132234,1130006428,782.0,889.0,True,0.16086356931515605,True,0.017523457062389794
0,gp_ucb,14,Q_S00_gp_ucb_ST14,ATTIA_CONT_0cd8336be22a,4.4117,6.542,4.0898,4.777964294410386,740444575,872.0,878.0,True,0.14201674374857118,True,0.02272979160245924
0,gp_ucb,15,Q_S00_gp_ucb_ST15,ATTIA_CONT_7349463dcaf3,4.4234,6.5541,4.0772,4.775086717677965,961239362,908.0,875.0,True,0.1368129894999505,True,0.010875652413748839
0,gp_ucb,16,Q_S00_gp_ucb_ST16,ATTIA_CONT_67274de47d77,4.3856,6.5611,4.0836,4.807254847293047,464349019,994.0,876.0,True,0.13572664894983288,True,0.011539061727010106
0,gp_ucb,17,Q_S00_gp_ucb_ST17,ATTIA_CONT_615710608d11,4.393,6.5921,4.0635,4.809809030186354,1224356063,1112.0,870.0,True,0.12411098071185342,True,0.008563967808101366
0,gp_ucb,18,Q_S00_gp_ucb_ST18,ATTIA_CONT_92d52b7a724e,4.2868749807730415,6.881468825004261,4.121882115783035,4.7139182924960386,252988960,845.0,818.0,True,0.07476760850876311,True,0.09766122024033298
0,gp_ucb,19,Q_S00_gp_ucb_ST19,ATTIA_CONT_1a4a078c8f31,4.5613,6.4861,3.968,4.809875086183001,1887318701,636.0,905.0,True,0.1537519157615477,True,0.06759305027404312
0,gp_ucb,20,Q_S00_gp_ucb_ST20,ATTIA_CONT_fb741ccaae93,4.2444,6.6512,4.1761,4.809493661844983,2006593944,826.0,861.0,True,0.13974167344647337,True,0.08130605580663498
0,gp_ucb,21,Q_S00_gp_ucb_ST21,ATTIA_CONT_9b6a46bc9387,4.282795853216804,6.722836252648731,4.152468910320821,4.755707195483964,2059530393,961.0,847.0,True,0.11474556507217168,True,0.03010847375140269
0,gp_ucb,22,Q_S00_gp_ucb_ST22,ATTIA_CONT_efac187d8226,4.224648989538155,6.833028417710893,4.192719201614135,4.7220911214361525,1219912768,703.0,827.0,True,0.11526108133522718,True,0.047827777102656864
0,gp_ucb,23,Q_S00_gp_ucb_ST23,ATTIA_CONT_7cffae6ccb03,4.379,6.4967,4.1128,4.809934567180426,113712850,817.0,888.0,True,0.15848168876253413,True,0.023762036331423854
0,gp_ucb,24,Q_S00_gp_ucb_ST24,ATTIA_CONT_d87c234f5dc5,4.5105,6.4571,4.1312,4.657667933120164,84841436,1047.0,952.0,True,0.16342224992221463,True,0.005604706179646386
0,gp_ucb,25,Q_S00_gp_ucb_ST25,ATTIA_CONT_881e5b9c5a27,4.4477,6.3972,4.0937,4.809962165945388,585486061,837.0,904.0,True,0.1491763160286877,True,0.025271186689216303
0,expected_improvement,1,Q_S00_expected_improvement_ST01,ATTIA_CONT_2fb2cd8ea1a1,7.5125,3.6,5.3174,4.266534871305199,1835124193,1235.0,852.0,True,0.12538469901839655,True,0.316843869046051
0,expected_improvement,2,Q_S00_expected_improvement_ST02,ATTIA_CONT_8119b92ded22,8.0,3.6,5.6,3.9685039370078754,168945986,968.0,711.0,False,0.0,True,0.3455767064642274
0,expected_improvement,3,Q_S00_expected_improvement_ST03,ATTIA_CONT_cf5e31a00eaf,7.7493,3.6,5.1382,4.312371686417126,555805111,944.0,775.0,True,0.06481681577675674,True,0.16317830889498536
0,expected_improvement,4,Q_S00_expected_improvement_ST04,ATTIA_CONT_34b43514f5b7,6.903,3.6,5.4336,4.412070498759244,1653661223,848.0,801.0,True,0.08607114537471697,True,0.19504118946114915
0,expected_improvement,5,Q_S00_expected_improvement_ST05,ATTIA_CONT_30212558c23e,8.0,3.6,5.2765,4.148758074291675,459105786,715.0,777.0,True,0.03825000000000012,True,0.13465562500571282
0,expected_improvement,6,Q_S00_expected_improvement_ST06,ATTIA_CONT_e8f9d49080e3,7.2431,3.6,5.3005,4.370024353543336,1660471348,803.0,902.0,True,0.07468349884680026,True,0.07614701606468609
0,expected_improvement,7,Q_S00_expected_improvement_ST07,ATTIA_CONT_292b8eddd7ef,7.4044,3.6,5.3366,4.289719104750162,1466951775,1048.0,868.0,True,0.11450838830293385,True,0.03402451231497045
0,expected_improvement,8,Q_S00_expected_improvement_ST08,ATTIA_CONT_a19dab738b6f,7.4281,3.6,5.4012,4.2411053922112565,614852633,605.0,853.0,True,0.13909265068725432,True,0.05423438075202536
0,expected_improvement,9,Q_S00_expected_improvement_ST09,ATTIA_CONT_f01e9262e19b,7.0086,5.5705,4.3609,3.548314812270958,1900285528,884.0,688.0,True,0.021477986167292355,True,0.18191609458945338
0,expected_improvement,10,Q_S00_expected_improvement_ST10,ATTIA_CONT_a7c613d88118,6.9937,4.0884,5.1987,3.9463725913981413,1908998630,810.0,783.0,True,0.026047506661977974,True,0.036889804244236386
0,expected_improvement,11,Q_S00_expected_improvement_ST11,ATTIA_CONT_e11afc815347,7.5017,3.6,5.3187,4.269188214413917,1527268361,864.0,854.0,True,0.1278592390091541,True,0.0031781618482451643
0,expected_improvement,12,Q_S00_expected_improvement_ST12,ATTIA_CONT_dc4666f198aa,5.0042,6.7944,3.9909,4.241761488960554,1198839340,791.0,758.0,True,0.07521731543682285,True,0.4967232469421442
0,expected_improvement,13,Q_S00_expected_improvement_ST13,ATTIA_CONT_dcf12981de85,5.0451,5.7364,4.3478,4.3328595263376695,379748483,1009.0,840.0,True,0.05941376630207431,True,0.1999312068470121
0,expected_improvement,14,Q_S00_expected_improvement_ST14,ATTIA_CONT_a69f298eeb14,7.5073,3.6,5.318,4.267827387657271,1096645854,949.0,853.0,True,0.1265697815730042,True,0.0014917971335347679
0,expected_improvement,15,Q_S00_expected_improvement_ST15,ATTIA_CONT_1da875fd1f60,7.4545,3.6677,5.3436,4.177179530125264,1475976339,738.0,855.0,True,0.12736431722996241,True,0.025724617491056753
0,expected_improvement,16,Q_S00_expected_improvement_ST16,ATTIA_CONT_c09eee686b91,4.9983,5.6879,4.3388,4.405771058830993,483406625,594.0,855.0,True,0.06029822202910111,True,0.0207557650171168
0,expected_improvement,17,Q_S00_expected_improvement_ST17,ATTIA_CONT_7fde809e9198,5.2889,6.4957,3.8166,4.380263007594704,1911466936,1259.0,855.0,True,0.1734157962744722,True,0.16349720380978489
0,expected_improvement,18,Q_S00_expected_improvement_ST18,ATTIA_CONT_7a0598eddd51,4.6368,6.7598,3.9223,4.655893728333682,602441720,821.0,846.0,True,0.08874719689998846,True,0.1096005410048437
0,expected_improvement,19,Q_S00_expected_improvement_ST19,ATTIA_CONT_99d94c931f9f,7.1223,6.9405,4.1421,3.252836692007384,320298452,708.0,601.0,True,0.0782747711168065,True,0.3297735374423111
0,expected_improvement,20,Q_S00_expected_improvement_ST20,ATTIA_CONT_e390bd57b2b8,7.3083,6.7469,3.9728,3.3718312201035783,310917419,577.0,663.0,True,0.1031309791363927,True,0.12263838278446099
0,expected_improvement,21,Q_S00_expected_improvement_ST21,ATTIA_CONT_0b3a6591f8bd,5.2737,6.4965,3.8154,4.391967527831623,1023343565,1022.0,857.0,True,0.17356394095648464,True,0.0042822039180124205
0,expected_improvement,22,Q_S00_expected_improvement_ST22,ATTIA_CONT_d2bb276ec0ce,6.1385,5.7348,4.317,3.7819945729303672,826282201,817.0,809.0,True,0.06545959037225575,True,0.2478717880732926
0,expected_improvement,23,Q_S00_expected_improvement_ST23,ATTIA_CONT_2dec788657ba,7.4085,3.6,5.3357,4.288925502168301,760365901,840.0,867.0,True,0.1149915514323832,True,0.0012455525722235088
0,expected_improvement,24,Q_S00_expected_improvement_ST24,ATTIA_CONT_7c0c0d5c1adf,5.352653846823253,6.45179832493989,3.8162798068041437,4.357691913768757,508579598,796.0,855.0,True,0.1652257354830458,True,0.02205388299324152
0,expected_improvement,25,Q_S00_expected_improvement_ST25,ATTIA_CONT_151c0f77de8c,7.478,4.0966,4.1602,4.648356225291967,482212966,603.0,948.0,True,0.1459377440916569,True,0.47362992344311944
0,nei,1,Q_S00_nei_ST01,ATTIA_CONT_ffbd2134817c,7.614072527136489,3.6411917208525026,5.15000393335959,4.288392612862415,1991186675,865.0,857.0,True,0.09200468786661928,True,0.3031060798007766
0,nei,2,Q_S00_nei_ST02,ATTIA_CONT_b824593ae205,6.742509652182488,4.2390081719051524,5.204964761951609,3.891170101115305,924731053,938.0,809.0,True,0.07531857994975048,True,0.12931973949185116
0,nei,3,Q_S00_nei_ST03,ATTIA_CONT_eac9a66cc94c,6.731502817089073,3.986821608820352,5.186310574809712,4.147029970978268,157080170,653.0,843.0,True,0.06152697417647095,True,0.08543431730983847
0,nei,4,Q_S00_nei_ST04,ATTIA_CONT_421191770382,7.802519295183782,6.090278305057129,5.13206857239182,2.889168979679116,2060755308,606.0,613.0,True,0.06223418600579454,True,0.6915103674467901
0,nei,5,Q_S00_nei_ST05,ATTIA_CONT_37586fcbc0cd,6.755680760881468,4.910142731191705,5.149169086895903,3.4789433168595782,131562067,696.0,743.0,True,0.06912767279851241,True,0.2826914548673061
0,nei,6,Q_S00_nei_ST06,ATTIA_CONT_5f513cf36e6c,4.236921257506664,6.929247333486305,4.774061410553886,4.1062395439395285,685546549,509.0,755.0,True,0.04444023332020028,True,0.5527113186369564
0,nei,7,Q_S00_nei_ST07,ATTIA_CONT_df3262dd51ce,7.221729792070324,3.876394856724847,5.0662858703584925,4.175235609431595,10581013,865.0,852.0,True,0.09127421019140546,True,0.16745504529653668
0,nei,8,Q_S00_nei_ST08,ATTIA_CONT_fee8eea60d18,7.896421451930456,3.897620030954797,5.325102466904545,3.8118900865247136,1823643265,932.0,739.0,True,0.0733043893398373,True,0.2442724563550192
0,nei,9,Q_S00_nei_ST09,ATTIA_CONT_a7b4d876014a,7.58024600510252,3.861213835030806,5.2885788375643354,3.947282264199801,1016909616,773.0,791.0,True,0.11282145431081034,True,0.09563483437376298
0,nei,10,Q_S00_nei_ST10,ATTIA_CONT_3820bbab8a36,6.808992685255194,3.6851283126080085,5.465528831703939,4.3076924775397485,891553493,762.0,810.0,True,0.08385705490050487,True,0.2896059658002571
0,nei,11,Q_S00_nei_ST11,ATTIA_CONT_f3a06b3f95de,7.834584697608262,3.9436674880901776,5.027661357666068,3.949081460715241,445679500,587.0,731.0,True,0.09546204087056125,True,0.1589869916207221
0,nei,12,Q_S00_nei_ST12,ATTIA_CONT_e6ebc7a29330,7.101712258415448,4.00514014150826,5.333910192763414,3.91598878985942,1639034814,732.0,756.0,True,0.07084941406184801,True,0.12872110858875577
0,nei,13,Q_S00_nei_ST13,ATTIA_CONT_d2536a84e5c1,7.89659710641334,4.600540388004893,5.4595508010462535,3.2662074883637184,1651269009,694.0,674.0,True,0.094473856741625,True,0.24824028387012806
0,nei,14,Q_S00_nei_ST14,ATTIA_CONT_b5c212c00a0f,7.648761271185387,6.529861703558129,4.457946066560609,3.0756733291178304,846009040,742.0,627.0,True,0.16227146316036206,True,0.2456656619083709
0,nei,15,Q_S00_nei_ST15,ATTIA_CONT_b2c62f80f4ad,5.694080623853614,5.544284382157226,3.755698600778354,4.737441951411403,402569635,792.0,921.0,True,0.1056554187974986,True,0.7140594298432735
0,nei,16,Q_S00_nei_ST16,ATTIA_CONT_9bc9d1c998b3,7.458491968799802,4.753209497956537,4.808550824318824,3.559847036589059,881163319,567.0,762.0,True,0.10519446883926746,True,0.2807906869801413
0,nei,17,Q_S00_nei_ST17,ATTIA_CONT_b374fef854ee,7.1379697949926815,3.996345602472331,5.195488825792504,3.991471080605559,236691200,558.0,743.0,True,0.03145616063252117,True,0.03780855180925383
0,nei,18,Q_S00_nei_ST18,ATTIA_CONT_4e0ba1006fa1,6.038537491152681,6.724141092195932,4.4600183062354635,3.3921519405490397,261565137,894.0,703.0,True,0.08694909304184523,True,0.3199987485973885
0,nei,19,Q_S00_nei_ST19,ATTIA_CONT_e24af560fe31,6.163574171525587,5.227248671572321,3.7786510038278083,4.648138907822303,1436470748,986.0,1025.0,True,0.11702617181394545,True,0.16104341249616175
0,nei,20,Q_S00_nei_ST20,ATTIA_CONT_c09007b6620c,6.3637800977001024,5.479750032968113,5.132917341349725,3.345791198755124,57111769,660.0,723.0,True,0.09597617226549819,True,0.20388295565748907
0,nei,21,Q_S00_nei_ST21,ATTIA_CONT_ef0a0652b047,6.206132209666169,5.9749012110930515,4.742610307160833,3.4015774948151636,1844959025,678.0,721.0,True,0.055431441360552114,True,0.16916365624213095
0,nei,22,Q_S00_nei_ST22,ATTIA_CONT_99d5fc6252bd,7.8248236778895315,3.869858534820139,5.46811172444953,3.7843086287724876,2040467274,652.0,733.0,True,0.08601633321172536,True,0.08631102267344688
0,nei,23,Q_S00_nei_ST23,ATTIA_CONT_1b65756c7dab,7.045187202916386,5.793355094345497,4.666342996500511,3.2842843401969004,696475241,609.0,658.0,True,0.08834940590212462,True,0.16820781400519225
0,nei,24,Q_S00_nei_ST24,ATTIA_CONT_aeb0ff9d4ee4,7.348157622482075,5.745772352662605,4.7178449415958275,3.212927698784325,1137193645,515.0,688.0,True,0.09892725631011236,True,0.08926091163517262
0,nei,25,Q_S00_nei_ST25,ATTIA_CONT_b96e9779e315,6.043866152304215,4.233135466256834,4.5082949384262605,4.765729514899249,645425750,1033.0,1096.0,True,0.07375616447821423,True,0.44461922817870814
0,turbo_nei,1,Q_S00_turbo_nei_ST01,ATTIA_CONT_0185e82702b6,7.682985328800717,3.6923197023050416,5.422919262512434,4.033223798325869,1846950179,925.0,803.0,True,0.11733585274838285,True,0.4126940562626782
0,turbo_nei,2,Q_S00_turbo_nei_ST02,ATTIA_CONT_11c1c0f3d602,6.528775623707859,3.706035201521728,5.104649508728812,4.663411706784434,1130174078,730.0,886.0,True,0.12130620947951695,True,0.21335018153696764
0,turbo_nei,3,Q_S00_turbo_nei_ST03,ATTIA_CONT_9107135b412e,7.994235200257892,3.6666372936375926,5.4863173078393705,3.94879041828433,1881790126,847.0,722.0,True,0.060139704009349926,True,0.11381316222461517
0,turbo_nei,4,Q_S00_turbo_nei_ST04,ATTIA_CONT_6a01f78e5404,7.1336646599698765,4.103765083476806,5.176005218398266,3.9020571817953087,1193050287,950.0,763.0,True,0.04470121329712214,True,0.062036115469027237
0,turbo_nei,5,Q_S00_turbo_nei_ST05,ATTIA_CONT_dd8d63c617c4,6.921739506761823,4.014944898179216,5.202722658941482,4.039024999582475,1393423857,776.0,837.0,True,0.018372067648924836,True,0.022834327165334952
0,turbo_nei,6,Q_S00_turbo_nei_ST06,ATTIA_CONT_2d32ad5f3952,7.922607750212379,3.8346298057944654,5.209489846374018,3.9312267307096818,1069425061,1168.0,753.0,True,0.05193819308577395,True,0.2162523620540764
