Potential vs. RHE [V],Current density [A/cm^2],Standard deviation [A/cm^2]
-0.8428058624267578,-7.955059627793768,0.29272938628246475
-0.8387069702148438,-8.005098570400586,0.2531652624710927
-0.8346080780029297,-7.964635160416876,0.2457895926037938
-0.8305091857910156,-7.972286029163979,0.2535657162501689
-0.8264102935791016,-7.994917145092319,0.26786946393238203
-0.8223114013671875,-7.950890264594027,0.2568672172618586
-0.8182125091552734,-8.004914586689381,0.26496257342825386
-0.8141136169433594,-7.933575069296803,0.20965661803022162
-0.8100147247314453,-7.9819209743876485,0.26619861460321964
-0.8059158325195312,-7.958201906140185,0.2540479306634025
-0.8018169403076172,-7.962568653972855,0.2827263477264862
-0.7977180480957031,-7.958760878689984,0.23665406218948923
-0.7936191558837891,-7.930387414781467,0.25658112190126664
-0.789520263671875,-7.965194770519095,0.2700521920298033
-0.7854213714599609,-7.924677668196014,0.23290044975345872
-0.7813224792480469,-7.919036507163882,0.25641195881526
-0.7772235870361328,-7.922711166724894,0.21220675179531223
-0.7731246948242188,-7.896392399505235,0.29264949020880254
-0.7690258026123047,-7.93593167361549,0.217609897276119
-0.7649269104003906,-7.848764700453574,0.24141366629628183
-0.7608280181884766,-7.915393850993748,0.2138767420010396
-0.7567291259765625,-7.8616289866411835,0.2620707010324111
-0.7526302337646484,-7.850830732321974,0.2561689476371229
-0.7485313415527344,-7.837775463978379,0.21312389040589433
-0.7444324493408203,-7.818899842762949,0.23859971249267345
-0.7403335571289062,-7.832743228571059,0.21725275955638987
-0.7362346649169922,-7.766099579537687,0.23951146108188
-0.7321357727050781,-7.788990294464877,0.22370515323975884
-0.7280368804931641,-7.727310372732195,0.21116308785078525
-0.72393798828125,-7.737203218992093,0.23459074312980116
-0.7198390960693359,-7.7095544758773835,0.19810063335692632
-0.7157402038574219,-7.680461756347128,0.2021102530110638
-0.7116413116455078,-7.663950445285594,0.1841614115325724
-0.7075424194335938,-7.648980693127439,0.19827170826840304
-0.7034435272216797,-7.589797220898892,0.17889992125162812
-0.6993446350097656,-7.581664134679536,0.1610612561672894
-0.6952457427978516,-7.513208003600485,0.18748319203472522
-0.6911468505859375,-7.538625549435345,0.14929355292239163
-0.6870479583740234,-7.4744640647384735,0.19664009855117093
-0.6829490661621094,-7.469576353257352,0.12747956967345092
-0.6788501739501953,-7.412279292333634,0.1957466871966994
-0.6747512817382812,-7.35689207379086,0.1288760857795509
-0.6706523895263672,-7.353643940637944,0.1482309508002028
-0.6665534973144531,-7.294247680108543,0.15070485853387844
-0.6624546051025391,-7.28901373815556,0.11046076338950424
-0.658355712890625,-7.2081801876192175,0.14457544153075175
-0.6542568206787109,-7.211817017435588,0.12876311239983784
-0.6501579284667969,-7.119798308306055,0.11070845754827235
-0.6460590362548828,-7.099929787495881,0.13768538632034438
-0.6419601440429688,-7.039887347568194,0.09224952123487389
-0.6378612518310547,-6.984489847401594,0.11260912441680244
-0.6337623596191406,-6.962025581869798,0.0982519280960257
-0.6296634674072266,-6.83353640005438,0.09153516025366876
-0.6255645751953125,-6.833768592800002,0.09209978097025753
-0.6214656829833984,-6.702205748617946,0.06618040516420698
-0.6173667907714844,-6.6933551646616,0.09581199387017408
-0.6132678985595703,-6.6212700590817795,0.06999863289221075
-0.6091690063476562,-6.570647320644006,0.09831513232839771
-0.6050701141357422,-6.472900783436862,0.07968965230114493
-0.6009712219238281,-6.378868739378959,0.08611008825770335
-0.5968723297119141,-6.317276641471842,0.08680016927939281
-0.5927734375,-6.2328597207336385,0.07338347764563125
-0.5886745452880859,-6.164618718460514,0.08843140641211064
-0.5845756530761719,-6.102790203436853,0.08694325538721445
-0.5804767608642578,-6.002308285277529,0.08942475822275543
-0.5763778686523438,-5.888934409572482,0.0994902515536814
-0.5722789764404297,-5.777464171071468,0.08575540526586353
-0.5681800842285156,-5.749412187609053,0.0932205768357848
-0.5640811920166016,-5.648164508784828,0.0828445945195162
-0.5599822998046875,-5.533026652557507,0.08868041362354755
-0.5558834075927734,-5.438348924780931,0.08899825568706737
-0.5517845153808594,-5.341204356249304,0.10862045267663775
-0.5476856231689453,-5.245838413868774,0.0702172934792097
-0.5435867309570312,-5.0993796818516435,0.13848970045362738
-0.5394878387451172,-5.076111335816155,0.07031388254471806
-0.5353889465332031,-4.952636745858139,0.109762806500874
-0.5312900543212891,-4.836389525335011,0.08954453283167484
-0.527191162109375,-4.718750364495204,0.1229575325845998
-0.5230922698974609,-4.619268981939274,0.09099912431243176
-0.5189933776855469,-4.5576824252231365,0.09453087590859777
-0.5148944854736328,-4.402488469307642,0.07581787145238823
-0.5107955932617188,-4.342218092020665,0.10308819338783665
-0.5066967010498047,-4.209973521521575,0.1036890600892555
-0.5025978088378906,-4.089344691031922,0.10723394654124223
-0.49849891662597656,-4.0236085855592245,0.11190277562358338
-0.4944000244140625,-3.8830123170838338,0.07544876407600919
-0.49030113220214844,-3.819468250835493,0.10416489879250893
-0.4862022399902344,-3.688035595741969,0.08795041422740359
-0.4821033477783203,-3.6153088640142665,0.1250163133239101
-0.47800445556640625,-3.502211264827393,0.07896780897177191
-0.4739055633544922,-3.4319895923606487,0.10013926423827849
-0.4698066711425781,-3.3240641809323264,0.06748614844842052
-0.46570777893066406,-3.2176143558679673,0.10736929338889331
-0.46160888671875,-3.1479969109197516,0.10151004404152209
-0.45750999450683594,-3.0305891313207236,0.10726917308396319
-0.4534111022949219,-2.978629941083746,0.08118176415267334
-0.4493122100830078,-2.8575614992149916,0.07117995812594599
-0.44521331787109375,-2.7914576853085493,0.07035313762801981
-0.4411144256591797,-2.689999623321931,0.09094791503606303
-0.4370155334472656,-2.6186033480186595,0.09414158665782259
-0.43291664123535156,-2.558455344277127,0.07873438891186331
-0.4288177490234375,-2.4806663043955024,0.08049970804676757
-0.42471885681152344,-2.4009668468904377,0.0639223855449169
-0.4206199645996094,-2.3046755650083663,0.08247706869547552
