Potential vs. RHE [V],Current density [A/cm^2],Standard deviation [A/cm^2]
-0.8432464599609375,-7.9223018573761115,0.2510328636383066
-0.8391475677490234,-7.831636132947821,0.24295667656827877
-0.8350486755371094,-7.9157997647545875,0.27935426750417397
-0.8309497833251953,-7.865597300883937,0.20558308434699635
-0.8268508911132812,-7.902373385459522,0.3126035793680978
-0.8227519989013672,-7.861316937495087,0.21088080801883954
-0.8186531066894531,-7.871130360476509,0.2727941899209394
-0.8145542144775391,-7.9012039713542634,0.2383615947751442
-0.810455322265625,-7.8406001772995095,0.26406691612915334
-0.8063564300537109,-7.8782931123220905,0.24839258125463726
-0.8022575378417969,-7.839194327553369,0.22518747921273832
-0.7981586456298828,-7.852965197679687,0.2667513293648263
-0.7940597534179688,-7.818310655538664,0.2298765844976322
-0.7899608612060547,-7.840374961551561,0.2572917471225062
-0.7858619689941406,-7.806615688896225,0.22163155775664817
-0.7817630767822266,-7.811307218766033,0.24845631737443716
-0.7776641845703125,-7.799118150716218,0.23992552699478256
-0.7735652923583984,-7.8049801104632515,0.2386200468195894
-0.7694664001464844,-7.745551637899697,0.24056103678299795
-0.7653675079345703,-7.777013709416827,0.2103073204391365
-0.7612686157226562,-7.741651902895538,0.2294798289742173
-0.7571697235107422,-7.74041055010107,0.24525041496118063
-0.7530708312988281,-7.695928610374584,0.2109536268292933
-0.7489719390869141,-7.705112214133412,0.24365655085509058
-0.744873046875,-7.669190666365364,0.19507599115596885
-0.7407741546630859,-7.635709334115366,0.24122253442935324
-0.7366752624511719,-7.640306807371455,0.22868470092552542
-0.7325763702392578,-7.597230430060923,0.1985616551898408
-0.7284774780273438,-7.592925584139512,0.21520710000690613
-0.7243785858154297,-7.562763596524097,0.2128800883015704
-0.7202796936035156,-7.53574661039259,0.2347721390096281
-0.7161808013916016,-7.506709337414296,0.20528905307792228
-0.7120819091796875,-7.463527685299113,0.21134540256799023
-0.7079830169677734,-7.4655919986434425,0.20461619597454264
-0.7038841247558594,-7.3762763209997075,0.2170474385699639
-0.6997852325439453,-7.383224026124125,0.21500163957267318
-0.6956863403320312,-7.32822280971126,0.21681457748613792
-0.6915874481201172,-7.280895629607894,0.20289276823552946
-0.6874885559082031,-7.252132233920288,0.21916728565112253
-0.6833896636962891,-7.207005364876774,0.19454935133446724
-0.679290771484375,-7.159950798795769,0.21065229930232332
-0.6751918792724609,-7.081699879079163,0.19166362577190302
-0.6710929870605469,-7.06641960262369,0.2243936393846526
-0.6669940948486328,-6.995512450702681,0.18618760397948694
-0.6628952026367188,-6.950168288348732,0.20269100973892562
-0.6587963104248047,-6.887531070176803,0.18563487076517907
-0.6546974182128906,-6.8094812942204115,0.21031093443865445
-0.6505985260009766,-6.754763034178898,0.18189704697502554
-0.6464996337890625,-6.696497651298242,0.20201761267254878
-0.6424007415771484,-6.655193415318043,0.22797556342564052
-0.6383018493652344,-6.550945441451593,0.18621366427626312
-0.6342029571533203,-6.465483336681309,0.1806662580430834
-0.6301040649414062,-6.390684528061201,0.17177324297350563
-0.6260051727294922,-6.31205745789632,0.1904918361171281
-0.6219062805175781,-6.250239951054609,0.22103356690133516
-0.6178073883056641,-6.184751250868071,0.19911458829714743
-0.61370849609375,-6.083783561951496,0.18844111479955672
-0.6096096038818359,-5.965332491684557,0.1848164340273755
-0.6055107116699219,-5.929034689592757,0.20442945690533243
-0.6014118194580078,-5.846772176009584,0.22450091970773298
-0.5973129272460938,-5.734734560055661,0.15787198751642603
-0.5932140350341797,-5.6545861698045705,0.20376651988623143
-0.5891151428222656,-5.5526068669593505,0.18240915173030206
-0.5850162506103516,-5.479557983244159,0.20668217451390822
-0.5809173583984375,-5.33784171028601,0.17068961326418414
-0.5768184661865234,-5.291882178237379,0.20243518890137244
