Potential vs. RHE [V],Current density [A/cm^2],Standard deviation [A/cm^2]
-0.8469028472900391,-7.966403835572202,0.10777858627961534
-0.842803955078125,-7.953056685876533,0.10233548746280056
-0.8387050628662109,-7.948953349507394,0.0930589368466199
-0.8346061706542969,-7.949087385648203,0.10928563313331559
-0.8305072784423828,-7.929929056323928,0.11457446434296727
-0.8264083862304688,-7.961821586633036,0.099311851253385
-0.8223094940185547,-7.945114382182766,0.12036838792778703
-0.8182106018066406,-7.975936772700476,0.08537271939550137
-0.8141117095947266,-7.9417897415995,0.13590081757740505
-0.8100128173828125,-7.9164440678530035,0.09837322935570084
-0.8059139251708984,-7.952295612574486,0.12313228034279712
-0.8018150329589844,-7.935219610543427,0.09930481100074286
-0.7977161407470703,-7.93613562698615,0.10350785852363686
-0.7936172485351562,-7.904094157597161,0.12167387043779464
-0.7895183563232422,-7.915678618370625,0.10371860029139313
-0.7854194641113281,-7.935510424184112,0.1219630475640419
-0.7813205718994141,-7.90858916014592,0.0915623678103355
-0.7772216796875,-7.911932124448988,0.10917697936515867
-0.7731227874755859,-7.897777657625067,0.11702307357784085
-0.7690238952636719,-7.9042985586477315,0.09956527421530831
-0.7649250030517578,-7.901873232820459,0.11288053571205799
-0.7608261108398438,-7.890915916018358,0.07086596228118842
-0.7567272186279297,-7.874861800419431,0.10365927602468787
-0.7526283264160156,-7.8655346029707,0.10218576835187494
-0.7485294342041016,-7.8860049830311505,0.10890543024059783
-0.7444305419921875,-7.870244436460136,0.11182459915158224
-0.7403316497802734,-7.878314754876619,0.08680219284404123
-0.7362327575683594,-7.840214618370865,0.12021606079462693
-0.7321338653564453,-7.842407171171229,0.09358461140349408
-0.7280349731445312,-7.862547942201065,0.11187195172234095
-0.7239360809326172,-7.829282060068561,0.09028205286705424
-0.7198371887207031,-7.839661524638355,0.09400679154801361
-0.7157382965087891,-7.8146075978778144,0.09253574425370319
-0.711639404296875,-7.828923512778005,0.09958481160067223
-0.7075405120849609,-7.804113644212449,0.1134906593231285
-0.7034416198730469,-7.825625878379927,0.08539945557059152
-0.6993427276611328,-7.801339140271332,0.09550397540579418
-0.6952438354492188,-7.775260783942858,0.08651954225649738
-0.6911449432373047,-7.769344892666703,0.08741979470863154
-0.6870460510253906,-7.766723720359077,0.10010275037141114
-0.6829471588134766,-7.789890476865774,0.0904499767512788
-0.6788482666015625,-7.729148158573924,0.0968868718639526
-0.6747493743896484,-7.740996063904793,0.06642088444218831
-0.6706504821777344,-7.726488972647878,0.08864048748145952
-0.6665515899658203,-7.7126844002407156,0.0897435174419965
-0.6624526977539062,-7.708247048852006,0.09760878399479607
-0.6583538055419922,-7.685912388722194,0.09035787660395997
-0.6542549133300781,-7.678450303637436,0.08527056191371747
-0.6501560211181641,-7.658914405494914,0.09117522717873566
-0.64605712890625,-7.660350544628195,0.07558822245657527
-0.6419582366943359,-7.642475513008527,0.08438696590033497
-0.6378593444824219,-7.6195569755901,0.08683864407413748
-0.6337604522705078,-7.591552767366682,0.07170234357205946
-0.6296615600585938,-7.580467979088797,0.08715967880869893
-0.6255626678466797,-7.579505512033645,0.07473880747308385
-0.6214637756347656,-7.546834775909094,0.0760938771845359
-0.6173648834228516,-7.533871411412946,0.07359718146769986
-0.6132659912109375,-7.492413442191171,0.07657437083509441
-0.6091670989990234,-7.494622487330741,0.08306237268599329
-0.6050682067871094,-7.473781203904461,0.06967382920582063
-0.6009693145751953,-7.4412900372576205,0.06776597125866148
-0.5968704223632812,-7.4257008533890385,0.06947546366477636
-0.5927715301513672,-7.409486244510769,0.09270598749116964
-0.5886726379394531,-7.394999295756047,0.0794092138188251
-0.5845737457275391,-7.358972586824969,0.07148892559339128
-0.580474853515625,-7.323501551639743,0.07383404554648311
-0.5763759613037109,-7.3222025806387885,0.08920483131716624
-0.5722770690917969,-7.256688709922829,0.060571324941161686
-0.5681781768798828,-7.2433392160485,0.09812210328423049
-0.5640792846679688,-7.218615501118914,0.050788484363388016
-0.5599803924560547,-7.188019691930851,0.0789955103688528
-0.5558815002441406,-7.153212279267724,0.05952315871078618
-0.5517826080322266,-7.113023820197573,0.06988612297919677
-0.5476837158203125,-7.098107367826112,0.0762484952830915
-0.5435848236083984,-7.0411372396217,0.06856461408396013
-0.5394859313964844,-7.018881569148943,0.0988285157392652
-0.5353870391845703,-6.972118664217391,0.06434137289802191
-0.5312881469726562,-6.926618704671209,0.068592460959652
-0.5271892547607422,-6.880340785524955,0.07471519767761628
-0.5230903625488281,-6.852354188539564,0.06454222717479015
-0.5189914703369141,-6.796588240578409,0.06263812646036532
-0.514892578125,-6.775979369860095,0.07265252508876124
-0.5107936859130859,-6.711374467473644,0.053737243178903556
-0.5066947937011719,-6.669829156317938,0.07632615036026462
-0.5025959014892578,-6.608279562759507,0.07354970364652191
-0.49849700927734375,-6.568544300630023,0.09426257859173587
-0.4943981170654297,-6.518952457121604,0.07733687494732865
-0.4902992248535156,-6.4697670369039395,0.08102349642831297
-0.48620033264160156,-6.397687154474714,0.06657565622166775
-0.4821014404296875,-6.340648100404564,0.0629726822787542
-0.47800254821777344,-6.258965527115251,0.0576632635090103
-0.4739036560058594,-6.216098920972402,0.08855661805767436
-0.4698047637939453,-6.1462016239071176,0.0782186553249871
-0.46570587158203125,-6.0808926070218305,0.07788724666302914
-0.4616069793701172,-6.014650942381497,0.07905855021305871
-0.4575080871582031,-5.9219066409622085,0.07377867262815996
-0.45340919494628906,-5.875102708033222,0.11411538590276678
-0.449310302734375,-5.78548263568652,0.0805691785103179
-0.44521141052246094,-5.723831178947523,0.11012872635999166
-0.4411125183105469,-5.612626672829941,0.0980320444402121
-0.4370136260986328,-5.5577027622670245,0.11767910029977222
-0.43291473388671875,-5.490902368849972,0.11139890256087082
-0.4288158416748047,-5.41053307288335,0.12896866322221878
-0.4247169494628906,-5.325536621597458,0.11893164867744509
-0.42061805725097656,-5.235203936701003,0.12879195166124885
-0.4165191650390625,-5.162499603200011,0.12339523208620996
-0.41242027282714844,-5.055360333577735,0.11890099989403086
-0.4083213806152344,-4.992435055749165,0.12837501367048645
-0.4042224884033203,-4.876141502717787,0.10333031303028763
-0.40012359619140625,-4.812434318723643,0.13004880963629212
-0.3960247039794922,-4.6925896189595155,0.12978307025696395
-0.3919258117675781,-4.591902106658373,0.11019138208823223
-0.38782691955566406,-4.506522253239781,0.12113516562780559
-0.38372802734375,-4.419223076802783,0.13559301609947272
-0.37962913513183594,-4.325236372239147,0.15280122469839055
-0.3755302429199219,-4.224011482029775,0.15166445221484823
-0.3714313507080078,-4.11106724042227,0.1297529650160921
-0.36733245849609375,-4.010385512521671,0.14670254199853322
-0.3632335662841797,-3.898653460644797,0.1379585278741943
-0.3591346740722656,-3.8180290601246134,0.15175805190667324
-0.35503578186035156,-3.7212551908458154,0.14115760243566555
-0.3509368896484375,-3.6245522922921105,0.148881447383626
-0.34683799743652344,-3.532799287648924,0.12692226821753474
-0.3427391052246094,-3.432352846884817,0.13272253621246896
-0.3386402130126953,-3.3409910462097003,0.1570689947032629
-0.33454132080078125,-3.2240358705596694,0.14470071788142155
-0.3304424285888672,-3.1628690404111115,0.15783277495316278
-0.3263435363769531,-3.0514175071216414,0.13090694411022508
-0.32224464416503906,-2.9692537184624803,0.14297724406343817
-0.318145751953125,-2.870287403411321,0.12973992496208125
-0.31404685974121094,-2.7808874270109083,0.13300607934638678
-0.3099479675292969,-2.6984483957428864,0.13359555416462576
-0.3058490753173828,-2.586470771417115,0.126092241533957
-0.30175018310546875,-2.507263517893753,0.1238006644335903
-0.2976512908935547,-2.4193112227804483,0.12204024961070231
-0.2935523986816406,-2.343081163749513,0.10408898862582219
-0.28945350646972656,-2.285046768477765,0.11693018774233006
-0.2853546142578125,-2.195222052597826,0.1080340946395347
-0.28125572204589844,-2.122896148612433,0.1157299045771095
-0.2771568298339844,-2.03217607717356,0.10560164339421482
-0.2730579376220703,-1.9482989313330108,0.08867982198343376
-0.26895904541015625,-1.8880698836992869,0.1030663319636163
-0.2648601531982422,-1.8096078936747204,0.09184192792122178
-0.2607612609863281,-1.7504407779533286,0.11619913348939415
-0.25666236877441406,-1.661952290954046,0.10620059667562864
-0.2525634765625,-1.6176453514522426,0.09877133311806857
-0.24846458435058594,-1.5596412766930408,0.0767534864202875
-0.24436569213867188,-1.487534624008984,0.0757339146776471
-0.2402667999267578,-1.4117458238405511,0.09439849819322807
-0.23616790771484375,-1.3636601327472253,0.1025003724735976
-0.2320690155029297,-1.314574963864712,0.08633101609507601
-0.22797012329101562,-1.2455887079743972,0.07710138687032557
-0.22387123107910156,-1.1946753090769544,0.06658815143120128
-0.2197723388671875,-1.1537892101682743,0.06175366280416688
-0.21567344665527344,-1.1003547116237256,0.06614083233811141
-0.21157455444335938,-1.054266799766423,0.07282149038408146
-0.2074756622314453,-1.0181282275752288,0.07211816426216432
-0.20337677001953125,-0.9600805830490886,0.06950661842271612
-0.1992778778076172,-0.9147141145119401,0.0574084396388296
-0.19517898559570312,-0.8716833340749036,0.0681713288985018
-0.19108009338378906,-0.8328946137773942,0.07306856756245103
-0.186981201171875,-0.7983115700405143,0.058548799736287786
-0.18288230895996094,-0.7594088163954438,0.049844776924097875
-0.17878341674804688,-0.7309984971294329,0.04623413979068783
