run_seed,target,strategy,iteration,selected_sample_id,library,area,Au,Ir,Rh,observed_target,best_observed,global_best,regret,relative_regret,percent_deviation,acquisition_score,benchmark_mode
42,k0,random,23,AUIRH_Rh-rich_247,Rh-rich,247,35.47,23.02,41.51,0.0017679338166097,0.0060836793957464,0.0074476279582536,0.0013639485625072,0.18313865436788457,18.313865436788458,0.32582535813815194,Rh-rich
42,k0,random,24,AUIRH_Rh-rich_309,Rh-rich,309,24.25,9.54,66.21,0.0041350709154315,0.0060836793957464,0.0074476279582536,0.0013639485625072,0.18313865436788457,18.313865436788458,0.4695558112758079,Rh-rich
42,k0,random,25,AUIRH_Rh-rich_127,Rh-rich,127,19.86,29.45,50.69,0.0033378452835392,0.0060836793957464,0.0074476279582536,0.0013639485625072,0.18313865436788457,18.313865436788458,0.1894713590842857,Rh-rich
42,k0,random,26,AUIRH_Rh-rich_157,Rh-rich,157,11.66,13.96,74.38,0.0064368488740623,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.47570492622593374,Rh-rich
42,k0,random,27,AUIRH_Rh-rich_051,Rh-rich,51,14.32,36.14,49.54,0.0044606324403594,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.2269093490508841,Rh-rich
42,k0,random,28,AUIRH_Rh-rich_189,Rh-rich,189,25.63,23.87,50.5,0.0028549916042867,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.43715191887233074,Rh-rich
42,k0,random,29,AUIRH_Rh-rich_221,Rh-rich,221,41.29,29.64,29.07,0.0003247497194505,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.8326781960578374,Rh-rich
42,k0,random,30,AUIRH_Rh-rich_208,Rh-rich,208,29.61,25.59,44.8,0.0024676128998257,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.31236664138204107,Rh-rich
42,k0,random,31,AUIRH_Rh-rich_232,Rh-rich,232,27.06,19.05,53.89,0.0031824799883706,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.8322598013952011,Rh-rich
42,k0,random,32,AUIRH_Rh-rich_145,Rh-rich,145,24.52,31.9,43.57,0.0023819606394682,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.38747837903017446,Rh-rich
42,k0,random,33,AUIRH_Rh-rich_271,Rh-rich,271,29.96,15.28,54.76,0.0031883969632862,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.2883281039302441,Rh-rich
42,k0,random,34,AUIRH_Rh-rich_086,Rh-rich,86,17.4,34.03,48.57,0.0036321936648142,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.1397524836093098,Rh-rich
42,k0,random,35,AUIRH_Rh-rich_226,Rh-rich,226,36.05,25.81,38.14,0.0012328725194941,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.19990820247510832,Rh-rich
42,k0,random,36,AUIRH_Rh-rich_272,Rh-rich,272,27.73,14.84,57.43,0.003629906271623,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.7869243775021384,Rh-rich
42,k0,random,37,AUIRH_Rh-rich_003,Rh-rich,3,13.29,55.83,30.88,0.003872441210475,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.6648508565920321,Rh-rich
42,k0,random,38,AUIRH_Rh-rich_159,Rh-rich,159,32.77,38.04,29.19,0.0010834360437613,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.7807290310219679,Rh-rich
42,k0,random,39,AUIRH_Rh-rich_236,Rh-rich,236,20.29,13.98,65.73,0.0043403570870444,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.45891577553833995,Rh-rich
42,k0,random,40,AUIRH_Rh-rich_170,Rh-rich,170,21.47,22.99,55.54,0.0035090913808131,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.13979699812765745,Rh-rich
42,k0,random,41,AUIRH_Rh-rich_188,Rh-rich,188,26.95,25.24,47.81,0.0028477872467393,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.11453007353597344,Rh-rich
42,k0,random,42,AUIRH_Rh-rich_144,Rh-rich,144,25.19,33.94,40.87,0.0024423618095569,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.4710962061431325,Rh-rich
42,k0,random,43,AUIRH_Rh-rich_220,Rh-rich,220,12.51,10.12,77.37,0.0062847882854128,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.5652361064811888,Rh-rich
42,k0,random,44,AUIRH_Rh-rich_029,Rh-rich,29,15.59,50.23,34.18,0.0038088257855765,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.6347183200005908,Rh-rich
42,k0,random,45,AUIRH_Rh-rich_257,Rh-rich,257,19.52,11.86,68.62,0.0048421939684794,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.5535794006579958,Rh-rich
42,k0,random,46,AUIRH_Rh-rich_036,Rh-rich,36,12.98,35.63,51.39,0.0050179064544578,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.3039500980626122,Rh-rich
42,k0,random,47,AUIRH_Rh-rich_185,Rh-rich,185,30.26,29.49,40.25,0.0018241845978975,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.030817834567939406,Rh-rich
42,k0,random,48,AUIRH_Rh-rich_116,Rh-rich,116,28.31,46.0,25.69,0.001314399477943,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.2145846728195292,Rh-rich
42,k0,random,49,AUIRH_Rh-rich_143,Rh-rich,143,25.53,34.94,39.53,0.0023353830498832,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.40852864372463615,Rh-rich
42,k0,random,50,AUIRH_Rh-rich_340,Rh-rich,340,36.43,10.2,53.37,0.0025205870250062,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.23393948586534075,Rh-rich
43,k0,random,1,AUIRH_Rh-rich_260,Rh-rich,260,15.35,9.29,75.36,0.0053339743011556,0.0053339743011556,0.0074476279582536,0.002113653657098,0.28380226146441834,28.380226146441835,0.0,Rh-rich
43,k0,random,2,AUIRH_Rh-rich_173,Rh-rich,173,18.28,18.56,63.16,0.0044084991767183,0.0053339743011556,0.0074476279582536,0.002113653657098,0.28380226146441834,28.380226146441835,0.04377532363899661,Rh-rich
43,k0,random,3,AUIRH_Rh-rich_220,Rh-rich,220,12.51,10.12,77.37,0.0062847882854128,0.0062847882854128,0.0074476279582536,0.0011628396728408001,0.15613557489161628,15.613557489161629,0.020029586874216854,Rh-rich
43,k0,random,4,AUIRH_Rh-rich_099,Rh-rich,99,23.43,44.39,32.19,0.0024836128082465,0.0062847882854128,0.0074476279582536,0.0011628396728408001,0.15613557489161628,15.613557489161629,0.5871430475880585,Rh-rich
43,k0,random,5,AUIRH_Rh-rich_283,Rh-rich,283,42.33,19.36,38.31,0.0016228387098549,0.0062847882854128,0.0074476279582536,0.0011628396728408001,0.15613557489161628,15.613557489161629,0.22470523020362443,Rh-rich
43,k0,random,6,AUIRH_Rh-rich_286,Rh-rich,286,36.23,16.76,47.01,0.0022796715837521,0.0062847882854128,0.0074476279582536,0.0011628396728408001,0.15613557489161628,15.613557489161629,0.2636921974783747,Rh-rich
43,k0,random,7,AUIRH_Rh-rich_251,Rh-rich,251,30.05,18.41,51.54,0.0029674477570687,0.0062847882854128,0.0074476279582536,0.0011628396728408001,0.15613557489161628,15.613557489161629,0.419977909716268,Rh-rich
43,k0,random,8,AUIRH_Rh-rich_214,Rh-rich,214,20.78,17.1,62.12,0.0039307507039215,0.0062847882854128,0.0074476279582536,0.0011628396728408001,0.15613557489161628,15.613557489161629,0.9553145792212376,Rh-rich
43,k0,random,9,AUIRH_Rh-rich_153,Rh-rich,153,15.72,19.21,65.07,0.0052406055289662,0.0062847882854128,0.0074476279582536,0.0011628396728408001,0.15613557489161628,15.613557489161629,0.8919016691830427,Rh-rich
43,k0,random,10,AUIRH_Rh-rich_070,Rh-rich,70,14.92,31.26,53.82,0.004680192662177,0.0062847882854128,0.0074476279582536,0.0011628396728408001,0.15613557489161628,15.613557489161629,0.27853429777937566,Rh-rich
43,k0,random,11,AUIRH_Rh-rich_098,Rh-rich,98,24.73,44.74,30.53,0.0017512480787874,0.0062847882854128,0.0074476279582536,0.0011628396728408001,0.15613557489161628,15.613557489161629,0.4219995748472628,Rh-rich
43,k0,random,12,AUIRH_Rh-rich_157,Rh-rich,157,11.66,13.96,74.38,0.0064368488740623,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.3089237677451262,Rh-rich
43,k0,random,13,AUIRH_Rh-rich_002,Rh-rich,2,13.51,56.97,29.52,0.0036808118978671,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.9517540164636145,Rh-rich
43,k0,random,14,AUIRH_Rh-rich_006,Rh-rich,6,12.34,50.46,37.2,0.0045484710527103,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.535128257097604,Rh-rich
43,k0,random,15,AUIRH_Rh-rich_284,Rh-rich,284,39.46,19.0,41.54,0.0015723716594997,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.4854885459574876,Rh-rich
43,k0,random,16,AUIRH_Rh-rich_276,Rh-rich,276,20.32,11.06,68.62,0.004243457968614,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.5931741874641638,Rh-rich
43,k0,random,17,AUIRH_Rh-rich_326,Rh-rich,326,45.76,13.61,40.63,0.0013798836663471,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.9428679185687103,Rh-rich
43,k0,random,18,AUIRH_Rh-rich_320,Rh-rich,320,31.16,10.89,57.95,0.0033647989413173,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.033764654315696196,Rh-rich
43,k0,random,19,AUIRH_Rh-rich_342,Rh-rich,342,31.4,8.5,60.1,0.0024283626694473,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.11856060209234687,Rh-rich
43,k0,random,20,AUIRH_Rh-rich_290,Rh-rich,290,28.58,12.79,58.63,0.003335739285152,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.12613746899330602,Rh-rich
43,k0,random,21,AUIRH_Rh-rich_250,Rh-rich,250,31.98,19.59,48.43,0.0025307655030525,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.34184285511856494,Rh-rich
43,k0,random,22,AUIRH_Rh-rich_279,Rh-rich,279,15.46,8.46,76.08,0.0037097848870491,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.551045090589723,Rh-rich
43,k0,random,23,AUIRH_Rh-rich_106,Rh-rich,106,18.42,31.95,49.64,0.0034903570908382,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.05061976229843679,Rh-rich
43,k0,random,24,AUIRH_Rh-rich_224,Rh-rich,224,37.96,27.84,34.2,0.0013758495004981,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.5554165621613222,Rh-rich
43,k0,random,25,AUIRH_Rh-rich_151,Rh-rich,151,18.2,22.23,59.57,0.0039532083913992,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.1191705243218587,Rh-rich
43,k0,random,26,AUIRH_Rh-rich_168,Rh-rich,168,24.0,26.41,49.59,0.0030932490388815,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.5045517491531475,Rh-rich
43,k0,random,27,AUIRH_Rh-rich_118,Rh-rich,118,26.65,43.54,29.8,0.0015129639719715,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.3039651105723884,Rh-rich
43,k0,random,28,AUIRH_Rh-rich_189,Rh-rich,189,25.63,23.87,50.5,0.0028549916042867,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.41456100164611287,Rh-rich
43,k0,random,29,AUIRH_Rh-rich_140,Rh-rich,140,28.55,39.44,32.02,0.0015988085025423,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.09331384215685468,Rh-rich
43,k0,random,30,AUIRH_Rh-rich_232,Rh-rich,232,27.06,19.05,53.89,0.0031824799883706,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.07405586157239141,Rh-rich
43,k0,random,31,AUIRH_Rh-rich_196,Rh-rich,196,15.65,15.05,69.3,0.0048742902334458,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.5805194318922804,Rh-rich
43,k0,random,32,AUIRH_Rh-rich_267,Rh-rich,267,36.67,19.71,43.62,0.0021289145937179,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.5391238176553121,Rh-rich
43,k0,random,33,AUIRH_Rh-rich_031,Rh-rich,31,15.57,46.4,38.03,0.0038627532275568,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.8507689829291569,Rh-rich
43,k0,random,34,AUIRH_Rh-rich_085,Rh-rich,85,18.35,36.52,45.13,0.0030361611773728,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.08274485668843223,Rh-rich
43,k0,random,35,AUIRH_Rh-rich_101,Rh-rich,101,22.77,40.49,36.74,0.0029291137083588,0.0064368488740623,0.0074476279582536,0.0010107790841912996,0.1357182568540008,13.57182568540008,0.32048009223646656,Rh-rich
43,k0,random,36,AUIRH_Rh-rich_074,Rh-rich,74,11.45,23.86,64.69,0.006696722338995,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.612165606729797,Rh-rich
43,k0,random,37,AUIRH_Rh-rich_144,Rh-rich,144,25.19,33.94,40.87,0.0024423618095569,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.15153183039967943,Rh-rich
43,k0,random,38,AUIRH_Rh-rich_213,Rh-rich,213,22.49,18.12,59.39,0.0036161736986975,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.8430823134268058,Rh-rich
43,k0,random,39,AUIRH_Rh-rich_003,Rh-rich,3,13.29,55.83,30.88,0.003872441210475,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.45508931795499585,Rh-rich
43,k0,random,40,AUIRH_Rh-rich_299,Rh-rich,299,43.51,17.95,38.54,0.0011882494878723,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.8013281630564517,Rh-rich
43,k0,random,41,AUIRH_Rh-rich_192,Rh-rich,192,21.7,19.77,58.53,0.0036697434864943,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.7632470379251717,Rh-rich
43,k0,random,42,AUIRH_Rh-rich_048,Rh-rich,48,15.79,41.5,42.71,0.0040664839132975,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.3219510366706818,Rh-rich
43,k0,random,43,AUIRH_Rh-rich_292,Rh-rich,292,25.37,11.69,62.94,0.0037964558880032,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.19379455343934593,Rh-rich
43,k0,random,44,AUIRH_Rh-rich_058,Rh-rich,58,20.14,52.22,27.64,0.0021204496146257,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.3960570512056135,Rh-rich
43,k0,random,45,AUIRH_Rh-rich_007,Rh-rich,7,12.59,47.98,39.43,0.0047260129849395,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.6065051385540762,Rh-rich
43,k0,random,46,AUIRH_Rh-rich_253,Rh-rich,253,26.03,16.3,57.67,0.0034791624885066,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.8788162192331397,Rh-rich
43,k0,random,47,AUIRH_Rh-rich_190,Rh-rich,190,23.95,23.17,52.88,0.0033467826298422,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.8277783230641912,Rh-rich
43,k0,random,48,AUIRH_Rh-rich_231,Rh-rich,231,28.87,19.54,51.59,0.0029714492157734,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.12269102832557877,Rh-rich
43,k0,random,49,AUIRH_Rh-rich_167,Rh-rich,167,25.46,27.59,46.95,0.0028669912227444,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.500576601815097,Rh-rich
43,k0,random,50,AUIRH_Rh-rich_270,Rh-rich,270,31.22,16.6,52.18,0.0028184689417164,0.006696722338995,0.0074476279582536,0.0007509056192585998,0.10082480267108834,10.082480267108835,0.8808558110790476,Rh-rich
44,k0,random,1,AUIRH_Rh-rich_221,Rh-rich,221,41.29,29.64,29.07,0.0003247497194505,0.0003247497194505,0.0074476279582536,0.0071228782388031,0.9563955501978846,95.63955501978846,0.0,Rh-rich
44,k0,random,2,AUIRH_Rh-rich_226,Rh-rich,226,36.05,25.81,38.14,0.0012328725194941,0.0012328725194941,0.0074476279582536,0.0062147554387595,0.8344610490206069,83.4461049020607,0.258113074772773,Rh-rich
44,k0,random,3,AUIRH_Rh-rich_048,Rh-rich,48,15.79,41.5,42.71,0.0040664839132975,0.0040664839132975,0.0074476279582536,0.0033811440449560996,0.4539893861385829,45.39893861385829,0.4057707278211311,Rh-rich
44,k0,random,4,AUIRH_Rh-rich_033,Rh-rich,33,14.66,42.46,42.88,0.0044143808593374,0.0044143808593374,0.0074476279582536,0.0030332470989162,0.40727693648481716,40.72769364848172,0.1623171247855668,Rh-rich
44,k0,random,5,AUIRH_Rh-rich_333,Rh-rich,333,30.66,9.6,59.74,0.0033862332736915,0.0044143808593374,0.0074476279582536,0.0030332470989162,0.40727693648481716,40.72769364848172,0.8572936735567716,Rh-rich
44,k0,random,6,AUIRH_Rh-rich_006,Rh-rich,6,12.34,50.46,37.2,0.0045484710527103,0.0045484710527103,0.0074476279582536,0.0028991569055433,0.38927252029693565,38.92725202969356,0.33796194896591736,Rh-rich
44,k0,random,7,AUIRH_Rh-rich_065,Rh-rich,65,18.11,40.6,41.29,0.0031846903378696,0.0045484710527103,0.0074476279582536,0.0028991569055433,0.38927252029693565,38.92725202969356,0.6777228173805366,Rh-rich
44,k0,random,8,AUIRH_Rh-rich_248,Rh-rich,248,34.62,21.74,43.64,0.0021207519260626,0.0045484710527103,0.0074476279582536,0.0028991569055433,0.38927252029693565,38.92725202969356,0.9549361640684993,Rh-rich
44,k0,random,9,AUIRH_Rh-rich_208,Rh-rich,208,29.61,25.59,44.8,0.0024676128998257,0.0045484710527103,0.0074476279582536,0.0028991569055433,0.38927252029693565,38.92725202969356,0.41140078086737386,Rh-rich
44,k0,random,10,AUIRH_Rh-rich_140,Rh-rich,140,28.55,39.44,32.02,0.0015988085025423,0.0045484710527103,0.0074476279582536,0.0028991569055433,0.38927252029693565,38.92725202969356,0.9267486927535602,Rh-rich
44,k0,random,11,AUIRH_Rh-rich_322,Rh-rich,322,27.44,9.7,62.86,0.003627478377255,0.0045484710527103,0.0074476279582536,0.0028991569055433,0.38927252029693565,38.92725202969356,0.7155717419428655,Rh-rich
44,k0,random,12,AUIRH_Rh-rich_143,Rh-rich,143,25.53,34.94,39.53,0.0023353830498832,0.0045484710527103,0.0074476279582536,0.0028991569055433,0.38927252029693565,38.92725202969356,0.7973993000554288,Rh-rich
44,k0,random,13,AUIRH_Rh-rich_008,Rh-rich,8,12.61,44.89,42.5,0.0049142885565475,0.0049142885565475,0.0074476279582536,0.0025333394017060997,0.34015386051858376,34.01538605185838,0.9007551884531136,Rh-rich
44,k0,random,14,AUIRH_Rh-rich_185,Rh-rich,185,30.26,29.49,40.25,0.0018241845978975,0.0049142885565475,0.0074476279582536,0.0025333394017060997,0.34015386051858376,34.01538605185838,0.19716268890848354,Rh-rich
44,k0,random,15,AUIRH_Rh-rich_179,Rh-rich,179,36.41,36.21,27.37,0.0007322451454611,0.0049142885565475,0.0074476279582536,0.0025333394017060997,0.34015386051858376,34.01538605185838,0.18079323064737662,Rh-rich
44,k0,random,16,AUIRH_Rh-rich_251,Rh-rich,251,30.05,18.41,51.54,0.0029674477570687,0.0049142885565475,0.0074476279582536,0.0025333394017060997,0.34015386051858376,34.01538605185838,0.08724109331446661,Rh-rich
44,k0,random,17,AUIRH_Rh-rich_285,Rh-rich,285,38.23,18.12,43.64,0.0018485638533088,0.0049142885565475,0.0074476279582536,0.0025333394017060997,0.34015386051858376,34.01538605185838,0.5462064290634059,Rh-rich
44,k0,random,18,AUIRH_Rh-rich_340,Rh-rich,340,36.43,10.2,53.37,0.0025205870250062,0.0049142885565475,0.0074476279582536,0.0025333394017060997,0.34015386051858376,34.01538605185838,0.3012803379026794,Rh-rich
44,k0,random,19,AUIRH_Rh-rich_077,Rh-rich,77,22.58,49.73,27.69,0.001844951120226,0.0049142885565475,0.0074476279582536,0.0025333394017060997,0.34015386051858376,34.01538605185838,0.9771544765304353,Rh-rich
44,k0,random,20,AUIRH_Rh-rich_331,Rh-rich,331,34.77,10.78,54.45,0.0029730350630887,0.0049142885565475,0.0074476279582536,0.0025333394017060997,0.34015386051858376,34.01538605185838,0.6835101225213223,Rh-rich
44,k0,random,21,AUIRH_Rh-rich_100,Rh-rich,100,22.88,42.32,34.8,0.0020401210196462,0.0049142885565475,0.0074476279582536,0.0025333394017060997,0.34015386051858376,34.01538605185838,0.7673851683077499,Rh-rich
