strategy,target,n_seeds,final_pct_deviation_mean,final_pct_deviation_std,final_pct_deviation_ci_95_lower,final_pct_deviation_ci_95_upper
random,k0,30,9.111277296249275,4.204463700629567,7.652300360457046,10.58595813478999
greedy,k0,30,15.938144237969466,6.694784511371782,13.646166771203644,18.306966509628293
gp_ucb,k0,30,9.841721994887317,9.644060890298713,6.597506426356175,13.552165275236717
expected_improvement,k0,30,6.600729607289396,4.941928541007497,4.854730311137784,8.251783142565975
noisy_expected_improvement,k0,30,6.43730018683147,5.199570709808171,4.740226278364755,8.361735119512902
thompson,k0,30,3.633229040847875,4.189347312310644,2.297983086881802,5.255295206151946
