budget,initial_protocols,queries,seed,strategy,final_best_seen,final_simple_regret,regret_auc,hit_top_10_pct,hit_top_5_pct,queries_to_top_10_pct,queries_to_top_5_pct
8,5,3,12,greedy,588.65270775,261.0879610500001,277.32018701250007,0,0,4,4
8,5,3,12,gp_ucb,647.8371267499999,201.90354205000017,257.1133402750001,0,0,4,4
8,5,3,13,random,698.60639685,151.13427195000008,151.13427195000008,1,0,0,4
8,5,3,13,greedy,709.4786504,140.2620184000001,148.4162085625001,1,1,0,3
8,5,3,13,gp_ucb,709.4786504,140.2620184000001,148.4162085625001,1,1,0,3
8,5,3,14,random,698.60639685,151.13427195000008,161.77438908750008,1,0,3,4
8,5,3,14,greedy,684.419574,165.32109480000008,165.32109480000008,0,0,4,4
8,5,3,14,gp_ucb,684.419574,165.32109480000008,165.32109480000008,0,0,4,4
8,5,3,15,random,686.5946031000001,163.1460657,175.44775576250004,0,0,4,4
8,5,3,15,greedy,644.5142754,205.22639340000012,207.00800153750012,0,0,4,4
8,5,3,15,gp_ucb,644.5142754,205.22639340000012,207.00800153750012,0,0,4,4
8,5,3,16,random,644.5142754,205.22639340000012,205.22639340000012,0,0,4,4
8,5,3,16,greedy,684.419574,165.32109480000008,195.2500687500001,0,0,4,4
8,5,3,16,gp_ucb,849.7406688000001,0.0,143.94347040000008,1,1,3,3
8,5,3,17,random,849.7406688000001,0.0,0.0,1,1,0,0
8,5,3,17,greedy,849.7406688000001,0.0,0.0,1,1,0,0
8,5,3,17,gp_ucb,849.7406688000001,0.0,0.0,1,1,0,0
8,5,3,18,random,686.5946031000001,163.1460657,163.1460657,0,0,4,4
8,5,3,18,greedy,849.7406688000001,0.0,122.359549275,1,1,3,3
8,5,3,18,gp_ucb,849.7406688000001,0.0,81.57303285,1,1,2,2
8,5,3,19,random,572.1781106999999,277.56255810000016,277.56255810000016,0,0,4,4
8,5,3,19,greedy,572.1781106999999,277.56255810000016,277.56255810000016,0,0,4,4
8,5,3,19,gp_ucb,644.5142754,205.22639340000012,226.87365085000013,0,0,4,4
8,5,3,20,random,709.4786504,140.2620184000001,194.33012406250012,1,1,3,3
8,5,3,20,greedy,709.44713095,140.29353785000012,190.77478765000012,1,0,3,4
8,5,3,20,gp_ucb,709.44713095,140.29353785000012,190.77478765000012,1,0,3,4
8,5,3,21,random,849.7406688000001,0.0,82.66054740000004,1,1,2,2
