step,strategy,best_seen,simple_regret,hit_top_10_pct,hit_top_5_pct,queried_protocol_id,seed
1,gp_ucb,849.7406688000001,0.0,1,1,Periodic_D_Co2,7
2,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2b_Co2,7
3,gp_ucb,849.7406688000001,0.0,1,1,Periodic_C_Co2,7
4,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2c_Co2,7
5,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,7
6,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2c_Co5,7
7,gp_ucb,849.7406688000001,0.0,1,1,Periodic_D_Co5,7
8,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,7
9,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_3_Co5,7
10,gp_ucb,849.7406688000001,0.0,1,1,Periodic_A_Co2,7
11,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_1a_Co5,7
12,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_1b_Co10,7
13,gp_ucb,849.7406688000001,0.0,1,1,CC_(no_storage)_Co2,7
14,gp_ucb,849.7406688000001,0.0,1,1,Periodic_B_Co2,7
15,gp_ucb,849.7406688000001,0.0,1,1,Periodic_E_Co2,7
0,random,849.7406688000001,0.0,1,1,,8
1,random,849.7406688000001,0.0,1,1,Synthetic_1a_Co16,8
2,random,849.7406688000001,0.0,1,1,Synthetic_2c_Co10,8
3,random,849.7406688000001,0.0,1,1,Synthetic_1b_Co16,8
4,random,849.7406688000001,0.0,1,1,Periodic_E_Co5,8
5,random,849.7406688000001,0.0,1,1,Periodic_A_Co2,8
6,random,849.7406688000001,0.0,1,1,Synthetic_2b_Co2,8
7,random,849.7406688000001,0.0,1,1,CC_(100%_storage)_Co2,8
8,random,849.7406688000001,0.0,1,1,CC_(100%_storage)_Co10,8
9,random,849.7406688000001,0.0,1,1,CC_(5%_storage)_Co10,8
10,random,849.7406688000001,0.0,1,1,Drive_City1_Co10,8
11,random,849.7406688000001,0.0,1,1,Periodic_A_Co10,8
12,random,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,8
13,random,849.7406688000001,0.0,1,1,Synthetic_1b_Co10,8
14,random,849.7406688000001,0.0,1,1,Periodic_D_Co5,8
15,random,849.7406688000001,0.0,1,1,Drive_City1_Co16,8
0,greedy,849.7406688000001,0.0,1,1,,8
1,greedy,849.7406688000001,0.0,1,1,Periodic_A_Co2,8
2,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,8
3,greedy,849.7406688000001,0.0,1,1,Synthetic_3_Co5,8
4,greedy,849.7406688000001,0.0,1,1,Synthetic_1a_Co5,8
5,greedy,849.7406688000001,0.0,1,1,Synthetic_1b_Co10,8
6,greedy,849.7406688000001,0.0,1,1,CC_(no_storage)_Co2,8
7,greedy,849.7406688000001,0.0,1,1,Synthetic_2b_Co2,8
8,greedy,849.7406688000001,0.0,1,1,Synthetic_2c_Co2,8
9,greedy,849.7406688000001,0.0,1,1,Periodic_C_Co2,8
10,greedy,849.7406688000001,0.0,1,1,Synthetic_2c_Co5,8
11,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,8
12,greedy,849.7406688000001,0.0,1,1,Synthetic_1b_Co16,8
13,greedy,849.7406688000001,0.0,1,1,Periodic_B_Co2,8
14,greedy,849.7406688000001,0.0,1,1,Periodic_E_Co2,8
15,greedy,849.7406688000001,0.0,1,1,Periodic_D_Co2,8
0,gp_ucb,849.7406688000001,0.0,1,1,,8
1,gp_ucb,849.7406688000001,0.0,1,1,Periodic_C_Co2,8
2,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,8
3,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_1a_Co5,8
4,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_3_Co5,8
5,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2b_Co2,8
6,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2c_Co2,8
7,gp_ucb,849.7406688000001,0.0,1,1,CC_(no_storage)_Co2,8
8,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2c_Co5,8
9,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_1b_Co10,8
10,gp_ucb,849.7406688000001,0.0,1,1,Periodic_D_Co2,8
11,gp_ucb,849.7406688000001,0.0,1,1,Periodic_A_Co2,8
12,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,8
13,gp_ucb,849.7406688000001,0.0,1,1,CC_(no_storage)_Co5,8
14,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_1b_Co16,8
15,gp_ucb,849.7406688000001,0.0,1,1,Periodic_B_Co2,8
0,random,602.9841460499999,246.75652275000016,0,0,,9
1,random,602.9841460499999,246.75652275000016,0,0,Synthetic_2c_Co10,9
2,random,602.9841460499999,246.75652275000016,0,0,CC_(no_storage)_Co10,9
3,random,602.9841460499999,246.75652275000016,0,0,Periodic_B_Co10,9
4,random,644.0552158,205.68545300000005,0,0,Periodic_E_Co2,9
5,random,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,9
6,random,849.7406688000001,0.0,1,1,Synthetic_3_Co5,9
7,random,849.7406688000001,0.0,1,1,CC_(5%_storage)_Co2,9
8,random,849.7406688000001,0.0,1,1,Periodic_B_Co2,9
9,random,849.7406688000001,0.0,1,1,CC_(100%_storage)_Co10,9
10,random,849.7406688000001,0.0,1,1,Periodic_A_Co2,9
11,random,849.7406688000001,0.0,1,1,CC_(50%_storage)_Co2,9
12,random,849.7406688000001,0.0,1,1,CC_(no_storage)_Co2,9
13,random,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,9
14,random,849.7406688000001,0.0,1,1,Synthetic_1a_Co5,9
15,random,849.7406688000001,0.0,1,1,Periodic_D_Co10,9
0,greedy,602.9841460499999,246.75652275000016,0,0,,9
1,greedy,602.9841460499999,246.75652275000016,0,0,Synthetic_3_Co10,9
2,greedy,698.60639685,151.13427195000008,1,0,Synthetic_1b_Co10,9
3,greedy,698.60639685,151.13427195000008,1,0,Synthetic_1b_Co16,9
4,greedy,709.4786504,140.2620184000001,1,1,Synthetic_1a_Co5,9
5,greedy,709.4786504,140.2620184000001,1,1,Synthetic_3_Co5,9
6,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,9
7,greedy,849.7406688000001,0.0,1,1,Periodic_C_Co2,9
8,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,9
9,greedy,849.7406688000001,0.0,1,1,Synthetic_2b_Co2,9
10,greedy,849.7406688000001,0.0,1,1,Synthetic_2c_Co2,9
11,greedy,849.7406688000001,0.0,1,1,Synthetic_2c_Co5,9
12,greedy,849.7406688000001,0.0,1,1,Periodic_D_Co2,9
13,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,9
14,greedy,849.7406688000001,0.0,1,1,Periodic_A_Co2,9
15,greedy,849.7406688000001,0.0,1,1,CC_(no_storage)_Co2,9
0,gp_ucb,602.9841460499999,246.75652275000016,0,0,,9
1,gp_ucb,602.9841460499999,246.75652275000016,0,0,Synthetic_2b_Co5,9
2,gp_ucb,617.9762814,231.76438740000015,0,0,Synthetic_2c_Co5,9
3,gp_ucb,748.4312318,101.30943700000012,1,1,Synthetic_2c_Co2,9
4,gp_ucb,748.4312318,101.30943700000012,1,1,Periodic_D_Co2,9
5,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,9
6,gp_ucb,849.7406688000001,0.0,1,1,CC_(no_storage)_Co2,9
7,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2b_Co2,9
8,gp_ucb,849.7406688000001,0.0,1,1,Periodic_C_Co2,9
9,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,9
10,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_1b_Co10,9
11,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_1a_Co5,9
12,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_3_Co5,9
13,gp_ucb,849.7406688000001,0.0,1,1,CC_(5%_storage)_Co2,9
14,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,9
15,gp_ucb,849.7406688000001,0.0,1,1,Periodic_A_Co2,9
0,random,644.0552158,205.68545300000005,0,0,,10
1,random,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,10
2,random,849.7406688000001,0.0,1,1,CC_(no_storage)_Co5,10
3,random,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,10
4,random,849.7406688000001,0.0,1,1,Periodic_D_Co2,10
5,random,849.7406688000001,0.0,1,1,Synthetic_2b_Co5,10
6,random,849.7406688000001,0.0,1,1,Drive_City2_Co10,10
7,random,849.7406688000001,0.0,1,1,Synthetic_2c_Co5,10
8,random,849.7406688000001,0.0,1,1,CC_(no_storage)_Co2,10
9,random,849.7406688000001,0.0,1,1,Periodic_B_Co5,10
10,random,849.7406688000001,0.0,1,1,Synthetic_2b_Co2,10
11,random,849.7406688000001,0.0,1,1,Periodic_A_Co10,10
12,random,849.7406688000001,0.0,1,1,Periodic_C_Co10,10
13,random,849.7406688000001,0.0,1,1,Synthetic_1a_Co16,10
14,random,849.7406688000001,0.0,1,1,Synthetic_1b_Co10,10
15,random,849.7406688000001,0.0,1,1,CC_(50%_storage)_Co10,10
0,greedy,644.0552158,205.68545300000005,0,0,,10
1,greedy,644.5142754,205.22639340000012,0,0,Periodic_B_Co2,10
2,greedy,644.5142754,205.22639340000012,0,0,Periodic_A_Co2,10
3,greedy,644.5142754,205.22639340000012,0,0,Periodic_C_Co2,10
4,greedy,644.5142754,205.22639340000012,0,0,Periodic_A_Co5,10
5,greedy,644.5142754,205.22639340000012,0,0,CC_(5%_storage)_Co5,10
6,greedy,698.60639685,151.13427195000008,1,0,Synthetic_1b_Co10,10
7,greedy,698.60639685,151.13427195000008,1,0,Synthetic_1b_Co16,10
8,greedy,698.60639685,151.13427195000008,1,0,CC_(100%_storage)_Co10,10
9,greedy,709.4786504,140.2620184000001,1,1,Synthetic_1a_Co5,10
10,greedy,709.4786504,140.2620184000001,1,1,Synthetic_3_Co5,10
11,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,10
12,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,10
13,greedy,849.7406688000001,0.0,1,1,Synthetic_2b_Co5,10
14,greedy,849.7406688000001,0.0,1,1,Synthetic_2b_Co2,10
15,greedy,849.7406688000001,0.0,1,1,Synthetic_2c_Co2,10
0,gp_ucb,644.0552158,205.68545300000005,0,0,,10
1,gp_ucb,644.5142754,205.22639340000012,0,0,Periodic_B_Co2,10
2,gp_ucb,709.4786504,140.2620184000001,1,1,Synthetic_1a_Co5,10
3,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,10
4,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2b_Co2,10
5,gp_ucb,849.7406688000001,0.0,1,1,Periodic_D_Co2,10
6,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2c_Co2,10
7,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,10
8,gp_ucb,849.7406688000001,0.0,1,1,Periodic_C_Co2,10
9,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_3_Co5,10
10,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2c_Co5,10
11,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_1b_Co10,10
12,gp_ucb,849.7406688000001,0.0,1,1,CC_(no_storage)_Co2,10
13,gp_ucb,849.7406688000001,0.0,1,1,Periodic_D_Co5,10
14,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,10
15,gp_ucb,849.7406688000001,0.0,1,1,Periodic_A_Co2,10
0,random,748.4312318,101.30943700000012,1,1,,11
1,random,748.4312318,101.30943700000012,1,1,Synthetic_1a_Co5,11
2,random,748.4312318,101.30943700000012,1,1,Synthetic_1b_Co16,11
3,random,748.4312318,101.30943700000012,1,1,Periodic_E_Co10,11
4,random,748.4312318,101.30943700000012,1,1,CC_(no_storage)_Co2,11
5,random,748.4312318,101.30943700000012,1,1,Synthetic_2b_Co5,11
6,random,748.4312318,101.30943700000012,1,1,Synthetic_1a_Co10,11
7,random,748.4312318,101.30943700000012,1,1,Synthetic_2b_Co10,11
8,random,748.4312318,101.30943700000012,1,1,CC_(no_storage)_Co10,11
9,random,748.4312318,101.30943700000012,1,1,Periodic_A_Co10,11
10,random,748.4312318,101.30943700000012,1,1,Periodic_E_Co2,11
11,random,748.4312318,101.30943700000012,1,1,Periodic_E_Co5,11
12,random,748.4312318,101.30943700000012,1,1,Drive_City2_Co16,11
13,random,748.4312318,101.30943700000012,1,1,Periodic_B_Co2,11
14,random,748.4312318,101.30943700000012,1,1,Synthetic_1b_Co10,11
15,random,748.4312318,101.30943700000012,1,1,CC_(50%_storage)_Co5,11
0,greedy,748.4312318,101.30943700000012,1,1,,11
1,greedy,748.4312318,101.30943700000012,1,1,Synthetic_2b_Co2,11
2,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,11
3,greedy,849.7406688000001,0.0,1,1,Periodic_C_Co2,11
4,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,11
5,greedy,849.7406688000001,0.0,1,1,Synthetic_2c_Co5,11
6,greedy,849.7406688000001,0.0,1,1,Synthetic_3_Co5,11
7,greedy,849.7406688000001,0.0,1,1,Periodic_A_Co2,11
8,greedy,849.7406688000001,0.0,1,1,Synthetic_1a_Co5,11
9,greedy,849.7406688000001,0.0,1,1,Synthetic_1b_Co10,11
10,greedy,849.7406688000001,0.0,1,1,Synthetic_1a_Co10,11
11,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,11
12,greedy,849.7406688000001,0.0,1,1,Periodic_B_Co2,11
13,greedy,849.7406688000001,0.0,1,1,Periodic_E_Co2,11
14,greedy,849.7406688000001,0.0,1,1,Periodic_D_Co2,11
15,greedy,849.7406688000001,0.0,1,1,Synthetic_1b_Co16,11
0,gp_ucb,748.4312318,101.30943700000012,1,1,,11
1,gp_ucb,748.4312318,101.30943700000012,1,1,Synthetic_2b_Co2,11
2,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,11
3,gp_ucb,849.7406688000001,0.0,1,1,Periodic_C_Co2,11
4,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_3_Co5,11
5,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2c_Co5,11
6,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,11
7,gp_ucb,849.7406688000001,0.0,1,1,Periodic_A_Co2,11
8,gp_ucb,849.7406688000001,0.0,1,1,Periodic_D_Co2,11
9,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_1a_Co5,11
10,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_1b_Co10,11
11,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_1a_Co10,11
12,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,11
13,gp_ucb,849.7406688000001,0.0,1,1,CC_(no_storage)_Co2,11
14,gp_ucb,849.7406688000001,0.0,1,1,Periodic_B_Co2,11
15,gp_ucb,849.7406688000001,0.0,1,1,Periodic_E_Co2,11
0,random,567.0097398,282.73092900000006,0,0,,12
1,random,581.7011306500001,268.03953815,0,0,Synthetic_2b_Co5,12
2,random,581.7011306500001,268.03953815,0,0,CC_(no_storage)_Co5,12
3,random,581.7011306500001,268.03953815,0,0,Periodic_C_Co10,12
4,random,581.7011306500001,268.03953815,0,0,CC_(100%_storage)_Co5,12
5,random,581.7011306500001,268.03953815,0,0,CC_(5%_storage)_Co5,12
6,random,581.7011306500001,268.03953815,0,0,Periodic_B_Co10,12
7,random,627.1302800999999,222.61038870000016,0,0,Periodic_C_Co5,12
8,random,627.1302800999999,222.61038870000016,0,0,Periodic_A_Co10,12
9,random,684.419574,165.32109480000008,0,0,Periodic_D_Co2,12
10,random,709.44713095,140.29353785000012,1,0,Synthetic_2b_Co2,12
11,random,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,12
12,random,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,12
13,random,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,12
14,random,849.7406688000001,0.0,1,1,Periodic_A_Co5,12
15,random,849.7406688000001,0.0,1,1,Synthetic_2c_Co10,12
0,greedy,567.0097398,282.73092900000006,0,0,,12
1,greedy,567.0097398,282.73092900000006,0,0,CC_(100%_storage)_Co10,12
2,greedy,567.0097398,282.73092900000006,0,0,Drive_City1_Co10,12
3,greedy,588.65270775,261.0879610500001,0,0,Synthetic_3_Co10,12
4,greedy,588.65270775,261.0879610500001,0,0,Synthetic_1a_Co16,12
5,greedy,698.60639685,151.13427195000008,1,0,Synthetic_1b_Co10,12
6,greedy,709.4786504,140.2620184000001,1,1,Synthetic_1a_Co5,12
7,greedy,709.4786504,140.2620184000001,1,1,Synthetic_3_Co5,12
8,greedy,709.4786504,140.2620184000001,1,1,CC_(no_storage)_Co2,12
9,greedy,709.4786504,140.2620184000001,1,1,Periodic_C_Co2,12
10,greedy,709.4786504,140.2620184000001,1,1,CC_(no_storage)_Co5,12
11,greedy,709.4786504,140.2620184000001,1,1,CC_(5%_storage)_Co2,12
12,greedy,709.4786504,140.2620184000001,1,1,Synthetic_2c_Co10,12
13,greedy,709.4786504,140.2620184000001,1,1,Synthetic_2b_Co2,12
14,greedy,748.4312318,101.30943700000012,1,1,Synthetic_2c_Co2,12
15,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,12
0,gp_ucb,567.0097398,282.73092900000006,0,0,,12
1,gp_ucb,567.0097398,282.73092900000006,0,0,CC_(100%_storage)_Co10,12
2,gp_ucb,588.65270775,261.0879610500001,0,0,Synthetic_3_Co10,12
3,gp_ucb,647.8371267499999,201.90354205000017,0,0,Synthetic_3_Co5,12
4,gp_ucb,647.8371267499999,201.90354205000017,0,0,CC_(no_storage)_Co2,12
5,gp_ucb,647.8371267499999,201.90354205000017,0,0,Periodic_C_Co2,12
6,gp_ucb,709.4786504,140.2620184000001,1,1,Synthetic_1a_Co5,12
7,gp_ucb,709.4786504,140.2620184000001,1,1,Synthetic_2c_Co10,12
8,gp_ucb,709.4786504,140.2620184000001,1,1,Synthetic_2b_Co2,12
9,gp_ucb,748.4312318,101.30943700000012,1,1,Synthetic_2c_Co2,12
10,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,12
11,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,12
12,gp_ucb,849.7406688000001,0.0,1,1,Periodic_D_Co2,12
13,gp_ucb,849.7406688000001,0.0,1,1,Periodic_D_Co5,12
14,gp_ucb,849.7406688000001,0.0,1,1,Periodic_A_Co2,12
15,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_1b_Co10,12
0,random,698.60639685,151.13427195000008,1,0,,13
1,random,698.60639685,151.13427195000008,1,0,Periodic_C_Co10,13
2,random,698.60639685,151.13427195000008,1,0,Drive_City1_Co16,13
3,random,698.60639685,151.13427195000008,1,0,Periodic_E_Co5,13
4,random,698.60639685,151.13427195000008,1,0,Drive_City1_Co10,13
5,random,698.60639685,151.13427195000008,1,0,Synthetic_2c_Co5,13
6,random,698.60639685,151.13427195000008,1,0,CC_(no_storage)_Co10,13
7,random,698.60639685,151.13427195000008,1,0,Periodic_D_Co2,13
8,random,698.60639685,151.13427195000008,1,0,Synthetic_2c_Co10,13
9,random,698.60639685,151.13427195000008,1,0,CC_(no_storage)_Co5,13
10,random,698.60639685,151.13427195000008,1,0,Synthetic_2a_Co5,13
11,random,748.4312318,101.30943700000012,1,1,Synthetic_2c_Co2,13
12,random,748.4312318,101.30943700000012,1,1,Periodic_D_Co10,13
13,random,748.4312318,101.30943700000012,1,1,Periodic_D_Co5,13
14,random,748.4312318,101.30943700000012,1,1,Periodic_C_Co2,13
15,random,748.4312318,101.30943700000012,1,1,Synthetic_2b_Co5,13
0,greedy,698.60639685,151.13427195000008,1,0,,13
1,greedy,698.60639685,151.13427195000008,1,0,Synthetic_1b_Co16,13
2,greedy,698.60639685,151.13427195000008,1,0,Synthetic_1a_Co10,13
3,greedy,709.4786504,140.2620184000001,1,1,Synthetic_1a_Co5,13
4,greedy,709.4786504,140.2620184000001,1,1,Synthetic_3_Co5,13
5,greedy,709.4786504,140.2620184000001,1,1,Periodic_A_Co2,13
6,greedy,709.4786504,140.2620184000001,1,1,Periodic_C_Co2,13
7,greedy,709.4786504,140.2620184000001,1,1,Drive_City1_Co10,13
8,greedy,709.4786504,140.2620184000001,1,1,Periodic_B_Co2,13
9,greedy,709.4786504,140.2620184000001,1,1,Periodic_E_Co2,13
10,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,13
11,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,13
12,greedy,849.7406688000001,0.0,1,1,Synthetic_2b_Co5,13
13,greedy,849.7406688000001,0.0,1,1,Synthetic_2b_Co2,13
14,greedy,849.7406688000001,0.0,1,1,Synthetic_2c_Co2,13
15,greedy,849.7406688000001,0.0,1,1,Periodic_D_Co2,13
0,gp_ucb,698.60639685,151.13427195000008,1,0,,13
1,gp_ucb,698.60639685,151.13427195000008,1,0,Synthetic_1b_Co16,13
2,gp_ucb,698.60639685,151.13427195000008,1,0,Synthetic_1a_Co10,13
3,gp_ucb,709.4786504,140.2620184000001,1,1,Synthetic_1a_Co5,13
4,gp_ucb,709.4786504,140.2620184000001,1,1,Synthetic_3_Co5,13
5,gp_ucb,709.4786504,140.2620184000001,1,1,Periodic_A_Co2,13
6,gp_ucb,709.4786504,140.2620184000001,1,1,Periodic_C_Co2,13
7,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,13
8,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,13
9,gp_ucb,849.7406688000001,0.0,1,1,Periodic_D_Co2,13
10,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2b_Co2,13
11,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2c_Co2,13
12,gp_ucb,849.7406688000001,0.0,1,1,Periodic_D_Co5,13
13,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2c_Co5,13
14,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,13
15,gp_ucb,849.7406688000001,0.0,1,1,CC_(no_storage)_Co2,13
0,random,684.419574,165.32109480000008,0,0,,14
1,random,684.419574,165.32109480000008,0,0,Drive_City2_Co16,14
2,random,684.419574,165.32109480000008,0,0,Synthetic_2c_Co10,14
3,random,698.60639685,151.13427195000008,1,0,Synthetic_1b_Co10,14
4,random,698.60639685,151.13427195000008,1,0,Synthetic_1a_Co16,14
5,random,698.60639685,151.13427195000008,1,0,Periodic_E_Co10,14
6,random,698.60639685,151.13427195000008,1,0,CC_(no_storage)_Co10,14
7,random,698.60639685,151.13427195000008,1,0,Periodic_A_Co5,14
8,random,698.60639685,151.13427195000008,1,0,Periodic_C_Co2,14
9,random,698.60639685,151.13427195000008,1,0,Periodic_C_Co10,14
10,random,698.60639685,151.13427195000008,1,0,Synthetic_2a_Co5,14
11,random,698.60639685,151.13427195000008,1,0,Synthetic_2a_Co10,14
12,random,698.60639685,151.13427195000008,1,0,Synthetic_3_Co5,14
13,random,698.60639685,151.13427195000008,1,0,CC_(50%_storage)_Co2,14
14,random,698.60639685,151.13427195000008,1,0,Periodic_E_Co5,14
15,random,698.60639685,151.13427195000008,1,0,CC_(100%_storage)_Co2,14
0,greedy,684.419574,165.32109480000008,0,0,,14
1,greedy,684.419574,165.32109480000008,0,0,Periodic_E_Co2,14
2,greedy,684.419574,165.32109480000008,0,0,Periodic_C_Co2,14
3,greedy,684.419574,165.32109480000008,0,0,Periodic_A_Co2,14
4,greedy,709.4786504,140.2620184000001,1,1,Synthetic_1a_Co5,14
5,greedy,709.4786504,140.2620184000001,1,1,Synthetic_3_Co5,14
6,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,14
7,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,14
8,greedy,849.7406688000001,0.0,1,1,Synthetic_2b_Co2,14
9,greedy,849.7406688000001,0.0,1,1,Synthetic_2c_Co2,14
10,greedy,849.7406688000001,0.0,1,1,Synthetic_1b_Co10,14
11,greedy,849.7406688000001,0.0,1,1,Synthetic_2c_Co5,14
12,greedy,849.7406688000001,0.0,1,1,CC_(no_storage)_Co2,14
13,greedy,849.7406688000001,0.0,1,1,CC_(5%_storage)_Co2,14
14,greedy,849.7406688000001,0.0,1,1,Synthetic_2a_Co10,14
15,greedy,849.7406688000001,0.0,1,1,Synthetic_1b_Co16,14
0,gp_ucb,684.419574,165.32109480000008,0,0,,14
1,gp_ucb,684.419574,165.32109480000008,0,0,Periodic_E_Co2,14
2,gp_ucb,684.419574,165.32109480000008,0,0,Periodic_C_Co2,14
3,gp_ucb,684.419574,165.32109480000008,0,0,Periodic_A_Co2,14
4,gp_ucb,709.4786504,140.2620184000001,1,1,Synthetic_1a_Co5,14
5,gp_ucb,709.4786504,140.2620184000001,1,1,Synthetic_3_Co5,14
6,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,14
7,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2b_Co2,14
8,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2a_Co5,14
9,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_1b_Co10,14
10,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2c_Co2,14
11,gp_ucb,849.7406688000001,0.0,1,1,CC_(no_storage)_Co2,14
12,gp_ucb,849.7406688000001,0.0,1,1,Synthetic_2c_Co5,14
13,gp_ucb,849.7406688000001,0.0,1,1,CC_(no_storage)_Co10,14
14,gp_ucb,849.7406688000001,0.0,1,1,CC_(100%_storage)_Co2,14
15,gp_ucb,849.7406688000001,0.0,1,1,Drive_City1_Co10,14
0,random,637.38784285,212.35282595000012,0,0,,15
1,random,686.5946031000001,163.1460657,0,0,Synthetic_2a_Co5,15
2,random,686.5946031000001,163.1460657,0,0,Periodic_C_Co2,15
3,random,686.5946031000001,163.1460657,0,0,Periodic_B_Co5,15
4,random,686.5946031000001,163.1460657,0,0,CC_(50%_storage)_Co5,15
5,random,686.5946031000001,163.1460657,0,0,Drive_City1_Co10,15
6,random,849.7406688000001,0.0,1,1,Synthetic_2a_Co2,15
7,random,849.7406688000001,0.0,1,1,Synthetic_2c_Co5,15
8,random,849.7406688000001,0.0,1,1,Synthetic_3_Co10,15
9,random,849.7406688000001,0.0,1,1,Periodic_B_Co10,15
10,random,849.7406688000001,0.0,1,1,CC_(5%_storage)_Co5,15
11,random,849.7406688000001,0.0,1,1,CC_(100%_storage)_Co2,15
12,random,849.7406688000001,0.0,1,1,CC_(50%_storage)_Co10,15
13,random,849.7406688000001,0.0,1,1,CC_(5%_storage)_Co10,15
14,random,849.7406688000001,0.0,1,1,Synthetic_1a_Co16,15
15,random,849.7406688000001,0.0,1,1,Synthetic_1b_Co10,15
0,greedy,637.38784285,212.35282595000012,0,0,,15
1,greedy,644.5142754,205.22639340000012,0,0,Periodic_B_Co2,15
2,greedy,644.5142754,205.22639340000012,0,0,Periodic_E_Co2,15
3,greedy,644.5142754,205.22639340000012,0,0,Periodic_C_Co2,15
4,greedy,644.5142754,205.22639340000012,0,0,Periodic_E_Co5,15
5,greedy,644.5142754,205.22639340000012,0,0,Periodic_D_Co10,15
6,greedy,709.4786504,140.2620184000001,1,1,Synthetic_1a_Co5,15
7,greedy,709.4786504,140.2620184000001,1,1,Synthetic_3_Co5,15
8,greedy,709.4786504,140.2620184000001,1,1,Periodic_D_Co2,15
