strategy,target,n_seeds,final_pct_deviation_mean,final_pct_deviation_std,final_pct_deviation_ci_95_lower,final_pct_deviation_ci_95_upper
random,Coer,30,12.967532467532473,6.0008037484263905,10.867071367599545,15.100882568136093
greedy,Coer,30,27.971983415645393,29.681522459104954,17.941469270166458,38.01619337235533
gp_ucb,Coer,30,26.970672519968296,28.57493371856115,16.943517925736238,37.59340893847936
expected_improvement,Coer,30,3.0757880617035602,3.6249356421449113,1.874259953661366,4.446824126577654
noisy_expected_improvement,Coer,30,2.8384549722577934,4.017119811858887,1.5112889457959902,4.326343668069026
thompson,Coer,30,4.4543015669776285,10.653141498726324,1.8434691482226726,8.832007956831905
