step,strategy,seed,best_simulated_lifetime,best_reference_mean,simple_regret,hit_top_10_pct,hit_top_5_pct,queried_policy_id,budget
10,greedy,4,1114.0,1013.82,73.12,1,0,ATTIA_P009,30
11,greedy,4,1114.0,1013.82,73.12,1,0,ATTIA_P010,30
12,greedy,4,1114.0,1013.82,73.12,1,0,ATTIA_P011,30
13,greedy,4,1114.0,1013.82,73.12,1,0,ATTIA_P012,30
14,greedy,4,1114.0,1013.82,73.12,1,0,ATTIA_P013,30
15,greedy,4,1170.0,1049.82,37.12000000000012,1,1,ATTIA_P014,30
16,greedy,4,1170.0,1049.82,37.12000000000012,1,1,ATTIA_P029,30
17,greedy,4,1170.0,1049.82,37.12000000000012,1,1,ATTIA_P015,30
18,greedy,4,1170.0,1049.82,37.12000000000012,1,1,ATTIA_P016,30
19,greedy,4,1213.0,1049.82,37.12000000000012,1,1,ATTIA_P017,30
20,greedy,4,1213.0,1049.82,37.12000000000012,1,1,ATTIA_P032,30
21,greedy,4,1213.0,1049.82,37.12000000000012,1,1,ATTIA_P021,30
22,greedy,4,1213.0,1049.82,37.12000000000012,1,1,ATTIA_P035,30
23,greedy,4,1213.0,1049.82,37.12000000000012,1,1,ATTIA_P020,30
24,greedy,4,1213.0,1049.82,37.12000000000012,1,1,ATTIA_P031,30
25,greedy,4,1213.0,1049.82,37.12000000000012,1,1,ATTIA_P040,30
0,gp_ucb,4,990.0,836.38,250.56000000000006,0,0,,30
1,gp_ucb,4,990.0,861.82,225.12,0,0,ATTIA_P081,30
2,gp_ucb,4,1081.0,861.82,225.12,0,0,ATTIA_P133,30
3,gp_ucb,4,1081.0,861.82,225.12,0,0,ATTIA_P097,30
4,gp_ucb,4,1081.0,861.82,225.12,0,0,ATTIA_P128,30
5,gp_ucb,4,1081.0,948.06,138.8800000000001,0,0,ATTIA_P000,30
6,gp_ucb,4,1081.0,948.06,138.8800000000001,0,0,ATTIA_P002,30
7,gp_ucb,4,1081.0,966.98,119.96000000000004,0,0,ATTIA_P003,30
8,gp_ucb,4,1081.0,966.98,119.96000000000004,0,0,ATTIA_P004,30
9,gp_ucb,4,1081.0,966.98,119.96000000000004,0,0,ATTIA_P005,30
10,gp_ucb,4,1081.0,1013.82,73.12,1,0,ATTIA_P006,30
11,gp_ucb,4,1353.0,1013.82,73.12,1,0,ATTIA_P007,30
12,gp_ucb,4,1353.0,1013.82,73.12,1,0,ATTIA_P008,30
13,gp_ucb,4,1353.0,1013.82,73.12,1,0,ATTIA_P009,30
14,gp_ucb,4,1353.0,1013.82,73.12,1,0,ATTIA_P010,30
15,gp_ucb,4,1353.0,1013.82,73.12,1,0,ATTIA_P011,30
16,gp_ucb,4,1353.0,1013.82,73.12,1,0,ATTIA_P012,30
17,gp_ucb,4,1353.0,1013.82,73.12,1,0,ATTIA_P013,30
18,gp_ucb,4,1353.0,1049.82,37.12000000000012,1,1,ATTIA_P014,30
19,gp_ucb,4,1353.0,1049.82,37.12000000000012,1,1,ATTIA_P015,30
20,gp_ucb,4,1353.0,1049.82,37.12000000000012,1,1,ATTIA_P016,30
21,gp_ucb,4,1353.0,1049.82,37.12000000000012,1,1,ATTIA_P017,30
22,gp_ucb,4,1353.0,1049.82,37.12000000000012,1,1,ATTIA_P018,30
23,gp_ucb,4,1353.0,1049.82,37.12000000000012,1,1,ATTIA_P019,30
24,gp_ucb,4,1353.0,1049.82,37.12000000000012,1,1,ATTIA_P020,30
25,gp_ucb,4,1353.0,1049.82,37.12000000000012,1,1,ATTIA_P021,30
0,random,5,994.0,971.82,115.12,0,0,,30
1,random,5,994.0,971.82,115.12,0,0,ATTIA_P096,30
2,random,5,1180.0,971.82,115.12,0,0,ATTIA_P069,30
3,random,5,1180.0,993.3,93.6400000000001,1,0,ATTIA_P130,30
4,random,5,1180.0,993.3,93.6400000000001,1,0,ATTIA_P201,30
5,random,5,1180.0,993.3,93.6400000000001,1,0,ATTIA_P184,30
6,random,5,1180.0,993.3,93.6400000000001,1,0,ATTIA_P044,30
7,random,5,1180.0,993.3,93.6400000000001,1,0,ATTIA_P036,30
8,random,5,1180.0,993.3,93.6400000000001,1,0,ATTIA_P086,30
9,random,5,1180.0,993.3,93.6400000000001,1,0,ATTIA_P143,30
10,random,5,1180.0,993.3,93.6400000000001,1,0,ATTIA_P075,30
11,random,5,1180.0,993.3,93.6400000000001,1,0,ATTIA_P050,30
12,random,5,1180.0,993.3,93.6400000000001,1,0,ATTIA_P026,30
13,random,5,1180.0,993.3,93.6400000000001,1,0,ATTIA_P091,30
14,random,5,1180.0,1003.88,83.06000000000006,1,0,ATTIA_P107,30
15,random,5,1180.0,1003.88,83.06000000000006,1,0,ATTIA_P199,30
16,random,5,1180.0,1003.88,83.06000000000006,1,0,ATTIA_P177,30
17,random,5,1180.0,1003.88,83.06000000000006,1,0,ATTIA_P013,30
18,random,5,1180.0,1003.88,83.06000000000006,1,0,ATTIA_P102,30
19,random,5,1180.0,1003.88,83.06000000000006,1,0,ATTIA_P018,30
20,random,5,1180.0,1054.38,32.559999999999945,1,1,ATTIA_P054,30
21,random,5,1180.0,1054.38,32.559999999999945,1,1,ATTIA_P114,30
22,random,5,1180.0,1054.38,32.559999999999945,1,1,ATTIA_P174,30
23,random,5,1180.0,1054.38,32.559999999999945,1,1,ATTIA_P140,30
24,random,5,1180.0,1054.38,32.559999999999945,1,1,ATTIA_P180,30
25,random,5,1180.0,1054.38,32.559999999999945,1,1,ATTIA_P019,30
0,greedy,5,994.0,971.82,115.12,0,0,,30
1,greedy,5,994.0,1026.3,60.6400000000001,1,1,ATTIA_P055,30
2,greedy,5,994.0,1026.3,60.6400000000001,1,1,ATTIA_P056,30
3,greedy,5,994.0,1026.3,60.6400000000001,1,1,ATTIA_P081,30
4,greedy,5,1026.0,1026.3,60.6400000000001,1,1,ATTIA_P085,30
5,greedy,5,1026.0,1026.3,60.6400000000001,1,1,ATTIA_P120,30
6,greedy,5,1189.0,1026.3,60.6400000000001,1,1,ATTIA_P119,30
7,greedy,5,1189.0,1026.3,60.6400000000001,1,1,ATTIA_P084,30
8,greedy,5,1189.0,1026.3,60.6400000000001,1,1,ATTIA_P000,30
9,greedy,5,1189.0,1026.3,60.6400000000001,1,1,ATTIA_P117,30
10,greedy,5,1189.0,1026.3,60.6400000000001,1,1,ATTIA_P082,30
11,greedy,5,1189.0,1049.82,37.12000000000012,1,1,ATTIA_P014,30
12,greedy,5,1189.0,1049.82,37.12000000000012,1,1,ATTIA_P031,30
13,greedy,5,1388.0,1049.82,37.12000000000012,1,1,ATTIA_P003,30
14,greedy,5,1388.0,1049.82,37.12000000000012,1,1,ATTIA_P001,30
15,greedy,5,1388.0,1049.82,37.12000000000012,1,1,ATTIA_P002,30
16,greedy,5,1388.0,1049.82,37.12000000000012,1,1,ATTIA_P004,30
17,greedy,5,1388.0,1049.82,37.12000000000012,1,1,ATTIA_P089,30
18,greedy,5,1388.0,1049.82,37.12000000000012,1,1,ATTIA_P005,30
19,greedy,5,1388.0,1049.82,37.12000000000012,1,1,ATTIA_P006,30
20,greedy,5,1388.0,1049.82,37.12000000000012,1,1,ATTIA_P007,30
21,greedy,5,1388.0,1049.82,37.12000000000012,1,1,ATTIA_P008,30
22,greedy,5,1388.0,1049.82,37.12000000000012,1,1,ATTIA_P009,30
23,greedy,5,1388.0,1049.82,37.12000000000012,1,1,ATTIA_P010,30
24,greedy,5,1388.0,1049.82,37.12000000000012,1,1,ATTIA_P011,30
25,greedy,5,1388.0,1049.82,37.12000000000012,1,1,ATTIA_P012,30
0,gp_ucb,5,994.0,971.82,115.12,0,0,,30
1,gp_ucb,5,994.0,1026.3,60.6400000000001,1,1,ATTIA_P055,30
2,gp_ucb,5,994.0,1026.3,60.6400000000001,1,1,ATTIA_P033,30
3,gp_ucb,5,994.0,1026.3,60.6400000000001,1,1,ATTIA_P081,30
4,gp_ucb,5,1026.0,1026.3,60.6400000000001,1,1,ATTIA_P085,30
5,gp_ucb,5,1026.0,1026.3,60.6400000000001,1,1,ATTIA_P120,30
6,gp_ucb,5,1026.0,1026.3,60.6400000000001,1,1,ATTIA_P056,30
7,gp_ucb,5,1026.0,1026.3,60.6400000000001,1,1,ATTIA_P086,30
8,gp_ucb,5,1026.0,1026.3,60.6400000000001,1,1,ATTIA_P121,30
9,gp_ucb,5,1026.0,1026.3,60.6400000000001,1,1,ATTIA_P087,30
10,gp_ucb,5,1026.0,1026.3,60.6400000000001,1,1,ATTIA_P122,30
11,gp_ucb,5,1026.0,1026.3,60.6400000000001,1,1,ATTIA_P057,30
12,gp_ucb,5,1026.0,1049.82,37.12000000000012,1,1,ATTIA_P014,30
13,gp_ucb,5,1026.0,1049.82,37.12000000000012,1,1,ATTIA_P031,30
14,gp_ucb,5,1031.0,1049.82,37.12000000000012,1,1,ATTIA_P003,30
15,gp_ucb,5,1103.0,1054.38,32.559999999999945,1,1,ATTIA_P054,30
16,gp_ucb,5,1103.0,1054.38,32.559999999999945,1,1,ATTIA_P084,30
17,gp_ucb,5,1103.0,1065.68,21.25999999999999,1,1,ATTIA_P083,30
18,gp_ucb,5,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P118,30
19,gp_ucb,5,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P000,30
20,gp_ucb,5,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P001,30
21,gp_ucb,5,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P091,30
22,gp_ucb,5,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P127,30
23,gp_ucb,5,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P002,30
24,gp_ucb,5,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P004,30
25,gp_ucb,5,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P005,30
0,random,6,901.0,1013.82,73.12,1,0,,30
1,random,6,901.0,1013.82,73.12,1,0,ATTIA_P116,30
2,random,6,901.0,1013.82,73.12,1,0,ATTIA_P034,30
3,random,6,901.0,1013.82,73.12,1,0,ATTIA_P033,30
4,random,6,901.0,1013.82,73.12,1,0,ATTIA_P039,30
5,random,6,901.0,1013.82,73.12,1,0,ATTIA_P059,30
6,random,6,901.0,1013.82,73.12,1,0,ATTIA_P217,30
7,random,6,901.0,1013.82,73.12,1,0,ATTIA_P100,30
8,random,6,901.0,1013.82,73.12,1,0,ATTIA_P174,30
9,random,6,901.0,1013.82,73.12,1,0,ATTIA_P082,30
10,random,6,901.0,1013.82,73.12,1,0,ATTIA_P081,30
11,random,6,901.0,1013.82,73.12,1,0,ATTIA_P216,30
12,random,6,901.0,1013.82,73.12,1,0,ATTIA_P138,30
13,random,6,901.0,1013.82,73.12,1,0,ATTIA_P101,30
14,random,6,901.0,1013.82,73.12,1,0,ATTIA_P141,30
15,random,6,1086.0,1038.68,48.25999999999999,1,1,ATTIA_P109,30
16,random,6,1086.0,1038.68,48.25999999999999,1,1,ATTIA_P140,30
17,random,6,1086.0,1038.68,48.25999999999999,1,1,ATTIA_P126,30
18,random,6,1086.0,1038.68,48.25999999999999,1,1,ATTIA_P207,30
19,random,6,1086.0,1038.68,48.25999999999999,1,1,ATTIA_P108,30
20,random,6,1086.0,1038.68,48.25999999999999,1,1,ATTIA_P055,30
21,random,6,1086.0,1038.68,48.25999999999999,1,1,ATTIA_P072,30
22,random,6,1086.0,1038.68,48.25999999999999,1,1,ATTIA_P176,30
23,random,6,1086.0,1038.68,48.25999999999999,1,1,ATTIA_P007,30
24,random,6,1086.0,1038.68,48.25999999999999,1,1,ATTIA_P110,30
25,random,6,1101.0,1038.68,48.25999999999999,1,1,ATTIA_P095,30
0,greedy,6,901.0,1013.82,73.12,1,0,,30
1,greedy,6,901.0,1013.82,73.12,1,0,ATTIA_P016,30
2,greedy,6,901.0,1013.82,73.12,1,0,ATTIA_P019,30
3,greedy,6,1119.0,1013.82,73.12,1,0,ATTIA_P004,30
4,greedy,6,1119.0,1013.82,73.12,1,0,ATTIA_P003,30
5,greedy,6,1119.0,1013.82,73.12,1,0,ATTIA_P007,30
6,greedy,6,1119.0,1013.82,73.12,1,0,ATTIA_P000,30
7,greedy,6,1119.0,1013.82,73.12,1,0,ATTIA_P017,30
8,greedy,6,1119.0,1049.82,37.12000000000012,1,1,ATTIA_P014,30
9,greedy,6,1119.0,1049.82,37.12000000000012,1,1,ATTIA_P029,30
10,greedy,6,1201.0,1051.88,35.059999999999945,1,1,ATTIA_P049,30
11,greedy,6,1201.0,1051.88,35.059999999999945,1,1,ATTIA_P074,30
12,greedy,6,1201.0,1051.88,35.059999999999945,1,1,ATTIA_P107,30
13,greedy,6,1201.0,1051.88,35.059999999999945,1,1,ATTIA_P141,30
14,greedy,6,1201.0,1051.88,35.059999999999945,1,1,ATTIA_P077,30
15,greedy,6,1201.0,1051.88,35.059999999999945,1,1,ATTIA_P105,30
16,greedy,6,1201.0,1057.26,29.680000000000064,1,1,ATTIA_P106,30
17,greedy,6,1201.0,1057.26,29.680000000000064,1,1,ATTIA_P048,30
18,greedy,6,1201.0,1057.26,29.680000000000064,1,1,ATTIA_P028,30
19,greedy,6,1201.0,1057.26,29.680000000000064,1,1,ATTIA_P075,30
20,greedy,6,1201.0,1057.26,29.680000000000064,1,1,ATTIA_P013,30
21,greedy,6,1201.0,1057.26,29.680000000000064,1,1,ATTIA_P108,30
22,greedy,6,1201.0,1057.26,29.680000000000064,1,1,ATTIA_P076,30
23,greedy,6,1201.0,1057.26,29.680000000000064,1,1,ATTIA_P051,30
24,greedy,6,1201.0,1057.26,29.680000000000064,1,1,ATTIA_P110,30
25,greedy,6,1201.0,1057.26,29.680000000000064,1,1,ATTIA_P181,30
0,gp_ucb,6,901.0,1013.82,73.12,1,0,,30
1,gp_ucb,6,901.0,1013.82,73.12,1,0,ATTIA_P016,30
2,gp_ucb,6,901.0,1013.82,73.12,1,0,ATTIA_P182,30
3,gp_ucb,6,901.0,1013.82,73.12,1,0,ATTIA_P009,30
4,gp_ucb,6,1022.0,1013.82,73.12,1,0,ATTIA_P004,30
5,gp_ucb,6,1022.0,1013.82,73.12,1,0,ATTIA_P000,30
6,gp_ucb,6,1022.0,1049.82,37.12000000000012,1,1,ATTIA_P014,30
7,gp_ucb,6,1022.0,1049.82,37.12000000000012,1,1,ATTIA_P003,30
8,gp_ucb,6,1236.0,1049.82,37.12000000000012,1,1,ATTIA_P048,30
9,gp_ucb,6,1236.0,1049.82,37.12000000000012,1,1,ATTIA_P105,30
10,gp_ucb,6,1236.0,1049.82,37.12000000000012,1,1,ATTIA_P028,30
11,gp_ucb,6,1236.0,1049.82,37.12000000000012,1,1,ATTIA_P074,30
12,gp_ucb,6,1236.0,1057.26,29.680000000000064,1,1,ATTIA_P106,30
13,gp_ucb,6,1236.0,1057.26,29.680000000000064,1,1,ATTIA_P013,30
14,gp_ucb,6,1236.0,1057.26,29.680000000000064,1,1,ATTIA_P075,30
15,gp_ucb,6,1236.0,1057.26,29.680000000000064,1,1,ATTIA_P049,30
16,gp_ucb,6,1236.0,1057.26,29.680000000000064,1,1,ATTIA_P029,30
17,gp_ucb,6,1236.0,1057.26,29.680000000000064,1,1,ATTIA_P005,30
18,gp_ucb,6,1254.0,1057.26,29.680000000000064,1,1,ATTIA_P107,30
19,gp_ucb,6,1254.0,1057.26,29.680000000000064,1,1,ATTIA_P141,30
20,gp_ucb,6,1254.0,1057.26,29.680000000000064,1,1,ATTIA_P076,30
21,gp_ucb,6,1254.0,1057.26,29.680000000000064,1,1,ATTIA_P109,30
22,gp_ucb,6,1254.0,1057.26,29.680000000000064,1,1,ATTIA_P143,30
23,gp_ucb,6,1254.0,1086.94,0.0,1,1,ATTIA_P113,30
24,gp_ucb,6,1254.0,1086.94,0.0,1,1,ATTIA_P184,30
25,gp_ucb,6,1254.0,1086.94,0.0,1,1,ATTIA_P147,30
0,random,7,987.0,1049.82,37.12000000000012,1,1,,30
1,random,7,987.0,1049.82,37.12000000000012,1,1,ATTIA_P011,30
2,random,7,1163.0,1049.82,37.12000000000012,1,1,ATTIA_P089,30
3,random,7,1163.0,1049.82,37.12000000000012,1,1,ATTIA_P213,30
4,random,7,1163.0,1049.82,37.12000000000012,1,1,ATTIA_P154,30
5,random,7,1163.0,1049.82,37.12000000000012,1,1,ATTIA_P120,30
6,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P058,30
7,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P114,30
8,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P146,30
9,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P193,30
10,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P034,30
11,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P067,30
12,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P103,30
13,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P105,30
14,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P084,30
15,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P134,30
16,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P148,30
17,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P189,30
18,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P107,30
19,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P191,30
20,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P104,30
21,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P164,30
22,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P112,30
23,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P209,30
24,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P044,30
25,random,7,1257.0,1049.82,37.12000000000012,1,1,ATTIA_P087,30
0,greedy,7,987.0,1049.82,37.12000000000012,1,1,,30
1,greedy,7,987.0,1049.82,37.12000000000012,1,1,ATTIA_P061,30
2,greedy,7,987.0,1049.82,37.12000000000012,1,1,ATTIA_P091,30
3,greedy,7,987.0,1049.82,37.12000000000012,1,1,ATTIA_P041,30
4,greedy,7,987.0,1049.82,37.12000000000012,1,1,ATTIA_P178,30
5,greedy,7,1118.0,1049.82,37.12000000000012,1,1,ATTIA_P056,30
6,greedy,7,1118.0,1049.82,37.12000000000012,1,1,ATTIA_P086,30
7,greedy,7,1118.0,1049.82,37.12000000000012,1,1,ATTIA_P032,30
8,greedy,7,1243.0,1049.82,37.12000000000012,1,1,ATTIA_P081,30
9,greedy,7,1243.0,1049.82,37.12000000000012,1,1,ATTIA_P052,30
10,greedy,7,1243.0,1049.82,37.12000000000012,1,1,ATTIA_P116,30
11,greedy,7,1243.0,1049.82,37.12000000000012,1,1,ATTIA_P127,30
12,greedy,7,1243.0,1049.82,37.12000000000012,1,1,ATTIA_P097,30
13,greedy,7,1243.0,1049.82,37.12000000000012,1,1,ATTIA_P133,30
14,greedy,7,1243.0,1049.82,37.12000000000012,1,1,ATTIA_P066,30
15,greedy,7,1243.0,1049.82,37.12000000000012,1,1,ATTIA_P111,30
16,greedy,7,1243.0,1049.82,37.12000000000012,1,1,ATTIA_P077,30
17,greedy,7,1243.0,1051.88,35.059999999999945,1,1,ATTIA_P049,30
18,greedy,7,1243.0,1051.88,35.059999999999945,1,1,ATTIA_P029,30
19,greedy,7,1243.0,1051.88,35.059999999999945,1,1,ATTIA_P074,30
20,greedy,7,1243.0,1051.88,35.059999999999945,1,1,ATTIA_P107,30
21,greedy,7,1243.0,1051.88,35.059999999999945,1,1,ATTIA_P141,30
22,greedy,7,1243.0,1051.88,35.059999999999945,1,1,ATTIA_P145,30
23,greedy,7,1243.0,1051.88,35.059999999999945,1,1,ATTIA_P150,30
24,greedy,7,1243.0,1051.88,35.059999999999945,1,1,ATTIA_P182,30
25,greedy,7,1243.0,1051.88,35.059999999999945,1,1,ATTIA_P110,30
0,gp_ucb,7,987.0,1049.82,37.12000000000012,1,1,,30
1,gp_ucb,7,987.0,1049.82,37.12000000000012,1,1,ATTIA_P061,30
2,gp_ucb,7,987.0,1049.82,37.12000000000012,1,1,ATTIA_P066,30
3,gp_ucb,7,987.0,1049.82,37.12000000000012,1,1,ATTIA_P178,30
4,gp_ucb,7,987.0,1049.82,37.12000000000012,1,1,ATTIA_P091,30
5,gp_ucb,7,987.0,1049.82,37.12000000000012,1,1,ATTIA_P097,30
6,gp_ucb,7,1011.0,1049.82,37.12000000000012,1,1,ATTIA_P133,30
7,gp_ucb,7,1011.0,1049.82,37.12000000000012,1,1,ATTIA_P041,30
8,gp_ucb,7,1011.0,1049.82,37.12000000000012,1,1,ATTIA_P056,30
9,gp_ucb,7,1011.0,1049.82,37.12000000000012,1,1,ATTIA_P017,30
10,gp_ucb,7,1011.0,1049.82,37.12000000000012,1,1,ATTIA_P173,30
11,gp_ucb,7,1011.0,1049.82,37.12000000000012,1,1,ATTIA_P039,30
12,gp_ucb,7,1011.0,1049.82,37.12000000000012,1,1,ATTIA_P098,30
13,gp_ucb,7,1011.0,1049.82,37.12000000000012,1,1,ATTIA_P132,30
14,gp_ucb,7,1011.0,1049.82,37.12000000000012,1,1,ATTIA_P222,30
15,gp_ucb,7,1011.0,1049.82,37.12000000000012,1,1,ATTIA_P220,30
16,gp_ucb,7,1011.0,1049.82,37.12000000000012,1,1,ATTIA_P037,30
17,gp_ucb,7,1048.0,1049.82,37.12000000000012,1,1,ATTIA_P062,30
18,gp_ucb,7,1048.0,1049.82,37.12000000000012,1,1,ATTIA_P092,30
19,gp_ucb,7,1048.0,1049.82,37.12000000000012,1,1,ATTIA_P057,30
20,gp_ucb,7,1048.0,1049.82,37.12000000000012,1,1,ATTIA_P042,30
21,gp_ucb,7,1048.0,1049.82,37.12000000000012,1,1,ATTIA_P018,30
22,gp_ucb,7,1048.0,1049.82,37.12000000000012,1,1,ATTIA_P087,30
23,gp_ucb,7,1048.0,1049.82,37.12000000000012,1,1,ATTIA_P033,30
24,gp_ucb,7,1048.0,1049.82,37.12000000000012,1,1,ATTIA_P060,30
25,gp_ucb,7,1055.0,1049.82,37.12000000000012,1,1,ATTIA_P021,30
0,random,8,932.0,1086.94,0.0,1,1,,30
1,random,8,932.0,1086.94,0.0,1,1,ATTIA_P077,30
2,random,8,932.0,1086.94,0.0,1,1,ATTIA_P152,30
3,random,8,932.0,1086.94,0.0,1,1,ATTIA_P178,30
4,random,8,932.0,1086.94,0.0,1,1,ATTIA_P138,30
5,random,8,932.0,1086.94,0.0,1,1,ATTIA_P167,30
6,random,8,932.0,1086.94,0.0,1,1,ATTIA_P044,30
7,random,8,932.0,1086.94,0.0,1,1,ATTIA_P216,30
8,random,8,932.0,1086.94,0.0,1,1,ATTIA_P205,30
9,random,8,938.0,1086.94,0.0,1,1,ATTIA_P031,30
10,random,8,938.0,1086.94,0.0,1,1,ATTIA_P100,30
11,random,8,982.0,1086.94,0.0,1,1,ATTIA_P123,30
12,random,8,982.0,1086.94,0.0,1,1,ATTIA_P121,30
13,random,8,982.0,1086.94,0.0,1,1,ATTIA_P195,30
14,random,8,982.0,1086.94,0.0,1,1,ATTIA_P053,30
15,random,8,982.0,1086.94,0.0,1,1,ATTIA_P027,30
16,random,8,982.0,1086.94,0.0,1,1,ATTIA_P218,30
17,random,8,982.0,1086.94,0.0,1,1,ATTIA_P030,30
18,random,8,982.0,1086.94,0.0,1,1,ATTIA_P217,30
19,random,8,982.0,1086.94,0.0,1,1,ATTIA_P184,30
20,random,8,982.0,1086.94,0.0,1,1,ATTIA_P059,30
21,random,8,982.0,1086.94,0.0,1,1,ATTIA_P212,30
22,random,8,982.0,1086.94,0.0,1,1,ATTIA_P137,30
23,random,8,982.0,1086.94,0.0,1,1,ATTIA_P060,30
24,random,8,982.0,1086.94,0.0,1,1,ATTIA_P155,30
25,random,8,982.0,1086.94,0.0,1,1,ATTIA_P102,30
0,greedy,8,932.0,1086.94,0.0,1,1,,30
1,greedy,8,932.0,1086.94,0.0,1,1,ATTIA_P090,30
2,greedy,8,932.0,1086.94,0.0,1,1,ATTIA_P094,30
3,greedy,8,932.0,1086.94,0.0,1,1,ATTIA_P095,30
4,greedy,8,932.0,1086.94,0.0,1,1,ATTIA_P088,30
5,greedy,8,932.0,1086.94,0.0,1,1,ATTIA_P084,30
6,greedy,8,1014.0,1086.94,0.0,1,1,ATTIA_P085,30
7,greedy,8,1014.0,1086.94,0.0,1,1,ATTIA_P081,30
8,greedy,8,1014.0,1086.94,0.0,1,1,ATTIA_P055,30
9,greedy,8,1091.0,1086.94,0.0,1,1,ATTIA_P059,30
10,greedy,8,1091.0,1086.94,0.0,1,1,ATTIA_P035,30
11,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P054,30
12,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P051,30
13,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P034,30
14,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P058,30
15,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P031,30
16,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P049,30
17,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P080,30
18,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P076,30
19,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P115,30
20,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P052,30
21,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P029,30
22,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P030,30
23,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P038,30
24,greedy,8,1308.0,1086.94,0.0,1,1,ATTIA_P039,30
25,greedy,8,1324.0,1086.94,0.0,1,1,ATTIA_P014,30
0,gp_ucb,8,932.0,1086.94,0.0,1,1,,30
1,gp_ucb,8,932.0,1086.94,0.0,1,1,ATTIA_P090,30
2,gp_ucb,8,932.0,1086.94,0.0,1,1,ATTIA_P094,30
3,gp_ucb,8,1061.0,1086.94,0.0,1,1,ATTIA_P059,30
4,gp_ucb,8,1061.0,1086.94,0.0,1,1,ATTIA_P035,30
5,gp_ucb,8,1061.0,1086.94,0.0,1,1,ATTIA_P034,30
6,gp_ucb,8,1295.0,1086.94,0.0,1,1,ATTIA_P055,30
7,gp_ucb,8,1295.0,1086.94,0.0,1,1,ATTIA_P032,30
8,gp_ucb,8,1295.0,1086.94,0.0,1,1,ATTIA_P084,30
9,gp_ucb,8,1295.0,1086.94,0.0,1,1,ATTIA_P080,30
10,gp_ucb,8,1295.0,1086.94,0.0,1,1,ATTIA_P085,30
11,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P054,30
12,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P031,30
13,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P051,30
14,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P052,30
15,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P088,30
16,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P079,30
17,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P060,30
18,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P058,30
19,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P077,30
20,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P114,30
21,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P063,30
22,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P017,30
23,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P021,30
24,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P018,30
