step,strategy,seed,best_simulated_lifetime,best_reference_mean,simple_regret,hit_top_10_pct,hit_top_5_pct,queried_policy_id,budget
25,gp_ucb,8,1308.0,1086.94,0.0,1,1,ATTIA_P020,30
0,random,9,1158.0,954.68,132.2600000000001,0,0,,30
1,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P162,30
2,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P203,30
3,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P057,30
4,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P173,30
5,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P086,30
6,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P066,30
7,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P047,30
8,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P183,30
9,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P187,30
10,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P177,30
11,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P149,30
12,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P121,30
13,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P196,30
14,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P040,30
15,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P112,30
16,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P201,30
17,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P214,30
18,random,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P122,30
19,random,9,1158.0,1015.38,71.56000000000006,1,1,ATTIA_P038,30
20,random,9,1158.0,1049.82,37.12000000000012,1,1,ATTIA_P014,30
21,random,9,1158.0,1049.82,37.12000000000012,1,1,ATTIA_P085,30
22,random,9,1158.0,1049.82,37.12000000000012,1,1,ATTIA_P157,30
23,random,9,1158.0,1049.82,37.12000000000012,1,1,ATTIA_P079,30
24,random,9,1158.0,1049.82,37.12000000000012,1,1,ATTIA_P031,30
25,random,9,1158.0,1049.82,37.12000000000012,1,1,ATTIA_P209,30
0,greedy,9,1158.0,954.68,132.2600000000001,0,0,,30
1,greedy,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P076,30
2,greedy,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P080,30
3,greedy,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P077,30
4,greedy,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P000,30
5,greedy,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P001,30
6,greedy,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P002,30
7,greedy,9,1158.0,966.98,119.96000000000004,0,0,ATTIA_P003,30
8,greedy,9,1158.0,966.98,119.96000000000004,0,0,ATTIA_P004,30
9,greedy,9,1158.0,966.98,119.96000000000004,0,0,ATTIA_P005,30
10,greedy,9,1158.0,1013.82,73.12,1,0,ATTIA_P006,30
11,greedy,9,1158.0,1013.82,73.12,1,0,ATTIA_P007,30
12,greedy,9,1158.0,1013.82,73.12,1,0,ATTIA_P008,30
13,greedy,9,1158.0,1013.82,73.12,1,0,ATTIA_P009,30
14,greedy,9,1158.0,1013.82,73.12,1,0,ATTIA_P010,30
15,greedy,9,1158.0,1026.3,60.6400000000001,1,1,ATTIA_P055,30
16,greedy,9,1158.0,1026.3,60.6400000000001,1,1,ATTIA_P035,30
17,greedy,9,1158.0,1026.3,60.6400000000001,1,1,ATTIA_P114,30
18,greedy,9,1158.0,1026.3,60.6400000000001,1,1,ATTIA_P084,30
19,greedy,9,1168.0,1026.3,60.6400000000001,1,1,ATTIA_P051,30
20,greedy,9,1168.0,1026.3,60.6400000000001,1,1,ATTIA_P031,30
21,greedy,9,1227.0,1026.3,60.6400000000001,1,1,ATTIA_P079,30
22,greedy,9,1244.0,1054.38,32.559999999999945,1,1,ATTIA_P054,30
23,greedy,9,1244.0,1054.38,32.559999999999945,1,1,ATTIA_P034,30
24,greedy,9,1244.0,1054.38,32.559999999999945,1,1,ATTIA_P118,30
25,greedy,9,1244.0,1054.38,32.559999999999945,1,1,ATTIA_P144,30
0,gp_ucb,9,1158.0,954.68,132.2600000000001,0,0,,30
1,gp_ucb,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P076,30
2,gp_ucb,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P080,30
3,gp_ucb,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P077,30
4,gp_ucb,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P000,30
5,gp_ucb,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P001,30
6,gp_ucb,9,1158.0,954.68,132.2600000000001,0,0,ATTIA_P002,30
7,gp_ucb,9,1158.0,966.98,119.96000000000004,0,0,ATTIA_P003,30
8,gp_ucb,9,1158.0,966.98,119.96000000000004,0,0,ATTIA_P004,30
9,gp_ucb,9,1158.0,966.98,119.96000000000004,0,0,ATTIA_P005,30
10,gp_ucb,9,1158.0,1013.82,73.12,1,0,ATTIA_P006,30
11,gp_ucb,9,1158.0,1013.82,73.12,1,0,ATTIA_P007,30
12,gp_ucb,9,1158.0,1013.82,73.12,1,0,ATTIA_P008,30
13,gp_ucb,9,1158.0,1013.82,73.12,1,0,ATTIA_P009,30
14,gp_ucb,9,1158.0,1013.82,73.12,1,0,ATTIA_P010,30
15,gp_ucb,9,1158.0,1026.3,60.6400000000001,1,1,ATTIA_P055,30
16,gp_ucb,9,1158.0,1026.3,60.6400000000001,1,1,ATTIA_P035,30
17,gp_ucb,9,1158.0,1026.3,60.6400000000001,1,1,ATTIA_P114,30
18,gp_ucb,9,1158.0,1026.3,60.6400000000001,1,1,ATTIA_P084,30
19,gp_ucb,9,1168.0,1026.3,60.6400000000001,1,1,ATTIA_P051,30
20,gp_ucb,9,1168.0,1026.3,60.6400000000001,1,1,ATTIA_P031,30
21,gp_ucb,9,1227.0,1026.3,60.6400000000001,1,1,ATTIA_P079,30
22,gp_ucb,9,1244.0,1054.38,32.559999999999945,1,1,ATTIA_P054,30
23,gp_ucb,9,1244.0,1054.38,32.559999999999945,1,1,ATTIA_P034,30
24,gp_ucb,9,1244.0,1054.38,32.559999999999945,1,1,ATTIA_P118,30
25,gp_ucb,9,1244.0,1054.38,32.559999999999945,1,1,ATTIA_P144,30
0,random,10,1031.0,903.82,183.12,0,0,,30
1,random,10,1031.0,903.82,183.12,0,0,ATTIA_P154,30
2,random,10,1031.0,903.82,183.12,0,0,ATTIA_P172,30
3,random,10,1031.0,903.82,183.12,0,0,ATTIA_P221,30
4,random,10,1090.0,910.88,176.06000000000006,0,0,ATTIA_P094,30
5,random,10,1090.0,910.88,176.06000000000006,0,0,ATTIA_P053,30
6,random,10,1090.0,910.88,176.06000000000006,0,0,ATTIA_P201,30
7,random,10,1090.0,910.88,176.06000000000006,0,0,ATTIA_P200,30
8,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P118,30
9,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P041,30
10,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P141,30
11,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P173,30
12,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P205,30
13,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P153,30
14,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P126,30
15,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P070,30
16,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P184,30
17,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P084,30
18,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P067,30
19,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P091,30
20,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P204,30
21,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P108,30
22,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P152,30
23,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P220,30
24,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P147,30
25,random,10,1226.0,1010.26,76.68000000000006,1,0,ATTIA_P161,30
0,greedy,10,1031.0,903.82,183.12,0,0,,30
1,greedy,10,1031.0,1003.88,83.06000000000006,1,0,ATTIA_P107,30
2,greedy,10,1031.0,1003.88,83.06000000000006,1,0,ATTIA_P108,30
3,greedy,10,1031.0,1003.88,83.06000000000006,1,0,ATTIA_P214,30
4,greedy,10,1031.0,1003.88,83.06000000000006,1,0,ATTIA_P207,30
5,greedy,10,1122.0,1037.68,49.25999999999999,1,1,ATTIA_P074,30
6,greedy,10,1385.0,1041.3,45.6400000000001,1,1,ATTIA_P048,30
7,greedy,10,1385.0,1041.3,45.6400000000001,1,1,ATTIA_P028,30
8,greedy,10,1385.0,1041.3,45.6400000000001,1,1,ATTIA_P105,30
9,greedy,10,1385.0,1051.88,35.059999999999945,1,1,ATTIA_P049,30
10,greedy,10,1385.0,1051.88,35.059999999999945,1,1,ATTIA_P013,30
11,greedy,10,1385.0,1057.26,29.680000000000064,1,1,ATTIA_P106,30
12,greedy,10,1385.0,1057.26,29.680000000000064,1,1,ATTIA_P050,30
13,greedy,10,1385.0,1057.26,29.680000000000064,1,1,ATTIA_P076,30
14,greedy,10,1385.0,1057.26,29.680000000000064,1,1,ATTIA_P109,30
15,greedy,10,1385.0,1057.26,29.680000000000064,1,1,ATTIA_P141,30
16,greedy,10,1385.0,1057.26,29.680000000000064,1,1,ATTIA_P029,30
17,greedy,10,1385.0,1057.26,29.680000000000064,1,1,ATTIA_P051,30
18,greedy,10,1385.0,1057.26,29.680000000000064,1,1,ATTIA_P003,30
19,greedy,10,1385.0,1057.26,29.680000000000064,1,1,ATTIA_P077,30
20,greedy,10,1385.0,1057.26,29.680000000000064,1,1,ATTIA_P110,30
21,greedy,10,1385.0,1057.26,29.680000000000064,1,1,ATTIA_P079,30
22,greedy,10,1385.0,1086.94,0.0,1,1,ATTIA_P113,30
23,greedy,10,1385.0,1086.94,0.0,1,1,ATTIA_P083,30
24,greedy,10,1385.0,1086.94,0.0,1,1,ATTIA_P143,30
25,greedy,10,1385.0,1086.94,0.0,1,1,ATTIA_P014,30
0,gp_ucb,10,1031.0,903.82,183.12,0,0,,30
1,gp_ucb,10,1031.0,1003.88,83.06000000000006,1,0,ATTIA_P107,30
2,gp_ucb,10,1187.0,1003.88,83.06000000000006,1,0,ATTIA_P214,30
3,gp_ucb,10,1187.0,1003.88,83.06000000000006,1,0,ATTIA_P215,30
4,gp_ucb,10,1187.0,1003.88,83.06000000000006,1,0,ATTIA_P208,30
5,gp_ucb,10,1187.0,1003.88,83.06000000000006,1,0,ATTIA_P000,30
6,gp_ucb,10,1187.0,1003.88,83.06000000000006,1,0,ATTIA_P001,30
7,gp_ucb,10,1187.0,1003.88,83.06000000000006,1,0,ATTIA_P002,30
8,gp_ucb,10,1187.0,1003.88,83.06000000000006,1,0,ATTIA_P003,30
9,gp_ucb,10,1187.0,1003.88,83.06000000000006,1,0,ATTIA_P004,30
10,gp_ucb,10,1187.0,1003.88,83.06000000000006,1,0,ATTIA_P005,30
11,gp_ucb,10,1187.0,1013.82,73.12,1,0,ATTIA_P006,30
12,gp_ucb,10,1187.0,1013.82,73.12,1,0,ATTIA_P007,30
13,gp_ucb,10,1187.0,1013.82,73.12,1,0,ATTIA_P008,30
14,gp_ucb,10,1187.0,1013.82,73.12,1,0,ATTIA_P009,30
15,gp_ucb,10,1187.0,1013.82,73.12,1,0,ATTIA_P010,30
16,gp_ucb,10,1187.0,1013.82,73.12,1,0,ATTIA_P011,30
17,gp_ucb,10,1187.0,1013.82,73.12,1,0,ATTIA_P012,30
18,gp_ucb,10,1187.0,1013.82,73.12,1,0,ATTIA_P013,30
19,gp_ucb,10,1449.0,1049.82,37.12000000000012,1,1,ATTIA_P014,30
20,gp_ucb,10,1449.0,1049.82,37.12000000000012,1,1,ATTIA_P029,30
21,gp_ucb,10,1449.0,1049.82,37.12000000000012,1,1,ATTIA_P015,30
22,gp_ucb,10,1449.0,1049.82,37.12000000000012,1,1,ATTIA_P016,30
23,gp_ucb,10,1449.0,1049.82,37.12000000000012,1,1,ATTIA_P017,30
24,gp_ucb,10,1449.0,1049.82,37.12000000000012,1,1,ATTIA_P018,30
25,gp_ucb,10,1449.0,1049.82,37.12000000000012,1,1,ATTIA_P019,30
0,random,11,1258.0,1002.68,84.2600000000001,1,0,,30
1,random,11,1258.0,1002.68,84.2600000000001,1,0,ATTIA_P062,30
2,random,11,1258.0,1002.68,84.2600000000001,1,0,ATTIA_P158,30
3,random,11,1258.0,1002.68,84.2600000000001,1,0,ATTIA_P207,30
4,random,11,1258.0,1002.68,84.2600000000001,1,0,ATTIA_P103,30
5,random,11,1258.0,1002.68,84.2600000000001,1,0,ATTIA_P019,30
6,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P113,30
7,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P163,30
8,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P179,30
9,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P102,30
10,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P164,30
11,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P180,30
12,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P171,30
13,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P087,30
14,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P031,30
15,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P036,30
16,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P154,30
17,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P083,30
18,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P129,30
19,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P125,30
20,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P104,30
21,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P022,30
22,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P018,30
23,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P200,30
24,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P045,30
25,random,11,1258.0,1086.94,0.0,1,1,ATTIA_P058,30
0,greedy,11,1258.0,1002.68,84.2600000000001,1,0,,30
1,greedy,11,1258.0,1002.68,84.2600000000001,1,0,ATTIA_P000,30
2,greedy,11,1258.0,1002.68,84.2600000000001,1,0,ATTIA_P001,30
3,greedy,11,1258.0,1002.68,84.2600000000001,1,0,ATTIA_P002,30
4,greedy,11,1258.0,1002.68,84.2600000000001,1,0,ATTIA_P093,30
5,greedy,11,1258.0,1005.38,81.56000000000006,1,0,ATTIA_P129,30
6,greedy,11,1258.0,1011.26,75.68000000000006,1,0,ATTIA_P058,30
7,greedy,11,1258.0,1065.68,21.25999999999999,1,1,ATTIA_P083,30
8,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P113,30
9,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P038,30
10,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P109,30
11,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P054,30
12,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P088,30
13,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P003,30
14,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P013,30
15,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P028,30
16,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P015,30
17,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P030,30
18,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P005,30
19,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P014,30
20,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P017,30
21,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P048,30
22,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P004,30
23,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P006,30
24,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P223,30
25,greedy,11,1258.0,1086.94,0.0,1,1,ATTIA_P016,30
0,gp_ucb,11,1258.0,1002.68,84.2600000000001,1,0,,30
1,gp_ucb,11,1258.0,1002.68,84.2600000000001,1,0,ATTIA_P000,30
2,gp_ucb,11,1258.0,1002.68,84.2600000000001,1,0,ATTIA_P001,30
3,gp_ucb,11,1258.0,1002.68,84.2600000000001,1,0,ATTIA_P002,30
4,gp_ucb,11,1258.0,1002.68,84.2600000000001,1,0,ATTIA_P093,30
5,gp_ucb,11,1258.0,1005.38,81.56000000000006,1,0,ATTIA_P129,30
6,gp_ucb,11,1258.0,1011.26,75.68000000000006,1,0,ATTIA_P058,30
7,gp_ucb,11,1258.0,1065.68,21.25999999999999,1,1,ATTIA_P083,30
8,gp_ucb,11,1258.0,1086.94,0.0,1,1,ATTIA_P113,30
9,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P048,30
10,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P105,30
11,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P028,30
12,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P074,30
13,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P038,30
14,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P106,30
15,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P109,30
16,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P223,30
17,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P076,30
18,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P079,30
19,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P075,30
20,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P019,30
21,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P023,30
22,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P006,30
23,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P143,30
24,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P034,30
25,gp_ucb,11,1302.0,1086.94,0.0,1,1,ATTIA_P147,30
0,random,12,1188.0,1003.88,83.06000000000006,1,0,,30
1,random,12,1188.0,1003.88,83.06000000000006,1,0,ATTIA_P165,30
2,random,12,1188.0,1003.88,83.06000000000006,1,0,ATTIA_P192,30
3,random,12,1188.0,1003.88,83.06000000000006,1,0,ATTIA_P135,30
4,random,12,1188.0,1003.88,83.06000000000006,1,0,ATTIA_P200,30
5,random,12,1188.0,1003.88,83.06000000000006,1,0,ATTIA_P057,30
6,random,12,1188.0,1003.88,83.06000000000006,1,0,ATTIA_P111,30
7,random,12,1188.0,1003.88,83.06000000000006,1,0,ATTIA_P208,30
8,random,12,1188.0,1003.88,83.06000000000006,1,0,ATTIA_P071,30
9,random,12,1188.0,1003.88,83.06000000000006,1,0,ATTIA_P024,30
10,random,12,1188.0,1003.88,83.06000000000006,1,0,ATTIA_P117,30
11,random,12,1188.0,1003.88,83.06000000000006,1,0,ATTIA_P176,30
12,random,12,1188.0,1003.88,83.06000000000006,1,0,ATTIA_P151,30
13,random,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P106,30
14,random,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P203,30
15,random,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P154,30
16,random,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P087,30
17,random,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P098,30
18,random,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P103,30
19,random,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P046,30
20,random,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P152,30
21,random,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P050,30
22,random,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P047,30
23,random,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P214,30
24,random,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P196,30
25,random,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P178,30
0,greedy,12,1188.0,1003.88,83.06000000000006,1,0,,30
1,greedy,12,1188.0,1037.68,49.25999999999999,1,1,ATTIA_P074,30
2,greedy,12,1188.0,1037.68,49.25999999999999,1,1,ATTIA_P077,30
3,greedy,12,1188.0,1037.68,49.25999999999999,1,1,ATTIA_P111,30
4,greedy,12,1188.0,1037.68,49.25999999999999,1,1,ATTIA_P141,30
5,greedy,12,1188.0,1037.68,49.25999999999999,1,1,ATTIA_P081,30
6,greedy,12,1188.0,1037.68,49.25999999999999,1,1,ATTIA_P125,30
7,greedy,12,1188.0,1037.68,49.25999999999999,1,1,ATTIA_P131,30
8,greedy,12,1188.0,1051.88,35.059999999999945,1,1,ATTIA_P049,30
9,greedy,12,1188.0,1051.88,35.059999999999945,1,1,ATTIA_P029,30
10,greedy,12,1188.0,1051.88,35.059999999999945,1,1,ATTIA_P014,30
11,greedy,12,1188.0,1051.88,35.059999999999945,1,1,ATTIA_P051,30
12,greedy,12,1207.0,1051.88,35.059999999999945,1,1,ATTIA_P031,30
13,greedy,12,1207.0,1051.88,35.059999999999945,1,1,ATTIA_P016,30
14,greedy,12,1207.0,1051.88,35.059999999999945,1,1,ATTIA_P076,30
15,greedy,12,1207.0,1051.88,35.059999999999945,1,1,ATTIA_P079,30
16,greedy,12,1207.0,1051.88,35.059999999999945,1,1,ATTIA_P052,30
17,greedy,12,1207.0,1051.88,35.059999999999945,1,1,ATTIA_P028,30
18,greedy,12,1290.0,1051.88,35.059999999999945,1,1,ATTIA_P080,30
19,greedy,12,1290.0,1051.88,35.059999999999945,1,1,ATTIA_P110,30
20,greedy,12,1290.0,1051.88,35.059999999999945,1,1,ATTIA_P055,30
21,greedy,12,1290.0,1057.26,29.680000000000064,1,1,ATTIA_P106,30
22,greedy,12,1290.0,1057.26,29.680000000000064,1,1,ATTIA_P109,30
23,greedy,12,1290.0,1057.26,29.680000000000064,1,1,ATTIA_P054,30
24,greedy,12,1290.0,1057.26,29.680000000000064,1,1,ATTIA_P114,30
25,greedy,12,1290.0,1057.26,29.680000000000064,1,1,ATTIA_P115,30
0,gp_ucb,12,1188.0,1003.88,83.06000000000006,1,0,,30
1,gp_ucb,12,1188.0,1041.3,45.6400000000001,1,1,ATTIA_P048,30
2,gp_ucb,12,1188.0,1041.3,45.6400000000001,1,1,ATTIA_P110,30
3,gp_ucb,12,1188.0,1041.3,45.6400000000001,1,1,ATTIA_P141,30
4,gp_ucb,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P106,30
5,gp_ucb,12,1188.0,1057.26,29.680000000000064,1,1,ATTIA_P111,30
6,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P074,30
7,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P049,30
8,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P076,30
9,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P145,30
10,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P077,30
11,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P000,30
12,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P001,30
13,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P105,30
14,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P075,30
15,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P108,30
16,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P144,30
17,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P143,30
18,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P184,30
19,gp_ucb,12,1240.0,1057.26,29.680000000000064,1,1,ATTIA_P109,30
20,gp_ucb,12,1240.0,1086.94,0.0,1,1,ATTIA_P113,30
21,gp_ucb,12,1240.0,1086.94,0.0,1,1,ATTIA_P147,30
22,gp_ucb,12,1240.0,1086.94,0.0,1,1,ATTIA_P181,30
23,gp_ucb,12,1240.0,1086.94,0.0,1,1,ATTIA_P079,30
24,gp_ucb,12,1240.0,1086.94,0.0,1,1,ATTIA_P142,30
25,gp_ucb,12,1240.0,1086.94,0.0,1,1,ATTIA_P148,30
0,random,13,1062.0,935.38,151.56000000000006,0,0,,30
1,random,13,1062.0,971.82,115.12,0,0,ATTIA_P032,30
2,random,13,1062.0,1057.26,29.680000000000064,1,1,ATTIA_P106,30
3,random,13,1062.0,1057.26,29.680000000000064,1,1,ATTIA_P193,30
4,random,13,1062.0,1057.26,29.680000000000064,1,1,ATTIA_P097,30
5,random,13,1062.0,1057.26,29.680000000000064,1,1,ATTIA_P059,30
6,random,13,1062.0,1057.26,29.680000000000064,1,1,ATTIA_P115,30
7,random,13,1062.0,1057.26,29.680000000000064,1,1,ATTIA_P036,30
8,random,13,1062.0,1057.26,29.680000000000064,1,1,ATTIA_P179,30
9,random,13,1133.0,1057.26,29.680000000000064,1,1,ATTIA_P063,30
10,random,13,1133.0,1057.26,29.680000000000064,1,1,ATTIA_P105,30
11,random,13,1133.0,1057.26,29.680000000000064,1,1,ATTIA_P021,30
12,random,13,1133.0,1057.26,29.680000000000064,1,1,ATTIA_P042,30
13,random,13,1133.0,1057.26,29.680000000000064,1,1,ATTIA_P024,30
14,random,13,1133.0,1057.26,29.680000000000064,1,1,ATTIA_P080,30
15,random,13,1133.0,1057.26,29.680000000000064,1,1,ATTIA_P093,30
16,random,13,1133.0,1057.26,29.680000000000064,1,1,ATTIA_P172,30
17,random,13,1133.0,1057.26,29.680000000000064,1,1,ATTIA_P175,30
18,random,13,1133.0,1057.26,29.680000000000064,1,1,ATTIA_P186,30
19,random,13,1222.0,1057.26,29.680000000000064,1,1,ATTIA_P006,30
20,random,13,1222.0,1057.26,29.680000000000064,1,1,ATTIA_P100,30
21,random,13,1222.0,1057.26,29.680000000000064,1,1,ATTIA_P062,30
22,random,13,1222.0,1057.26,29.680000000000064,1,1,ATTIA_P217,30
23,random,13,1222.0,1057.26,29.680000000000064,1,1,ATTIA_P070,30
24,random,13,1222.0,1057.26,29.680000000000064,1,1,ATTIA_P125,30
25,random,13,1222.0,1057.26,29.680000000000064,1,1,ATTIA_P023,30
0,greedy,13,1062.0,935.38,151.56000000000006,0,0,,30
1,greedy,13,1062.0,935.38,151.56000000000006,0,0,ATTIA_P147,30
2,greedy,13,1062.0,935.38,151.56000000000006,0,0,ATTIA_P143,30
3,greedy,13,1062.0,935.38,151.56000000000006,0,0,ATTIA_P194,30
4,greedy,13,1183.0,1086.94,0.0,1,1,ATTIA_P113,30
5,greedy,13,1183.0,1086.94,0.0,1,1,ATTIA_P083,30
6,greedy,13,1251.0,1086.94,0.0,1,1,ATTIA_P109,30
7,greedy,13,1251.0,1086.94,0.0,1,1,ATTIA_P079,30
8,greedy,13,1251.0,1086.94,0.0,1,1,ATTIA_P106,30
9,greedy,13,1251.0,1086.94,0.0,1,1,ATTIA_P076,30
10,greedy,13,1251.0,1086.94,0.0,1,1,ATTIA_P074,30
11,greedy,13,1251.0,1086.94,0.0,1,1,ATTIA_P123,30
12,greedy,13,1251.0,1086.94,0.0,1,1,ATTIA_P093,30
